"","Date.Sub","Date","Activity","Cal.Burned","Distance","Duration","Avg.Pace","Max.Pace","Avg.Spd","Max.Spd","Avg.HR","Steps","Minutes","day","dayofmonth","month","year"
"581","April 11, 2020",2020-04-11,"Walk",87,1.04,1285,20.47,0.76,2.93,79.1,109,1871,21.42,"Saturday",11,"April","2020"
"582","April 11, 2020",2020-04-11,"Run",1377,13.12,7844,9.96,1.1,6.02,54.57,150,21427,130.73,"Saturday",11,"April","2020"
"583","April 10, 2020",2020-04-10,"Run",403,3.1,1631,8.77,0,6.84,0,NA,4377,27.18,"Friday",10,"April","2020"
"584","April 7, 2020",2020-04-07,"Run",420,4.1,2274,9.23,1.41,6.5,42.45,149,6286,37.9,"Tuesday",7,"April","2020"
"585","April 6, 2020",2020-04-06,"Run",25,0.25,248,16.54,1.74,3.63,34.39,0,568,4.13,"Monday",6,"April","2020"
"586","April 6, 2020",2020-04-06,"Run",316,3.16,1566,8.26,0.41,7.26,146.84,156,4297,26.1,"Monday",6,"April","2020"
"587","April 5, 2020",2020-04-05,"Run",428,4.14,2227,8.97,1.88,6.69,31.9,155,6200,37.12,"Sunday",5,"April","2020"
"588","April 4, 2020",2020-04-04,"Walk",86,1.06,964,15.09,1.5,3.98,39.93,123,1903,16.07,"Saturday",4,"April","2020"
"589","April 4, 2020",2020-04-04,"Run",19,0.18,106,9.66,5.4,6.21,11.11,140,281,1.77,"Saturday",4,"April","2020"
"590","April 4, 2020",2020-04-04,"Walk",98,1.01,1103,18.25,3.34,3.29,17.95,119,2014,18.38,"Saturday",4,"April","2020"
"591","April 4, 2020",2020-04-04,"Run",787,7.56,4005,8.83,1.9,6.79,31.59,166,11054,66.75,"Saturday",4,"April","2020"
"592","April 2, 2020",2020-04-02,"Run",404,3.1,1593,8.56,0,7.01,0,NA,4286,26.55,"Thursday",2,"April","2020"
"593","April 1, 2020",2020-04-01,"Run",403,3.1,1639,8.82,0.81,6.81,73.67,0,4395,27.32,"Wednesday",1,"April","2020"
"594","March 31, 2020",2020-03-31,"Run",147,1.1,634,9.56,0.83,6.28,72.12,0,1686,10.57,"Tuesday",31,"March","2020"
"595","March 31, 2020",2020-03-31,"Run",259,2.01,1009,8.36,0.8,7.17,74.66,0,2722,16.82,"Tuesday",31,"March","2020"
"596","March 30, 2020",2020-03-30,"Run",403,3.1,1615,8.68,0,6.91,0,NA,4338,26.92,"Monday",30,"March","2020"
"597","March 28, 2020",2020-03-28,"Walk",43,0.51,572,18.84,7.44,3.18,8.07,103,1041,9.53,"Saturday",28,"March","2020"
"598","March 28, 2020",2020-03-28,"Run",312,3.13,1516,8.08,3.82,7.43,15.72,161,4197,25.27,"Saturday",28,"March","2020"
"599","March 26, 2020",2020-03-26,"Run",135,1,594,9.9,0,6.06,0,NA,1574,9.9,"Thursday",26,"March","2020"
"600","March 26, 2020",2020-03-26,"Run",130,1,537,8.95,0,6.7,0,NA,1438,8.95,"Thursday",26,"March","2020"
"601","March 26, 2020",2020-03-26,"Run",405,3.1,1689,9.08,0,6.61,0,NA,4515,28.15,"Thursday",26,"March","2020"
"602","March 25, 2020",2020-03-25,"Run",522,4,2179,9.08,0,6.61,0,NA,5825,36.32,"Wednesday",25,"March","2020"
"603","March 24, 2020",2020-03-24,"Run",652,5,2718,9.06,0,6.62,0,NA,7268,45.3,"Tuesday",24,"March","2020"
"604","March 23, 2020",2020-03-23,"Run",610,4.7,2400,8.51,0,7.05,0,NA,6461,40,"Monday",23,"March","2020"
"605","March 20, 2020",2020-03-20,"Run",533,4.1,2098,8.53,0.71,7.03,85.03,0,5733,34.97,"Friday",20,"March","2020"
"606","March 19, 2020",2020-03-19,"Run",396,3.1,1508,8.11,0,7.4,0,NA,4082,25.13,"Thursday",19,"March","2020"
"607","March 18, 2020",2020-03-18,"Run",402,3.1,1575,8.45,0.74,7.1,81.13,0,4243,26.25,"Wednesday",18,"March","2020"
"608","March 17, 2020",2020-03-17,"Run",522,4,2183,9.1,0,6.6,0,NA,5835,36.38,"Tuesday",17,"March","2020"
"609","March 16, 2020",2020-03-16,"Run",394,3.1,1489,8.01,0,7.49,0,NA,4037,24.82,"Monday",16,"March","2020"
"610","March 15, 2020",2020-03-15,"Run",423,3.2,1800,9.38,0,6.4,0,NA,4796,30,"Sunday",15,"March","2020"
"611","March 14, 2020",2020-03-14,"Run",457,3.51,1800,8.55,0,7.02,0,NA,4844,30,"Saturday",14,"March","2020"
"612","March 13, 2020",2020-03-13,"Run",459,3.54,1800,8.47,0,7.08,0,NA,4848,30,"Friday",13,"March","2020"
"613","March 11, 2020",2020-03-11,"Run",467,3.64,1800,8.24,0,7.28,0,NA,4864,30,"Wednesday",11,"March","2020"
"614","March 10, 2020",2020-03-10,"Run",467,3.63,1800,8.26,0,7.26,0,NA,4862,30,"Tuesday",10,"March","2020"
"615","March 9, 2020",2020-03-09,"Run",452,3.47,1800,8.65,0,6.94,0,NA,4838,30,"Monday",9,"March","2020"
"616","March 8, 2020",2020-03-08,"Run",390,3.1,1466,7.88,0,7.61,0,NA,3982,24.43,"Sunday",8,"March","2020"
"617","March 7, 2020",2020-03-07,"Run",756,7.5,4009,8.91,1.58,6.74,38.09,157,10882,66.82,"Saturday",7,"March","2020"
"618","March 6, 2020",2020-03-06,"Run",477,3.75,1800,8,0,7.5,0,NA,4881,30,"Friday",6,"March","2020"
"619","March 5, 2020",2020-03-05,"Run",468,3.65,1800,8.22,0,7.3,0,NA,4865,30,"Thursday",5,"March","2020"
"620","March 4, 2020",2020-03-04,"Run",467,3.63,1800,8.26,0,7.26,0,NA,4862,30,"Wednesday",4,"March","2020"
"621","March 3, 2020",2020-03-03,"Run",400,3.1,1551,8.34,0,7.2,0,NA,4185,25.85,"Tuesday",3,"March","2020"
"622","March 2, 2020",2020-03-02,"Run",431,3.31,1731,8.72,0,6.88,0,NA,4648,28.85,"Monday",2,"March","2020"
"623","March 1, 2020",2020-03-01,"Run",397,3.1,1518,8.16,0,7.35,0,NA,4149,25.3,"Sunday",1,"March","2020"
"624","Feb. 29, 2020",2020-02-29,"Run",468,3.65,1800,8.22,0,7.3,0,NA,4865,30,"Saturday",29,"February","2020"
"625","Feb. 26, 2020",2020-02-26,"Run",178,1.4,674,8.02,0,7.48,0,NA,1587,11.23,"Wednesday",26,"February","2020"
"626","Feb. 26, 2020",2020-02-26,"Run",403,3.1,1637,8.8,0,6.82,0,NA,4391,27.28,"Wednesday",26,"February","2020"
"627","Feb. 24, 2020",2020-02-24,"Run",403,3.1,1648,8.86,0,6.77,0,NA,4417,27.47,"Monday",24,"February","2020"
"628","Feb. 23, 2020",2020-02-23,"Run",292,3.1,1475,7.93,1.54,7.56,38.9,164,4063,24.58,"Sunday",23,"February","2020"
"629","Feb. 22, 2020",2020-02-22,"Run",399,3.1,1544,8.3,0,7.23,0,NA,4169,25.73,"Saturday",22,"February","2020"
"630","Feb. 21, 2020",2020-02-21,"Run",461,3.56,1800,8.43,0,7.12,0,NA,4851,30,"Friday",21,"February","2020"
"631","Feb. 20, 2020",2020-02-20,"Run",949,7.32,3720,8.47,0,7.08,0,NA,10021,62,"Thursday",20,"February","2020"
"632","Feb. 18, 2020",2020-02-18,"Run",450,3.46,1800,8.67,0,6.92,0,NA,4836,30,"Tuesday",18,"February","2020"
"633","Feb. 17, 2020",2020-02-17,"Run",403,3.1,1645,8.84,0,6.78,0,NA,4410,27.42,"Monday",17,"February","2020"
"634","Feb. 16, 2020",2020-02-16,"Run",403,3.1,1613,8.67,0,6.92,0,NA,4350,26.88,"Sunday",16,"February","2020"
"635","Feb. 15, 2020",2020-02-15,"Run",506,3.89,2014,8.63,0,6.95,0,NA,5414,33.57,"Saturday",15,"February","2020"
"636","Feb. 12, 2020",2020-02-12,"Run",437,3.36,1791,8.88,0,6.75,0,NA,4799,29.85,"Wednesday",12,"February","2020"
"637","Feb. 11, 2020",2020-02-11,"Run",419,3.15,1800,9.52,0,6.3,0,NA,4789,30,"Tuesday",11,"February","2020"
"638","Feb. 9, 2020",2020-02-09,"Run",422,3.19,1800,9.4,0,6.38,0,NA,4795,30,"Sunday",9,"February","2020"
"639","Feb. 5, 2020",2020-02-05,"Run",424,3.22,1800,9.32,0,6.44,0,NA,4799,30,"Wednesday",5,"February","2020"
"640","Feb. 5, 2020",2020-02-04,"Run",472,3.52,2065,9.78,0,6.14,0,NA,5479,34.42,"Tuesday",4,"February","2020"
"641","Feb. 2, 2020",2020-02-02,"Indoor Bike Ride",275,5,1211,4.04,0,14.86,0,NA,NA,20.18,"Sunday",2,"February","2020"
"642","Feb. 2, 2020",2020-02-02,"Run",407,3.13,1675,8.92,0,6.73,0,NA,4486,27.92,"Sunday",2,"February","2020"
"643","Jan. 29, 2020",2020-01-29,"Run",486,3.61,2133,9.85,0,6.09,0,NA,5656,35.55,"Wednesday",29,"January","2020"
"644","Jan. 28, 2020",2020-01-28,"Run",631,4.86,2609,8.95,0,6.71,0,NA,6986,43.48,"Tuesday",28,"January","2020"
"645","Jan. 27, 2020",2020-01-27,"Run",464,3.38,2100,10.36,0,5.79,0,NA,5541,35,"Monday",27,"January","2020"
"646","Jan. 26, 2020",2020-01-26,"Run",462,3.36,2100,10.42,0,5.76,0,NA,5538,35,"Sunday",26,"January","2020"
"647","Jan. 25, 2020",2020-01-25,"Run",460,3.33,2100,10.51,0,5.71,0,NA,5534,35,"Saturday",25,"January","2020"
"648","Jan. 24, 2020",2020-01-24,"Run",473,3.49,2100,10.03,0,5.98,0,NA,5558,35,"Friday",24,"January","2020"
"649","Jan. 20, 2020",2020-01-20,"Run",585,4.21,2704,10.7,0,5.61,0,NA,7113,45.07,"Monday",20,"January","2020"
"650","Jan. 18, 2020",2020-01-18,"Run",451,3.22,2100,10.87,0,5.52,0,NA,5517,35,"Saturday",18,"January","2020"
"651","Jan. 18, 2020",2020-01-17,"Run",469,3.4,2143,10.5,0,5.71,0,NA,5647,35.72,"Friday",17,"January","2020"
"652","Jan. 18, 2020",2020-01-16,"Run",393,2.89,1754,10.12,0,5.93,0,NA,4639,29.23,"Thursday",16,"January","2020"
"653","Jan. 17, 2020",2020-01-16,"Walk",401,2.95,2100,11.86,0,5.06,0,NA,5004,35,"Thursday",16,"January","2020"
"654","Jan. 11, 2020",2020-01-11,"Walk",204,2.02,1869,15.42,0,3.89,0,NA,3883,31.15,"Saturday",11,"January","2020"
"655","Jan. 11, 2020",2020-01-11,"Run",452,3.26,2077,10.62,0,5.65,0,NA,5468,34.62,"Saturday",11,"January","2020"
"656","Jan. 10, 2020",2020-01-10,"Run",461,3.27,2173,11.08,0,5.42,0,NA,5699,36.22,"Friday",10,"January","2020"
"657","Jan. 10, 2020",2020-01-08,"Run",465,3.4,2100,10.29,0,5.83,0,NA,5544,35,"Wednesday",8,"January","2020"
"658","Jan. 8, 2020",2020-01-08,"Run",465,3.39,2100,10.32,0,5.81,0,NA,5531,35,"Wednesday",8,"January","2020"
"659","Jan. 8, 2020",2020-01-06,"Run",402,2.92,2100,11.99,0,5.01,0,NA,5471,35,"Monday",6,"January","2020"
"660","Jan. 5, 2020",2020-01-05,"Run",480,3.57,2100,9.8,0,6.12,0,NA,5570,35,"Sunday",5,"January","2020"
"661","Jan. 5, 2020",2020-01-04,"Run",476,3.52,2112,10,0,6,0,NA,5592,35.2,"Saturday",4,"January","2020"
"662","Jan. 1, 2020",2020-01-01,"Run",403,3.1,1670,8.97,5.29,6.69,11.34,0,4573,27.83,"Wednesday",1,"January","2020"
"663","Dec. 30, 2019",2019-12-30,"Run",476,3.63,2003,9.21,1,6.52,60.1,148,5478,33.38,"Monday",30,"December","2019"
"664","Dec. 28, 2019",2019-12-28,"Run",182,1.5,1249,13.85,1.41,4.33,42.49,123,2376,20.82,"Saturday",28,"December","2019"
"665","Dec. 28, 2019",2019-12-28,"Run",205,1.58,840,8.89,0.96,6.75,62.2,0,2258,14,"Saturday",28,"December","2019"
"666","Dec. 27, 2019",2019-12-27,"Run",414,3.1,1796,9.66,0.34,6.21,175.1,146,4806,29.93,"Friday",27,"December","2019"
"667","Dec. 25, 2019",2019-12-25,"Run",403,3.1,1623,8.73,0.41,6.87,145.18,0,4393,27.05,"Wednesday",25,"December","2019"
"668","Dec. 20, 2019",2019-12-20,"Run",441,3.1,2102,11.3,0,5.31,0,NA,5503,35.03,"Friday",20,"December","2019"
"669","Nov. 29, 2019",2019-11-29,"Run",403,3.1,1628,8.75,1.11,6.86,54.26,161,4482,27.13,"Friday",29,"November","2019"
"670","Nov. 28, 2019",2019-11-28,"Run",407,3,1810,10.05,0.64,5.97,93.88,0,4823,30.17,"Thursday",28,"November","2019"
"671","Nov. 18, 2019",2019-11-18,"Run",268,2.06,1089,8.8,1.39,6.82,43.1,0,2944,18.15,"Monday",18,"November","2019"
"672","Nov. 12, 2019",2019-11-12,"Run",438,3.17,2006,10.55,18.36,5.69,3.27,169,8,33.43,"Tuesday",12,"November","2019"
"673","Nov. 10, 2019",2019-11-10,"Walk",267,1.94,1399,12.02,0,4.99,0,NA,3310,23.32,"Sunday",10,"November","2019"
"674","Nov. 10, 2019",2019-11-09,"Gym Workout",22,0,120,0,0,0,0,NA,NA,2,"Saturday",9,"November","2019"
"675","Nov. 10, 2019",2019-11-09,"Run",316,2.5,2026,13.51,0,4.44,0,NA,5229,33.77,"Saturday",9,"November","2019"
"676","Nov. 3, 2019",2019-11-03,"Run",412,3,1873,10.41,0,5.77,0,NA,4940,31.22,"Sunday",3,"November","2019"
"677","Nov. 2, 2019",2019-11-02,"Run",440,3.09,2100,11.33,0,5.3,0,NA,5497,35,"Saturday",2,"November","2019"
"678","Oct. 27, 2019",2019-10-27,"Walk",134,0.95,2578,45.12,3.74,1.33,16.04,0,1575,42.97,"Sunday",27,"October","2019"
"679","Oct. 27, 2019",2019-10-27,"Run",258,2.01,998,8.29,1.03,7.24,58.42,0,2704,16.63,"Sunday",27,"October","2019"
"680","Oct. 26, 2019",2019-10-26,"Run",355,2.67,2040,12.71,0.86,4.72,69.98,144,4126,34,"Saturday",26,"October","2019"
"681","Oct. 22, 2019",2019-10-22,"Run",262,2.01,1066,8.82,0.87,6.8,68.75,158,2847,17.77,"Tuesday",22,"October","2019"
"682","Oct. 19, 2019",2019-10-19,"Run",254,2.46,2330,15.75,0.37,3.81,162.76,119,3406,38.83,"Saturday",19,"October","2019"
"683","Oct. 14, 2019",2019-10-14,"Run",221,1.71,858,8.34,0.84,7.2,71.65,153,2369,14.3,"Monday",14,"October","2019"
"684","Oct. 6, 2019",2019-10-06,"Walk",225,1.44,4696,54.31,1.49,1.1,40.3,0,6328,78.27,"Sunday",6,"October","2019"
"685","Oct. 6, 2019",2019-10-06,"Run",202,1.59,761,7.97,0.92,7.53,65.5,0,2064,12.68,"Sunday",6,"October","2019"
"686","Oct. 5, 2019",2019-10-05,"Run",364,3.26,2832,14.48,0,4.14,0,NA,7274,47.2,"Saturday",5,"October","2019"
"687","Sept. 29, 2019",2019-09-29,"Run",297,2.19,1321,10.06,0.66,5.96,90.48,0,3188,22.02,"Sunday",29,"September","2019"
"688","Sept. 22, 2019",2019-09-22,"Run",243,2.08,1768,14.13,1.16,4.25,51.89,117,3555,29.47,"Sunday",22,"September","2019"
"689","Sept. 15, 2019",2019-09-15,"Walk",105,1.02,979,15.95,1.92,3.76,31.25,0,1908,16.32,"Sunday",15,"September","2019"
"690","Sept. 15, 2019",2019-09-15,"Run",118,0.91,476,8.73,0.76,6.87,79.25,0,1281,7.93,"Sunday",15,"September","2019"
"691","Sept. 14, 2019",2019-09-14,"Walk",169,1.66,1697,16.92,1.33,3.55,45.18,0,3008,28.28,"Saturday",14,"September","2019"
"692","Sept. 12, 2019",2019-12-20,"Run",332,2.6,2099,13.32,0.43,4.51,138.79,0,4530,34.98,"Friday",20,"December","2019"
"693","Sept. 12, 2019",2019-09-20,"Run",177,1.84,1184,10.73,0.79,5.59,76.05,122,2809,19.73,"Friday",20,"September","2019"
"694","Sept. 7, 2019",2019-07-20,"Run",398,3.01,1700,9.41,1.56,6.38,38.39,NA,3209,28.33,"Saturday",20,"July","2019"
"695","Sept. 4, 2019",2019-04-20,"Run",235,2.51,1488,9.83,3.15,6.11,19.03,141,3772,24.8,"Saturday",20,"April","2019"
"696","Aug. 31, 2019",2019-08-31,"Run",520,4.28,3708,14.4,0.74,4.17,81.63,130,7187,61.8,"Saturday",31,"August","2019"
"697","Aug. 30, 2019",2019-08-30,"Walk",118,1.17,1258,17.8,2,3.37,30,128,2386,20.97,"Friday",30,"August","2019"
"698","Aug. 30, 2019",2019-08-30,"Run",193,1.51,739,8.17,0.03,7.34,1814.43,164,2081,12.32,"Friday",30,"August","2019"
"699","Aug. 25, 2019",2019-08-25,"Run",415,3.23,2596,13.37,0.83,4.49,71.91,97,5272,43.27,"Sunday",25,"August","2019"
"700","Aug. 24, 2019",2019-08-24,"Run",527,4,2236,9.31,0.92,6.45,65.09,0,6278,37.27,"Saturday",24,"August","2019"
"701","Aug. 24, 2019",2019-08-24,"Walk",129,1.24,1904,25.17,1.35,2.38,44.4,0,3188,31.73,"Saturday",24,"August","2019"
"702","Aug. 22, 2019",2019-08-22,"Walk",167,1.7,2247,21.61,1.32,2.78,45.57,0,3985,37.45,"Thursday",22,"August","2019"
"703","Aug. 22, 2019",2019-08-22,"Run",402,3.1,1639,8.82,0.66,6.8,91.25,0,4395,27.32,"Thursday",22,"August","2019"
"704","Aug. 22, 2019",2019-08-21,"Walk",39,0.4,475,19.73,1.42,3.04,42.26,0,880,7.92,"Wednesday",21,"August","2019"
"705","Aug. 21, 2019",2019-08-21,"Run",153,1.12,682,10.11,1.04,5.93,57.89,0,1803,11.37,"Wednesday",21,"August","2019"
"706","Aug. 21, 2019",2019-08-21,"Walk",35,0.35,373,17.76,1.87,3.38,32.14,0,725,6.22,"Wednesday",21,"August","2019"
"707","Aug. 21, 2019",2019-08-21,"Run",218,1.68,859,8.55,0.83,7.02,71.98,0,2312,14.32,"Wednesday",21,"August","2019"
"708","Aug. 20, 2019",2019-08-21,"Run",506,3.68,2649,12,0,5,0,NA,6900,44.15,"Wednesday",21,"August","2019"
"709","Aug. 18, 2019",2019-08-18,"Run",131,1,523,8.67,6.07,6.92,9.89,0,1436,8.72,"Sunday",18,"August","2019"
"710","Aug. 18, 2019",2019-08-18,"Run",130,1,503,8.34,1.54,7.19,38.97,0,1375,8.38,"Sunday",18,"August","2019"
"711","Aug. 15, 2019",2019-08-15,"Walk",152,0.96,3201,55.43,6.5,1.08,9.24,0,1861,53.35,"Thursday",15,"August","2019"
"712","Aug. 15, 2019",2019-08-15,"Run",342,2.63,1351,8.57,2.45,7,24.45,151,3605,22.52,"Thursday",15,"August","2019"
"713","Aug. 14, 2019",2019-08-14,"Walk",111,1.12,1262,18.74,2.06,3.2,29.07,0,2392,21.03,"Wednesday",14,"August","2019"
"714","Aug. 14, 2019",2019-08-14,"Run",405,3.1,1698,9.13,0.86,6.57,70.02,0,4537,28.3,"Wednesday",14,"August","2019"
"715","Aug. 13, 2019",2019-08-13,"Walk",66,0.55,1066,32.1,2.85,1.87,21.05,0,1650,17.77,"Tuesday",13,"August","2019"
"716","Aug. 13, 2019",2019-08-13,"Run",403,3.1,1636,8.8,0.89,6.82,67.46,0,4389,27.27,"Tuesday",13,"August","2019"
"717","Aug. 11, 2019",2019-08-11,"Walk",217,1.86,3370,30.12,0.21,1.99,287.1,0,5323,56.17,"Sunday",11,"August","2019"
"718","Aug. 11, 2019",2019-08-11,"Run",403,3.1,1631,8.77,0.83,6.84,71.98,0,4376,27.18,"Sunday",11,"August","2019"
"719","Aug. 10, 2019",2019-08-10,"Walk",96,0.98,1301,21.92,1.93,2.74,31.09,0,2304,21.68,"Saturday",10,"August","2019"
"720","Aug. 10, 2019",2019-08-10,"Run",51,0.39,206,8.75,6.76,6.85,8.88,0,553,3.43,"Saturday",10,"August","2019"
"721","Aug. 10, 2019",2019-08-10,"Walk",116,0.75,2389,53.23,0.87,1.13,69.02,0,3233,39.82,"Saturday",10,"August","2019"
"722","Aug. 10, 2019",2019-08-10,"Run",130,1,507,8.45,0.93,7.1,64.73,0,1366,8.45,"Saturday",10,"August","2019"
"723","Aug. 20, 2019",2019-08-08,"Walk",19,0.26,241,15.36,10.43,3.91,5.75,117,438,4.02,"Thursday",8,"August","2019"
"724","Aug. 8, 2019",2019-08-08,"Run",197,2.27,1077,7.89,0.8,7.61,75.25,157,2958,17.95,"Thursday",8,"August","2019"
"725","Aug. 7, 2019",2019-08-07,"Walk",97,0.83,1537,30.82,5.22,1.95,11.5,0,2406,25.62,"Wednesday",7,"August","2019"
"726","Aug. 7, 2019",2019-08-07,"Run",26,0.2,113,9.42,0.92,6.37,65.49,0,301,1.88,"Wednesday",7,"August","2019"
"727","Aug. 4, 2019",2019-08-04,"Walk",253,2.58,3449,22.31,0.29,2.69,207.25,0,6079,57.48,"Sunday",4,"August","2019"
"728","Aug. 3, 2019",2019-08-03,"Walk",265,2.03,1602,13.13,1.54,4.57,38.91,0,3612,26.7,"Saturday",3,"August","2019"
"729","Aug. 3, 2019",2019-08-03,"Walk",72,0.21,1567,123.48,2.5,0.49,24.01,0,1856,26.12,"Saturday",3,"August","2019"
"730","Aug. 3, 2019",2019-08-03,"Run",409,3.1,1738,9.34,0.83,6.42,72.53,NA,4632,28.97,"Saturday",3,"August","2019"
"731","Aug. 1, 2019",2019-08-01,"Walk",145,1.45,1572,18.04,1.79,3.33,33.58,0,3027,26.2,"Thursday",1,"August","2019"
"732","Aug. 1, 2019",2019-08-01,"Run",240,1.83,1005,9.15,0.92,6.56,65.38,0,2685,16.75,"Thursday",1,"August","2019"
"733","July 30, 2019",2019-07-30,"Run",266,2.04,1054,8.6,0.9,6.98,66.43,0,2834,17.57,"Tuesday",30,"July","2019"
"734","July 29, 2019",2019-07-29,"Walk",114,1.15,1281,18.45,9.9,3.25,6.06,0,2342,21.35,"Monday",29,"July","2019"
"735","July 29, 2019",2019-07-29,"Run",131,1.01,537,8.84,4.44,6.79,13.52,0,1459,8.95,"Monday",29,"July","2019"
"736","July 28, 2019",2019-07-28,"Walk",183,1.89,2285,20.09,1.58,2.99,38.06,0,4204,38.08,"Sunday",28,"July","2019"
"737","July 28, 2019",2019-07-28,"Run",183,1.4,724,8.59,0.78,6.98,76.94,0,1947,12.07,"Sunday",28,"July","2019"
"738","July 27, 2019",2019-07-27,"Walk",407,4.2,5004,19.87,1.04,3.02,57.75,0,9253,83.4,"Saturday",27,"July","2019"
"739","July 25, 2019",2019-07-25,"Run",407,3.1,1720,9.26,5.25,6.48,11.43,0,4711,28.67,"Thursday",25,"July","2019"
"740","July 23, 2019",2019-07-23,"Run",419,3.1,1859,10,5.24,6,11.46,0,5096,30.98,"Tuesday",23,"July","2019"
"741","July 21, 2019",2019-07-21,"Walk",97,1,1190,19.79,8.49,3.03,7.07,0,2119,19.83,"Sunday",21,"July","2019"
"742","July 21, 2019",2019-07-21,"Run",354,2.63,1557,9.87,6.55,6.08,9.16,0,4214,25.95,"Sunday",21,"July","2019"
"743","July 21, 2019",2019-07-21,"Run",66,0.49,289,9.87,6,6.08,9.99,0,753,4.82,"Sunday",21,"July","2019"
"744","July 21, 2019",2019-07-21,"Weight Workout",215,0,1560,0,0,0,0,0,NA,26,"Sunday",21,"July","2019"
"745","July 21, 2019",2019-07-21,"Walk",111,1.08,986,15.26,3.37,3.93,17.8,0,1873,16.43,"Sunday",21,"July","2019"
"746","July 20, 2019",2019-07-20,"Walk",199,2.04,2644,21.63,5.19,2.77,11.56,0,4144,44.07,"Saturday",20,"July","2019"
"747","July 20, 2019",2019-07-20,"Run",133,1,572,9.48,3.12,6.33,19.24,0,1564,9.53,"Saturday",20,"July","2019"
"748","July 20, 2019",2019-07-20,"Walk",36,0.37,453,20.6,10.57,2.91,5.68,0,720,7.55,"Saturday",20,"July","2019"
"749","July 20, 2019",2019-07-20,"Run",130,1,512,8.49,4.82,7.07,12.45,0,1379,8.53,"Saturday",20,"July","2019"
"750","July 20, 2019",2019-07-20,"Walk",9,0.09,95,17.4,10.38,3.45,5.78,0,166,1.58,"Saturday",20,"July","2019"
"751","July 18, 2019",2019-07-18,"Walk",71,0.71,774,18.06,9.84,3.32,6.1,0,1431,12.9,"Thursday",18,"July","2019"
"752","July 18, 2019",2019-07-18,"Run",295,2.21,1288,9.73,2.61,6.16,23.01,0,3487,21.47,"Thursday",18,"July","2019"
"753","July 17, 2019",2019-07-17,"Walk",35,0.36,420,19.04,12.7,3.15,4.72,0,780,7,"Wednesday",17,"July","2019"
"754","July 17, 2019",2019-07-17,"Run",429,3.21,1863,9.67,3.93,6.2,15.28,0,5090,31.05,"Wednesday",17,"July","2019"
"755","July 16, 2019",2019-07-16,"Walk",35,0.35,388,18.56,11.42,3.23,5.26,120,698,6.47,"Tuesday",16,"July","2019"
"756","July 16, 2019",2019-07-16,"Run",135,1.01,586,9.64,6.37,6.22,9.41,0,1573,9.77,"Tuesday",16,"July","2019"
"757","July 16, 2019",2019-07-16,"Run",136,1.03,583,9.47,6.64,6.34,9.03,0,1564,9.72,"Tuesday",16,"July","2019"
"758","July 14, 2019",2019-07-14,"Walk",85,0.87,1007,19.27,11.11,3.11,5.4,0,1748,16.78,"Sunday",14,"July","2019"
"759","July 14, 2019",2019-07-14,"Walk",88,0.91,1117,20.45,4.78,2.93,12.56,0,1770,18.62,"Sunday",14,"July","2019"
"760","July 14, 2019",2019-07-14,"Run",228,1.68,1020,10.13,2.94,5.93,20.4,0,2544,17,"Sunday",14,"July","2019"
"761","Aug. 20, 2019",2019-07-13,"Walk",101,1.13,1217,17.87,7.17,3.36,8.36,129,2168,20.28,"Saturday",13,"July","2019"
"762","July 13, 2019",2019-07-13,"Run",207,2.43,1357,9.29,1.12,6.46,53.66,156,3709,22.62,"Saturday",13,"July","2019"
"763","July 12, 2019",2019-07-12,"Run",193,1.5,743,8.22,3.78,7.3,15.87,0,2010,12.38,"Friday",12,"July","2019"
"764","July 12, 2019",2019-07-12,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Friday",12,"July","2019"
"765","July 12, 2019",2019-07-12,"Walk",166,1.67,1831,18.09,8.05,3.32,7.45,0,3231,30.52,"Friday",12,"July","2019"
"766","July 11, 2019",2019-07-11,"Walk",126,1.25,1843,24.5,7.26,2.45,8.26,0,2382,30.72,"Thursday",11,"July","2019"
"767","July 11, 2019",2019-07-11,"Run",411,3.1,1765,9.49,1.76,6.32,34.16,0,4769,29.42,"Thursday",11,"July","2019"
"768","Aug. 20, 2019",2019-07-10,"Run",198,2.25,1055,7.82,4.51,7.67,13.29,164,2934,17.58,"Wednesday",10,"July","2019"
"769","July 10, 2019",2019-07-10,"Run",283,2.24,1065,7.92,0,7.57,0,NA,2891,17.75,"Wednesday",10,"July","2019"
"770","July 10, 2019",2019-07-10,"Walk",111,1.14,1241,18.16,2.28,3.3,26.34,108,2249,20.68,"Wednesday",10,"July","2019"
"771","July 10, 2019",2019-07-10,"Walk",20,0.3,268,14.93,3.1,4.02,19.37,95,488,4.47,"Wednesday",10,"July","2019"
"772","July 9, 2019",2019-07-09,"Weight Workout",58,0,420,0,0,0,0,0,NA,7,"Tuesday",9,"July","2019"
"773","July 9, 2019",2019-07-09,"Walk",149,1.19,970,13.59,0,4.42,0,NA,2149,16.17,"Tuesday",9,"July","2019"
"774","July 9, 2019",2019-07-09,"Run",267,2.01,1153,9.56,0,6.28,0,NA,3066,19.22,"Tuesday",9,"July","2019"
"775","July 8, 2019",2019-07-08,"Walk",28,0.29,333,19.05,3.76,3.15,15.95,0,567,5.55,"Monday",8,"July","2019"
"776","July 8, 2019",2019-07-08,"Walk",134,1.01,575,9.46,0.43,6.34,138,0,827,9.58,"Monday",8,"July","2019"
