"","Date.Sub","Date","Activity","Cal.Burned","Distance","Duration","Avg.Pace","Max.Pace","Avg.Spd","Max.Spd","Avg.HR","Steps","Minutes","day","dayofmonth","month","year"
"192","April 19, 2022",2022-04-19,"Run",650,5.02,2863,9.5,8.6,6.32,6.98,152,7656,47.72,"Tuesday",19,"April","2022"
"193","April 18, 2022",2022-04-18,"Run",407,3.1,1766,9.48,8.6,6.33,6.97,153,4696,29.43,"Monday",18,"April","2022"
"194","April 19, 2022",2022-04-17,"Run",414,3.1,1800,9.68,0,6.2,0,NA,4781,30,"Sunday",17,"April","2022"
"195","April 15, 2022",2022-04-15,"Run",405,3.1,1694,9.11,0,6.59,0,NA,4527,28.23,"Friday",15,"April","2022"
"196","April 15, 2022",2022-04-15,"Run",312,2.34,1384,9.86,7.92,6.08,7.57,151,3557,23.07,"Friday",15,"April","2022"
"197","April 10, 2022",2022-04-10,"Run",416,3.1,1820,9.78,0,6.13,0,NA,4829,30.33,"Sunday",10,"April","2022"
"198","April 9, 2022",2022-04-09,"Run",1070,7.53,4924,10.91,8.82,5.5,6.81,156,13023,82.07,"Saturday",9,"April","2022"
"199","April 3, 2022",2022-04-03,"Run",30,0.25,145,9.57,8.95,6.27,6.71,144,372,2.42,"Sunday",3,"April","2022"
"200","April 3, 2022",2022-04-03,"Run",881,6.2,3852,10.35,8.11,5.8,7.39,161,10290,64.2,"Sunday",3,"April","2022"
"201","March 31, 2022",2022-03-31,"Run",411,3.1,1761,9.47,0,6.34,0,NA,4688,29.35,"Thursday",31,"March","2022"
"202","March 31, 2022",2022-03-27,"Run",93,0.66,394,9.9,9.02,6.06,6.65,148,999,6.57,"Sunday",27,"March","2022"
"203","March 31, 2022",2022-03-27,"Run",402,3.1,1811,9.72,7.5,6.17,8,155,4714,30.18,"Sunday",27,"March","2022"
"204","March 25, 2022",2022-03-25,"Run",406,3.1,1704,9.16,0,6.55,0,NA,4551,28.4,"Friday",25,"March","2022"
"205","March 25, 2022",2022-03-23,"Run",415,3.1,1803,9.69,0,6.19,0,NA,4788,30.05,"Wednesday",23,"March","2022"
"206","March 20, 2022",2022-03-20,"Run",837,6.2,3694,9.93,0,6.04,0,NA,9787,61.57,"Sunday",20,"March","2022"
"207","March 19, 2022",2022-03-19,"Run",830,6.2,3613,9.71,0,6.18,0,NA,9593,60.22,"Saturday",19,"March","2022"
"208","March 14, 2022",2022-03-13,"Run",418,3.1,1847,9.93,0,6.04,0,NA,4893,30.78,"Sunday",13,"March","2022"
"209","March 11, 2022",2022-03-11,"Run",817,6.2,3834,10.3,0.96,5.83,62.45,155,10219,63.9,"Friday",11,"March","2022"
"210","March 11, 2022",2022-03-10,"Run",410,3.1,1750,9.41,0,6.38,0,NA,4661,29.17,"Thursday",10,"March","2022"
"211","March 8, 2022",2022-03-09,"Run",411,3.1,1757,9.45,0,6.35,0,NA,4678,29.28,"Wednesday",9,"March","2022"
"212","March 6, 2022",2022-03-06,"Run",1854,13.1,9189,11.69,0.68,5.13,88.3,156,22087,153.15,"Sunday",6,"March","2022"
"213","March 5, 2022",2022-03-05,"Run",422,3.1,1886,10.14,0,5.92,0,NA,4987,31.43,"Saturday",5,"March","2022"
"214","March 5, 2022",2022-03-05,"Run",301,3.1,3688,19.83,0,3.03,0,NA,9296,61.47,"Saturday",5,"March","2022"
"215","Feb. 28, 2022",2022-03-01,"Run",1464,10.51,6776,10.75,0,5.58,0,NA,18259,112.93,"Tuesday",1,"March","2022"
"216","Feb. 27, 2022",2022-02-27,"Run",824,6.2,3548,9.54,0,6.29,0,NA,9437,59.13,"Sunday",27,"February","2022"
"217","Feb. 27, 2022",2022-02-27,"Run",791,5.75,3600,10.43,0,5.75,0,NA,9493,60,"Sunday",27,"February","2022"
"218","Feb. 22, 2022",2022-02-23,"Run",404,3.1,1600,8.6,0,6.97,0,NA,4303,26.67,"Wednesday",23,"February","2022"
"219","Feb. 21, 2022",2022-02-21,"Walk",487,4.07,4837,19.77,0.38,3.03,156.76,100,5841,80.62,"Monday",21,"February","2022"
"220","Feb. 21, 2022",2022-02-21,"Run",475,3.61,2071,9.57,0.94,6.27,63.82,161,5569,34.52,"Monday",21,"February","2022"
"221","Feb. 19, 2022",2022-02-17,"Run",403,3.1,1620,8.71,0,6.89,0,NA,4350,27,"Thursday",17,"February","2022"
"222","Feb. 19, 2022",2022-02-16,"Run",265,2,1132,9.43,0,6.36,0,NA,3014,18.87,"Wednesday",16,"February","2022"
"223","Feb. 13, 2022",2022-02-13,"Run",403,3.1,1611,8.66,0,6.93,0,NA,4329,26.85,"Sunday",13,"February","2022"
"224","Feb. 12, 2022",2022-02-12,"Run",411,3.1,1767,9.5,0,6.32,0,NA,4702,29.45,"Saturday",12,"February","2022"
"225","Feb. 12, 2022",2022-02-11,"Run",403,3.1,1641,8.82,0,6.8,0,NA,4401,27.35,"Friday",11,"February","2022"
"226","Feb. 12, 2022",2022-02-10,"Run",397,3.1,1521,8.18,0,7.34,0,NA,4114,25.35,"Thursday",10,"February","2022"
"227","Feb. 2, 2022",2022-02-02,"Run",399,3.1,1722,9.24,1.55,6.49,38.76,151,4592,28.7,"Wednesday",2,"February","2022"
"228","Feb. 1, 2022",2022-02-01,"Run",400,3.11,1718,9.21,0.41,6.51,146.01,150,4610,28.63,"Tuesday",1,"February","2022"
"229","Jan. 31, 2022",2022-01-31,"Run",54,0.44,219,8.26,4.37,7.27,13.74,156,576,3.65,"Monday",31,"January","2022"
"230","Jan. 31, 2022",2022-01-31,"Run",287,2.23,1172,8.74,4.01,6.87,14.97,156,3126,19.53,"Monday",31,"January","2022"
"231","Jan. 30, 2022",2022-01-30,"Run",416,3.2,1707,8.89,0,6.75,0,NA,4574,28.45,"Sunday",30,"January","2022"
"232","Jan. 29, 2022",2022-01-29,"Run",455,3.29,2359,11.95,0,5.02,0,NA,6147,39.32,"Saturday",29,"January","2022"
"233","Jan. 26, 2022",2022-01-26,"Run",404,3.11,1727,9.26,0.45,6.48,134.38,160,4630,28.78,"Wednesday",26,"January","2022"
"234","Jan. 25, 2022",2022-01-26,"Run",403,3.1,1610,8.66,0,6.93,0,NA,4326,26.83,"Wednesday",26,"January","2022"
"235","Jan. 23, 2022",2022-01-23,"Run",404,3.1,1599,8.6,0,6.98,0,NA,4300,26.65,"Sunday",23,"January","2022"
"236","Jan. 22, 2022",2022-01-22,"Run",403,3.1,1647,8.85,0,6.78,0,NA,4415,27.45,"Saturday",22,"January","2022"
"237","Jan. 22, 2022",2022-01-20,"Run",345,2.5,1578,10.52,0,5.7,0,NA,5532,26.3,"Thursday",20,"January","2022"
"238","Jan. 18, 2022",2022-01-18,"Walk",244,1.71,2547,24.77,0.89,2.42,67.29,94,3313,42.45,"Tuesday",18,"January","2022"
"239","Jan. 18, 2022",2022-01-18,"Run",292,2.24,1331,9.9,0.43,6.06,139.64,146,3526,22.18,"Tuesday",18,"January","2022"
"240","Jan. 17, 2022",2022-01-17,"Run",839,6.2,3720,10,0,6,0,NA,9849,62,"Monday",17,"January","2022"
"241","Jan. 15, 2022",2022-01-15,"Run",403,3.1,1672,8.99,0,6.67,0,NA,4475,27.87,"Saturday",15,"January","2022"
"242","Jan. 13, 2022",2022-01-13,"Run",401,3.1,1775,9.53,0.44,6.29,136.22,150,4736,29.58,"Thursday",13,"January","2022"
"243","Jan. 12, 2022",2022-01-12,"Run",408,3.1,1821,9.77,1,6.14,60.15,154,4852,30.35,"Wednesday",12,"January","2022"
"244","Jan. 11, 2022",2022-01-11,"Run",827,6.2,3703,9.95,0.97,6.03,61.62,156,9778,61.72,"Tuesday",11,"January","2022"
"245","Jan. 10, 2022",2022-01-10,"Run",403,3.1,1647,8.85,31.95,6.78,1.88,158,4217,27.45,"Monday",10,"January","2022"
"246","Jan. 9, 2022",2022-01-09,"Walk",394,2.69,3130,19.4,0.87,3.09,68.75,106,5453,52.17,"Sunday",9,"January","2022"
"247","Jan. 9, 2022",2022-01-09,"Run",344,2.67,1485,9.26,4.44,6.48,13.52,157,3932,24.75,"Sunday",9,"January","2022"
"248","Jan. 9, 2022",2022-01-08,"Run",406,3.1,1704,9.16,0,6.55,0,NA,4551,28.4,"Saturday",8,"January","2022"
"249","Jan. 3, 2022",2022-01-03,"Run",404,3.1,1599,8.6,0,6.98,0,NA,4300,26.65,"Monday",3,"January","2022"
"250","Jan. 1, 2022",2022-01-01,"Run",402,3.1,1575,8.47,0,7.09,0,NA,4243,26.25,"Saturday",1,"January","2022"
"251","Dec. 31, 2021",2021-12-31,"Run",397,3.1,1521,8.18,0,7.34,0,NA,4114,25.35,"Friday",31,"December","2021"
"252","Dec. 29, 2021",2021-12-29,"Run",405,3.1,1692,9.1,0,6.6,0,NA,4523,28.2,"Wednesday",29,"December","2021"
"253","Dec. 29, 2021",2021-12-28,"Run",411,3.1,1760,9.46,0,6.34,0,NA,4685,29.33,"Tuesday",28,"December","2021"
"254","Dec. 29, 2021",2021-12-27,"Run",404,3.1,1686,9.06,0,6.62,0,NA,4508,28.1,"Monday",27,"December","2021"
"255","Dec. 23, 2021",2021-12-23,"Run",816,6.2,3744,10.06,0.45,5.97,134.02,151,9888,62.4,"Thursday",23,"December","2021"
"256","Dec. 22, 2021",2021-12-22,"Run",720,6.2,3633,9.76,0.8,6.15,74.94,149,9628,60.55,"Wednesday",22,"December","2021"
"257","Dec. 21, 2021",2021-12-20,"Run",448,3.23,2058,10.62,0,5.65,0,NA,5418,34.3,"Monday",20,"December","2021"
"258","Dec. 18, 2021",2021-12-18,"Run",821,6.18,3397,9.15,1.4,6.55,42.74,163,9059,56.62,"Saturday",18,"December","2021"
"259","Dec. 16, 2021",2021-12-16,"Run",401,3.1,1717,9.21,6.81,6.52,8.81,149,4535,28.62,"Thursday",16,"December","2021"
"260","Dec. 15, 2021",2021-12-15,"Run",403,3.1,1642,8.83,0,6.8,0,NA,4403,27.37,"Wednesday",15,"December","2021"
"261","Dec. 15, 2021",2021-12-14,"Run",405,3.1,1690,9.09,0,6.6,0,NA,4518,28.17,"Tuesday",14,"December","2021"
"262","Dec. 13, 2021",2021-12-13,"Run",410,3.07,1774,9.62,0.43,6.24,140.87,0,4702,29.57,"Monday",13,"December","2021"
"263","Dec. 10, 2021",2021-12-10,"Run",870,6.2,3890,10.45,0.48,5.74,125.07,148,10214,64.83,"Friday",10,"December","2021"
"264","Dec. 9, 2021",2021-12-09,"Run",399,3.11,1743,9.35,1.34,6.42,44.72,156,4610,29.05,"Thursday",9,"December","2021"
"265","Dec. 5, 2021",2021-12-05,"Run",1876,13.13,9540,12.11,1.35,4.96,44.43,148,22488,159,"Sunday",5,"December","2021"
"266","Dec. 4, 2021",2021-12-04,"Run",829,6.2,3600,9.68,0,6.2,0,NA,9562,60,"Saturday",4,"December","2021"
"267","Dec. 3, 2021",2021-12-03,"Run",852,6.21,3784,10.15,0.46,5.91,129.94,157,9940,63.07,"Friday",3,"December","2021"
"268","Dec. 2, 2021",2021-12-02,"Run",460,3.58,2187,10.18,1.05,5.89,57.3,150,5802,36.45,"Thursday",2,"December","2021"
"269","Dec. 1, 2021",2021-12-01,"Run",866,6.21,3840,10.3,1.07,5.83,55.98,159,10188,64,"Wednesday",1,"December","2021"
"270","Dec. 2, 2021",2021-11-30,"Run",420,3.1,2292,12.32,0,4.87,0,NA,5958,38.2,"Tuesday",30,"November","2021"
"271","Nov. 28, 2021",2021-11-28,"Run",386,2.79,1799,10.73,1.31,5.59,45.65,159,4505,29.98,"Sunday",28,"November","2021"
"272","Nov. 23, 2021",2021-11-23,"Run",674,5,2966,9.89,0,6.07,0,NA,7861,49.43,"Tuesday",23,"November","2021"
"273","Nov. 22, 2021",2021-11-22,"Run",400,3.11,1783,9.55,4.62,6.28,12.98,150,4789,29.72,"Monday",22,"November","2021"
"274","Nov. 20, 2021",2021-11-20,"Run",410,3.1,1748,9.4,0,6.38,0,NA,4656,29.13,"Saturday",20,"November","2021"
"275","Nov. 17, 2021",2021-11-17,"Run",408,3.1,1723,9.26,0,6.48,0,NA,4597,28.72,"Wednesday",17,"November","2021"
"276","Nov. 17, 2021",2021-11-16,"Run",416,3.1,1818,9.77,0,6.14,0,NA,4824,30.3,"Tuesday",16,"November","2021"
"277","Nov. 15, 2021",2021-11-15,"Run",421,3.18,1800,9.43,0,6.36,0,NA,4793,30,"Monday",15,"November","2021"
"278","Nov. 14, 2021",2021-11-14,"Run",837,6.3,3600,9.52,0,6.3,0,NA,9577,60,"Sunday",14,"November","2021"
"279","Nov. 13, 2021",2021-11-13,"Run",834,6.26,3600,9.58,0,6.26,0,NA,9571,60,"Saturday",13,"November","2021"
"280","Nov. 12, 2021",2021-11-12,"Run",421,3.1,1872,10.06,0,5.96,0,NA,4953,31.2,"Friday",12,"November","2021"
"281","Nov. 11, 2021",2021-11-11,"Run",651,5,2582,8.61,0,6.97,0,NA,6943,43.03,"Thursday",11,"November","2021"
"282","Nov. 11, 2021",2021-11-10,"Run",406,3.1,1703,9.16,0,6.55,0,NA,4549,28.38,"Wednesday",10,"November","2021"
"283","Nov. 10, 2021",2021-11-10,"Run",403,3.14,1806,9.59,0.44,6.26,137.62,156,4804,30.1,"Wednesday",10,"November","2021"
"284","Nov. 4, 2021",2021-11-04,"Run",403,3.1,1674,9,0,6.67,0,NA,4479,27.9,"Thursday",4,"November","2021"
"285","Oct. 30, 2021",2021-10-30,"Run",404,3.1,1683,9.05,0,6.63,0,NA,4501,28.05,"Saturday",30,"October","2021"
"286","Oct. 23, 2021",2021-10-23,"Run",412,3.1,1777,9.55,0,6.28,0,NA,4726,29.62,"Saturday",23,"October","2021"
"287","Oct. 16, 2021",2021-10-16,"Run",1351,10,5964,9.94,0.46,6.04,130.88,154,16017,99.4,"Saturday",16,"October","2021"
"288","Oct. 17, 2021",2021-10-15,"Run",402,3.1,1577,8.48,0,7.08,0,NA,4247,26.28,"Friday",15,"October","2021"
"289","Oct. 14, 2021",2021-10-14,"Run",457,3.57,2081,9.73,2.66,6.17,22.58,143,5598,34.68,"Thursday",14,"October","2021"
"290","Oct. 13, 2021",2021-10-13,"Run",456,3.56,2072,9.7,0.44,6.19,136.93,146,5526,34.53,"Wednesday",13,"October","2021"
"291","Oct. 12, 2021",2021-10-12,"Run",363,2.5,1450,9.66,7.72,6.21,7.77,154,3876,24.17,"Tuesday",12,"October","2021"
"292","Oct. 11, 2021",2021-10-11,"Run",396,3.1,1516,8.15,0,7.36,0,NA,4102,25.27,"Monday",11,"October","2021"
"293","Oct. 9, 2021",2021-10-09,"Run",437,3.09,1572,8.49,2.37,7.07,25.36,165,4217,26.2,"Saturday",9,"October","2021"
"294","Oct. 6, 2021",2021-10-06,"Run",403,3.1,1800,9.66,5.58,6.21,10.75,148,4796,30,"Wednesday",6,"October","2021"
"295","Oct. 5, 2021",2021-10-05,"Run",400,3.1,1557,8.37,0,7.17,0,NA,4200,25.95,"Tuesday",5,"October","2021"
"296","Oct. 3, 2021",2021-10-03,"Run",402,3.1,1581,8.5,0,7.06,0,NA,4257,26.35,"Sunday",3,"October","2021"
"297","Oct. 3, 2021",2021-10-02,"Run",403,3.1,1630,8.76,0,6.85,0,NA,4374,27.17,"Saturday",2,"October","2021"
"298","Sept. 28, 2021",2021-09-28,"Run",603,4.4,2573,9.74,0.9,6.16,67,153,6816,42.88,"Tuesday",28,"September","2021"
"299","Sept. 27, 2021",2021-09-27,"Run",457,3.57,2012,9.4,0.96,6.38,62.79,150,5405,33.53,"Monday",27,"September","2021"
"300","Sept. 26, 2021",2021-09-26,"Run",520,4,2135,8.9,0,6.74,0,NA,5720,35.58,"Sunday",26,"September","2021"
"301","Sept. 25, 2021",2021-09-25,"Run",521,4,2164,9.02,0,6.65,0,NA,5790,36.07,"Saturday",25,"September","2021"
"302","Sept. 24, 2021",2021-09-24,"Run",494,3.56,2015,9.44,4.25,6.36,14.13,161,5340,33.58,"Friday",24,"September","2021"
"303","Sept. 23, 2021",2021-09-23,"Run",469,3.56,2143,10.04,2.4,5.98,24.99,146,5720,35.72,"Thursday",23,"September","2021"
"304","Sept. 17, 2021",2021-09-17,"Run",415,3.1,1809,9.73,0,6.17,0,NA,4802,30.15,"Friday",17,"September","2021"
"305","Sept. 16, 2021",2021-09-17,"Run",407,3.1,1719,9.24,0,6.49,0,NA,4587,28.65,"Friday",17,"September","2021"
"306","Sept. 13, 2021",2021-09-13,"Run",449,3.5,2021,9.61,0.43,6.24,138.57,148,5376,33.68,"Monday",13,"September","2021"
"307","Sept. 13, 2021",2021-12-20,"Run",420,3.1,1864,10.02,0,5.99,0,NA,4934,31.07,"Monday",20,"December","2021"
"308","Sept. 13, 2021",2021-11-20,"Run",419,3.1,1854,9.97,0,6.02,0,NA,4910,30.9,"Saturday",20,"November","2021"
"309","Sept. 9, 2021",2021-09-20,"Walk",91,0.6,797,21.95,13.98,2.73,4.29,111,1219,13.28,"Monday",20,"September","2021"
"310","Sept. 9, 2021",2021-09-20,"Run",925,6.24,3855,10.29,1.04,5.83,57.56,148,10228,64.25,"Monday",20,"September","2021"
"311","Sept. 6, 2021",2021-06-20,"Walk",355,2.33,3387,24.16,0.8,2.48,75.43,105,4560,56.45,"Sunday",20,"June","2021"
"312","Sept. 6, 2021",2021-06-20,"Run",320,2.47,1461,9.87,0.93,6.08,64.24,146,3878,24.35,"Sunday",20,"June","2021"
"313","Sept. 5, 2021",2021-04-20,"Walk",309,2.62,2210,14.06,0.88,4.27,68.33,81,5348,36.83,"Tuesday",20,"April","2021"
"314","Sept. 4, 2021",2021-04-20,"Run",344,2.48,1458,9.81,0.99,6.12,60.68,150,3865,24.3,"Tuesday",20,"April","2021"
"315","Sept. 3, 2021",2021-03-20,"Run",550,4,2367,9.86,2.88,6.09,20.8,155,6331,39.45,"Saturday",20,"March","2021"
"316","Sept. 1, 2021",2021-01-20,"Run",412,3.1,1818,9.76,0.42,6.15,141.83,157,4864,30.3,"Wednesday",20,"January","2021"
"317","Aug. 31, 2021",2021-08-31,"Run",453,3.56,2043,9.56,5.08,6.27,11.8,150,5471,34.05,"Tuesday",31,"August","2021"
"318","Aug. 29, 2021",2021-08-29,"Run",416,3.11,1787,9.59,0.86,6.26,69.83,156,4710,29.78,"Sunday",29,"August","2021"
"319","Aug. 28, 2021",2021-08-28,"Run",420,3.1,1815,9.74,1.21,6.16,49.53,157,4786,30.25,"Saturday",28,"August","2021"
"320","Aug. 26, 2021",2021-08-26,"Run",1055,7.5,4672,10.38,0.49,5.78,122.68,152,12445,77.87,"Thursday",26,"August","2021"
"321","Aug. 25, 2021",2021-08-25,"Run",399,3.1,1748,9.38,0.11,6.39,528.65,150,4658,29.13,"Wednesday",25,"August","2021"
"322","Aug. 24, 2021",2021-08-24,"Run",410,3.1,1761,9.46,7.96,6.35,7.54,157,4707,29.35,"Tuesday",24,"August","2021"
"323","Aug. 22, 2021",2021-08-22,"Walk",357,2.42,2756,18.98,0.87,3.16,69.19,133,4938,45.93,"Sunday",22,"August","2021"
"324","Aug. 22, 2021",2021-08-22,"Run",570,3.92,2400,10.21,1.04,5.88,57.48,157,6333,40,"Sunday",22,"August","2021"
"325","Aug. 21, 2021",2021-08-21,"Walk",224,1.63,1825,18.7,1.76,3.21,34.12,132,3306,30.42,"Saturday",21,"August","2021"
"326","Aug. 21, 2021",2021-08-21,"Run",31,0.25,149,9.98,1.1,6.01,54.76,163,375,2.48,"Saturday",21,"August","2021"
"327","Aug. 21, 2021",2021-08-21,"Walk",41,0.29,392,22.87,2.65,2.62,22.67,139,654,6.53,"Saturday",21,"August","2021"
"328","Aug. 21, 2021",2021-08-21,"Run",348,2.44,1467,10.03,1.02,5.98,59.01,162,3876,24.45,"Saturday",21,"August","2021"
"329","Aug. 20, 2021",2021-08-20,"Run",882,6.4,4016,10.46,0.03,5.74,1806.62,148,10673,66.93,"Friday",20,"August","2021"
"330","Aug. 18, 2021",2021-08-18,"Run",427,3.27,1870,9.53,1.18,6.3,50.95,159,4958,31.17,"Wednesday",18,"August","2021"
"331","Aug. 17, 2021",2021-08-17,"Run",409,3.1,1868,10.03,1.14,5.98,52.66,144,4909,31.13,"Tuesday",17,"August","2021"
"332","Aug. 16, 2021",2021-08-16,"Walk",301,2.9,2607,14.98,0.85,4,70.49,103,1053,43.45,"Monday",16,"August","2021"
"333","Aug. 16, 2021",2021-08-16,"Run",419,3.1,1913,10.27,2.59,5.84,23.12,148,5065,31.88,"Monday",16,"August","2021"
"334","Aug. 15, 2021",2021-08-15,"Walk",152,1.04,2851,45.78,3,1.31,19.97,106,772,47.52,"Sunday",15,"August","2021"
"335","Aug. 15, 2021",2021-08-15,"Run",405,3.1,1849,9.92,4.95,6.05,12.13,151,4939,30.82,"Sunday",15,"August","2021"
"336","Aug. 14, 2021",2021-08-14,"Indoor Run / Jog",351,1.78,2208,20,15.3,3,3.92,126,3755,36.8,"Saturday",14,"August","2021"
"337","Aug. 14, 2021",2021-08-14,"Run",388,3.1,1847,9.93,1.17,6.04,51.1,161,4934,30.78,"Saturday",14,"August","2021"
"338","Aug. 12, 2021",2021-08-12,"Run",453,3.1,1880,10.1,1.06,5.94,56.81,156,5011,31.33,"Thursday",12,"August","2021"
"339","Aug. 11, 2021",2021-08-11,"Run",424,3.1,1837,9.87,5.51,6.08,10.88,159,4849,30.62,"Wednesday",11,"August","2021"
"340","Aug. 9, 2021",2021-08-09,"Walk",449,4.37,4194,16,4.5,3.75,13.35,112,561,69.9,"Monday",9,"August","2021"
"341","Aug. 9, 2021",2021-08-09,"Run",422,3.11,1893,10.16,0.78,5.91,77.15,145,5032,31.55,"Monday",9,"August","2021"
"342","Aug. 8, 2021",2021-08-08,"Walk",143,1.01,1214,19.94,2.11,3.01,28.46,121,2116,20.23,"Sunday",8,"August","2021"
"343","Aug. 8, 2021",2021-08-08,"Run",476,3.1,1852,9.94,1.02,6.04,58.71,151,4884,30.87,"Sunday",8,"August","2021"
"344","Aug. 7, 2021",2021-08-07,"Walk",266,1.8,2077,19.27,0.24,3.11,253.57,120,3700,34.62,"Saturday",7,"August","2021"
"345","Aug. 7, 2021",2021-08-07,"Run",419,3.1,1900,10.21,1,5.87,59.86,155,5043,31.67,"Saturday",7,"August","2021"
"346","Aug. 5, 2021",2021-08-05,"Walk",125,0.83,1053,21.2,0.77,2.83,77.71,118,1709,17.55,"Thursday",5,"August","2021"
"347","Aug. 5, 2021",2021-08-05,"Run",477,3.5,2153,10.25,1.12,5.85,53.37,152,5761,35.88,"Thursday",5,"August","2021"
"348","Aug. 4, 2021",2021-08-04,"Run",418,3.12,1888,10.09,0.5,5.94,119.61,155,5010,31.47,"Wednesday",4,"August","2021"
"349","Aug. 3, 2021",2021-08-03,"Walk",284,1.99,2338,19.38,2.55,3.1,23.57,109,3767,38.97,"Tuesday",3,"August","2021"
"350","Aug. 3, 2021",2021-08-03,"Run",368,2.83,1758,10.36,1.39,5.79,43.29,146,4596,29.3,"Tuesday",3,"August","2021"
"351","Aug. 2, 2021",2021-08-02,"Walk",112,0.73,1182,26.97,12.48,2.22,4.81,114,1529,19.7,"Monday",2,"August","2021"
"352","Aug. 2, 2021",2021-08-02,"Run",282,2.02,1243,10.24,3.53,5.86,17.01,158,3299,20.72,"Monday",2,"August","2021"
"353","Aug. 2, 2021",2021-08-01,"Walk",280,2.07,2242,18.05,1.76,3.32,34.05,131,4051,37.37,"Sunday",1,"August","2021"
"354","Aug. 1, 2021",2021-08-01,"Run",254,2.01,1187,9.84,1.21,6.1,49.64,160,3126,19.78,"Sunday",1,"August","2021"
"355","July 29, 2021",2021-07-29,"Run",512,3.62,2310,10.64,8.11,5.64,7.39,162,6041,38.5,"Thursday",29,"July","2021"
"356","July 17, 2021",2021-07-17,"Run",414,3.1,1798,9.67,0,6.21,0,NA,4776,29.97,"Saturday",17,"July","2021"
"357","July 11, 2021",2021-07-11,"Walk",275,1.97,2061,17.41,0.93,3.45,64.6,109,3809,34.35,"Sunday",11,"July","2021"
"358","July 11, 2021",2021-07-11,"Run",540,4.01,2587,10.74,1.15,5.59,52.11,142,6834,43.12,"Sunday",11,"July","2021"
"359","July 8, 2021",2021-07-08,"Run",406,3.1,1850,9.93,1.08,6.04,55.72,158,4894,30.83,"Thursday",8,"July","2021"
"360","July 6, 2021",2021-07-06,"Run",402,3.11,1895,10.15,0.49,5.91,121.67,155,5029,31.58,"Tuesday",6,"July","2021"
"361","July 3, 2021",2021-07-03,"Run",337,2.6,1555,9.97,1.15,6.02,52.27,161,4128,25.92,"Saturday",3,"July","2021"
"362","July 1, 2021",2021-07-01,"Run",427,3.11,1945,10.42,0.15,5.76,395.8,159,5139,32.42,"Thursday",1,"July","2021"
"363","June 29, 2021",2021-06-29,"Run",407,3.11,1866,10,1.11,6,54.25,156,4916,31.1,"Tuesday",29,"June","2021"
"364","June 25, 2021",2021-06-25,"Indoor Run / Jog",403,3.1,1669,8.97,0,6.69,0,NA,6859,27.82,"Friday",25,"June","2021"
"365","June 21, 2021",2021-06-21,"Run",334,2.43,1796,12.32,0.96,4.87,62.64,139,4016,29.93,"Monday",21,"June","2021"
"366","June 15, 2021",2021-06-15,"Run",518,4.3,2531,9.81,0.86,6.12,69.64,162,6368,42.18,"Tuesday",15,"June","2021"
"367","June 14, 2021",2021-06-14,"Run",393,3.1,1815,9.74,1.11,6.16,54.12,154,4781,30.25,"Monday",14,"June","2021"
"368","June 12, 2021",2021-06-12,"Run",491,3.17,3545,18.61,0.9,3.22,66.46,125,6108,59.08,"Saturday",12,"June","2021"
"369","June 12, 2021",2021-06-11,"Run",251,1.93,999,8.63,1.16,6.95,51.7,80,3224,16.65,"Friday",11,"June","2021"
"370","June 10, 2021",2021-06-10,"Run",485,3.32,3165,15.9,1,3.77,59.71,135,5680,52.75,"Thursday",10,"June","2021"
"371","June 6, 2021",2021-06-06,"Run",592,4.49,4611,17.11,0.95,3.51,63.22,118,8019,76.85,"Sunday",6,"June","2021"
"372","June 5, 2021",2021-06-05,"Run",541,3.97,4023,16.88,0.95,3.55,63.1,119,6954,67.05,"Saturday",5,"June","2021"
"373","June 4, 2021",2021-06-04,"Run",285,2.24,1267,9.42,4.37,6.37,13.73,153,3388,21.12,"Friday",4,"June","2021"
"374","June 2, 2021",2021-06-02,"Run",423,3.1,1897,10.2,0.13,5.88,457.4,0,5012,31.62,"Wednesday",2,"June","2021"
"375","May 31, 2021",2021-05-31,"Run",411,3.13,2433,12.95,0.41,4.63,146.44,133,5499,40.55,"Monday",31,"May","2021"
"376","May 27, 2021",2021-05-27,"Run",261,1.99,1025,8.6,0.92,6.98,65.17,169,2713,17.08,"Thursday",27,"May","2021"
"377","June 2, 2021",2021-05-26,"Run",474,4.85,5638,19.38,1.03,3.1,58.12,0,4317,93.97,"Wednesday",26,"May","2021"
"378","May 6, 2021",2021-05-06,"Run",416,3.1,1821,9.79,0,6.13,0,NA,4831,30.35,"Thursday",6,"May","2021"
"379","May 2, 2021",2021-05-02,"Run",634,4.06,3623,14.85,0.98,4.04,61.04,148,7027,60.38,"Sunday",2,"May","2021"
"380","April 26, 2021",2021-04-26,"Run",674,5,3002,10.01,1.35,6,44.36,156,8118,50.03,"Monday",26,"April","2021"
"381","April 24, 2021",2021-04-24,"Run",1471,10,6605,11,0.96,5.45,62.33,152,17517,110.08,"Saturday",24,"April","2021"
"382","April 21, 2021",2021-04-21,"Run",1928,13.48,10191,12.6,0.48,4.76,126.23,144,22719,169.85,"Wednesday",21,"April","2021"
"383","April 19, 2021",2021-04-19,"Run",1264,8.55,5659,11.03,2.9,5.44,20.72,159,14495,94.32,"Monday",19,"April","2021"
"384","April 18, 2021",2021-04-18,"Run",404,3.1,1605,8.63,0,6.95,0,NA,4314,26.75,"Sunday",18,"April","2021"
