Start Time (UTC),End Time (UTC),Phone Model,App Version,OS,OS Version,Session Subtype,Positivity,Energy,Number of Utterances,Descriptors,Overall Positivity/Energy Bin,Positivity/Energy Bin Distribution,Amount of Speech (ms),Utterance Start Times
2021-09-23T14:59:22.0Z,2021-09-23T15:00:48.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,53,49,6,"[focused, confident, satisfied]",Neutral,"[Happy - 0, Calm - 0, Neutral - 6, Sad - 0, Angry - 0]",86000.0,"[2021-09-23T14:59:25.0Z, 2021-09-23T14:59:30.0Z, 2021-09-23T14:59:50.0Z, 2021-09-23T15:00:05.0Z, 2021-09-23T15:00:15.0Z, 2021-09-23T15:00:22.0Z]"
2021-09-23T14:49:24.0Z,2021-09-23T14:50:44.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,51,45,6,"[focused, calm, interested]",Neutral,"[Happy - 0, Calm - 0, Neutral - 5, Sad - 1, Angry - 0]",80000.0,"[2021-09-23T14:49:55.0Z, 2021-09-23T14:50:03.0Z, 2021-09-23T14:50:10.0Z, 2021-09-23T14:50:21.0Z, 2021-09-23T14:50:41.0Z, 2021-09-23T14:50:46.0Z]"
2021-09-23T14:29:29.0Z,2021-09-23T14:30:52.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,52,49,2,"[focused, calm, interested]",Neutral,"[Happy - 0, Calm - 0, Neutral - 2, Sad - 0, Angry - 0]",83000.0,"[2021-09-23T14:30:12.0Z, 2021-09-23T14:30:17.0Z]"
2021-09-23T12:10:04.0Z,2021-09-23T12:11:19.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,51,45,2,"[focused, calm, interested]",Neutral,"[Happy - 0, Calm - 0, Neutral - 2, Sad - 0, Angry - 0]",75000.0,"[2021-09-23T12:10:53.0Z, 2021-09-23T12:11:30.0Z]"
2021-09-23T11:57:46.0Z,2021-09-23T11:59:03.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,58,42,7,"[bored, calm, curious]",Neutral,"[Happy - 0, Calm - 1, Neutral - 4, Sad - 2, Angry - 0]",77000.0,"[2021-09-23T11:58:50.0Z, 2021-09-23T11:57:47.0Z, 2021-09-23T11:57:50.0Z, 2021-09-23T11:57:53.0Z, 2021-09-23T11:58:05.0Z, 2021-09-23T11:58:11.0Z, 2021-09-23T11:58:40.0Z]"
2021-09-23T02:59:21.0Z,2021-09-23T03:00:34.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,52,43,6,"[appreciative, calm, curious]",Neutral,"[Happy - 0, Calm - 0, Neutral - 5, Sad - 1, Angry - 0]",73000.0,"[2021-09-23T03:00:45.0Z, 2021-09-23T02:59:34.0Z, 2021-09-23T02:59:46.0Z, 2021-09-23T03:00:03.0Z, 2021-09-23T03:00:22.0Z, 2021-09-23T03:00:25.0Z]"
2021-09-23T01:59:36.0Z,2021-09-23T02:00:55.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,56,49,1,"[focused, confident, overbearing]",Neutral,"[Happy - 0, Calm - 0, Neutral - 1, Sad - 0, Angry - 0]",79000.0,[2021-09-23T01:59:42.0Z]
2021-09-23T01:29:55.0Z,2021-09-23T01:30:28.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,52,44,2,"[focused, calm, interested]",Neutral,"[Happy - 0, Calm - 0, Neutral - 2, Sad - 0, Angry - 0]",33000.0,"[2021-09-23T01:30:00.0Z, 2021-09-23T01:30:04.0Z]"
2021-09-23T01:09:51.0Z,2021-09-23T01:11:07.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,53,47,1,"[focused, calm, relaxed]",Neutral,"[Happy - 0, Calm - 0, Neutral - 1, Sad - 0, Angry - 0]",76000.0,[2021-09-23T01:09:59.0Z]
2021-09-23T00:59:48.0Z,2021-09-23T01:00:50.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,53,53,1,"[confident, overbearing, stern]",Neutral,"[Happy - 0, Calm - 0, Neutral - 1, Sad - 0, Angry - 0]",62000.0,[2021-09-23T01:00:20.0Z]
2021-09-23T00:22:34.0Z,2021-09-23T00:23:32.0Z,iPhone 11,1.0.86939,ios,15.0,Live,51,48,3,"[focused, confident, confused]",Neutral,"[Happy - 0, Calm - 0, Neutral - 3, Sad - 0, Angry - 0]",58000.0,"[2021-09-23T00:22:36.0Z, 2021-09-23T00:22:48.0Z, 2021-09-23T00:23:16.0Z]"
2021-09-23T00:10:00.0Z,2021-09-23T00:11:21.0Z,iPhone 11,1.0.86939,ios,15.0,Auto,51,45,9,"[focused, calm, interested]",Neutral,"[Happy - 0, Calm - 0, Neutral - 9, Sad - 0, Angry - 0]",81000.0,"[2021-09-23T00:10:27.0Z, 2021-09-23T00:10:29.0Z, 2021-09-23T00:10:31.0Z, 2021-09-23T00:11:07.0Z, 2021-09-23T00:11:18.0Z, 2021-09-23T00:11:22.0Z, 2021-09-23T00:10:00.0Z, 2021-09-23T00:10:05.0Z, 2021-09-23T00:10:08.0Z]"
