Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Avg Speed (mi/h),Avg Heart Rate,Steps,target,minutes,Times,Distances
2020-06-20,2020-06-20,Run,517,5.01727,2964,9.84221,6.09619,129,7906,479,49.4,30-50,3.09-6.19
2020-06-19,2020-06-19,Run,518,4.74585,2816,9.8859,6.06925,148,7597,467,46.93333333333333,30-50,3.09-6.19
2020-06-18,2020-06-18,Walk,89,0.909091,1078,19.7415,3.03929,112,1587,44,17.966666666666665,0-20,0-3.09
2020-06-18,2020-06-18,Run,238,2.19627,1309,9.9233,6.04638,155,3454,174,21.816666666666666,20-30,0-3.09
2020-06-16,2020-06-16,Run,291,2.81977,1553,9.17202,6.54164,150,4146,232,25.883333333333333,20-30,0-3.09
2020-06-15,2020-06-15,Run,426,4.01711,2285,9.47501,6.33245,148,6202,424,38.083333333333336,30-50,3.09-6.19
2020-06-14,2020-06-14,Walk,311,2.99999,2717,15.0944,3.97497,87,3244,246,45.28333333333333,30-50,0-3.09
2020-06-14,2020-06-14,Run,754,7.02046,4187,9.93737,6.03782,151,11262,539,69.78333333333333,50-100,6.19-9.99
2020-06-14,2020-06-11,Run,797,7.26269,4140,9.49896,6.31648,154,11214,541,69.0,50-100,6.19-9.99
2020-06-08,2020-06-08,Run,439,4.01531,2317,9.61371,6.24109,151,6298,423,38.61666666666667,30-50,3.09-6.19
2020-06-07,2020-06-07,Run,152,1.09927,691,10.4635,5.7342,154,1863,79,11.516666666666667,0-20,0-3.09
2020-06-07,2020-06-07,Walk,23,0.24119,290,20.0012,2.99982,115,514,4,4.833333333333333,0-20,0-3.09
2020-06-07,2020-06-07,Run,256,1.99837,982,8.19148,7.32469,0,2685,150,16.366666666666667,0-20,0-3.09
2020-06-06,2020-06-06,Walk,118,1.20381,1506,20.5104,2.92534,114,2428,92,25.1,20-30,0-3.09
2020-06-06,2020-06-06,Run,584,5.33115,3167,9.89998,6.06062,153,8442,487,52.78333333333333,50-100,3.09-6.19
2020-06-05,2020-06-05,Walk,26,0.265723,322,20.1363,2.9797,117,558,9,5.366666666666666,0-20,0-3.09
2020-06-05,2020-06-05,Run,266,2.26711,1451,10.6561,5.63056,153,3893,186,24.183333333333334,20-30,0-3.09
2020-06-05,2020-06-05,Walk,54,0.497708,567,18.9454,3.16699,115,955,23,9.45,0-20,0-3.09
2020-06-05,2020-06-05,Run,468,4.41318,2491,9.40296,6.38097,153,6769,452,41.516666666666666,30-50,3.09-6.19
2020-06-04,2020-06-04,Run,109,1.01239,653,10.741,5.58607,150,1762,63,10.883333333333333,0-20,0-3.09
2020-06-04,2020-06-04,Walk,124,1.19157,1291,18.0468,3.32468,122,2342,91,21.516666666666666,20-30,0-3.09
2020-06-04,2020-06-04,Run,540,5.01784,2908,9.65541,6.21413,153,7851,480,48.46666666666667,30-50,3.09-6.19
2020-06-03,2020-06-03,Run,328,3.10389,1585,8.50594,7.05389,160,4350,300,26.416666666666668,20-30,3.09-6.19
2020-06-02,2020-06-02,Walk,298,2.82043,2623,15.4981,3.87145,122,5314,233,43.71666666666667,30-50,0-3.09
2020-06-02,2020-06-02,Run,142,1.03002,646,10.4512,5.74096,0,1755,71,10.766666666666667,0-20,0-3.09
2020-06-02,2020-06-02,Run,252,2.37912,1405,9.83612,6.09996,151,3849,194,23.416666666666668,20-30,0-3.09
2020-05-30,2020-05-30,Run,1508,13.4344,8767,10.874,5.51773,145,23604,568,146.11666666666667,100-150,13.1-26.2
2020-05-28,2020-05-28,Run,409,3.1,1744,9.37634,6.39908,142,4647,276,29.066666666666666,20-30,3.09-6.19
2020-05-27,2020-05-27,Run,897,8.34466,5055,10.095,5.94353,152,14073,552,84.25,50-100,6.19-9.99
2020-05-26,2020-05-26,Run,109,1.01081,608,10.0118,5.9929,149,1776,60,10.133333333333333,0-20,0-3.09
2020-05-26,2020-05-26,Run,118,1.16558,676,9.65166,6.21655,139,1953,88,11.266666666666667,0-20,0-3.09
2020-05-25,2020-05-25,Run,187,1.68258,1079,10.6738,5.62126,154,2980,125,17.983333333333334,0-20,0-3.09
2020-05-25,2020-05-25,Walk,108,1.11896,1585,23.5993,2.54245,111,2378,81,26.416666666666668,20-30,0-3.09
2020-05-25,2020-05-25,Run,666,6.00283,3529,9.7946,6.12583,154,9659,492,58.81666666666667,50-100,3.09-6.19
2020-05-24,2020-05-24,Run,676,6.5764,4916,12.4594,4.81565,133,10923,531,81.93333333333334,50-100,6.19-9.99
2020-05-22,2020-05-22,Run,95,0.854721,523,10.2003,5.8822,155,1437,40,8.716666666666667,0-20,0-3.09
2020-05-22,2020-05-22,Run,662,6.16699,3394,9.17063,6.54263,159,9378,497,56.56666666666667,50-100,3.09-6.19
2020-05-21,2020-05-21,Run,350,3.34658,1758,8.75487,6.85333,157,4948,365,29.3,20-30,3.09-6.19
2020-05-20,2020-05-20,Run,405,3.1,1698,9.12903,6.57244,142,4537,276,28.3,20-30,3.09-6.19
2020-05-19,2020-05-19,Run,401,3.1,1566,8.41935,7.12644,142,4221,276,26.1,20-30,3.09-6.19
2020-05-18,2020-05-18,Run,215,2.01634,1027,8.47451,7.08005,161,2899,160,17.116666666666667,0-20,0-3.09
2020-05-16,2020-05-16,Run,758,6.90749,4063,9.80314,6.12049,155,11290,535,67.71666666666667,50-100,6.19-9.99
2020-05-15,2020-05-15,Run,627,5.64537,3153,9.30672,6.44696,162,8721,489,52.55,50-100,3.09-6.19
2020-05-12,2020-05-12,Run,757,7.0162,3998,9.49357,6.32007,153,10975,538,66.63333333333334,50-100,6.19-9.99
2020-05-10,2020-05-09,Walk,114,1.06353,1437,22.494,2.66738,103,2320,77,23.95,20-30,0-3.09
2020-05-09,2020-05-09,Run,1063,10.0048,5645,9.40099,6.3823,154,15387,558,94.08333333333333,50-100,9.99-13.1
2020-05-06,2020-05-06,Run,487,4.54461,2496,9.1481,6.55874,156,7000,460,41.6,30-50,3.09-6.19
2020-05-04,2020-05-04,Run,370,3.52379,1882,8.89627,6.7444,152,5211,383,31.366666666666667,30-50,3.09-6.19
2020-05-03,2020-05-03,Walk,170,1.55597,3072,29.2215,2.05329,103,3372,111,51.2,50-100,0-3.09
2020-05-03,2020-05-03,Run,318,3.10472,1704,9.14506,6.56092,158,4801,304,28.4,20-30,3.09-6.19
2020-05-02,2020-05-02,Run,459,4.27343,2309,9.00306,6.6644,160,6298,443,38.483333333333334,30-50,3.09-6.19
2020-05-01,2020-05-01,Run,588,5.62947,3120,9.23378,6.49788,151,8617,488,52.0,50-100,3.09-6.19
2020-04-29,2020-04-29,Run,341,3.19937,1823,9.49687,6.31787,133,5060,347,30.383333333333333,30-50,3.09-6.19
2020-04-27,2020-04-27,Run,634,6.23399,3628,9.69842,6.18657,137,10080,517,60.46666666666667,50-100,6.19-9.99
2020-04-26,2020-04-26,Walk,72,0.889543,1358,25.4281,2.35959,76,1800,42,22.633333333333333,20-30,0-3.09
2020-04-26,2020-04-26,Run,409,4.02567,2200,9.1051,6.58971,124,6017,426,36.666666666666664,30-50,3.09-6.19
2020-04-25,2020-04-25,Walk,75,0.718409,825,19.0958,3.14206,116,1451,33,13.75,0-20,0-3.09
2020-04-25,2020-04-25,Run,412,4.03808,2074,8.55521,7.01327,155,5774,427,34.56666666666667,30-50,3.09-6.19
2020-04-24,2020-04-24,Run,512,4.8224,2543,8.78178,6.83233,159,6922,468,42.38333333333333,30-50,3.09-6.19
2020-04-22,2020-04-22,Run,461,4.34868,2353,9.01403,6.65629,148,6417,448,39.21666666666667,30-50,3.09-6.19
2020-04-22,2020-04-22,Run,446,4.20257,2333,9.2487,6.4874,150,6369,440,38.88333333333333,30-50,3.09-6.19
2020-04-21,2020-04-21,Run,436,4.19924,2207,8.75231,6.85533,158,5944,439,36.78333333333333,30-50,3.09-6.19
2020-04-20,2020-04-20,Walk,34,0.416069,606,24.2394,2.47531,91,830,20,10.1,0-20,0-3.09
2020-04-20,2020-04-20,Run,409,4.01328,2241,9.30193,6.45028,142,5986,420,37.35,30-50,3.09-6.19
2020-04-19,2020-04-19,Walk,100,1.00306,1119,18.5832,3.22872,107,2031,53,18.65,0-20,0-3.09
2020-04-19,2020-04-19,Run,846,8.01703,4808,9.99307,6.00416,149,12937,551,80.13333333333334,50-100,6.19-9.99
2020-04-18,2020-04-18,Run,167,1.573,881,9.32514,6.43422,163,2395,113,14.683333333333334,0-20,0-3.09
2020-04-18,2020-04-18,Walk,62,0.660433,702,17.7036,3.38914,121,1312,30,11.7,0-20,0-3.09
2020-04-18,2020-04-18,Run,506,4.53437,2585,9.49986,6.31588,158,7003,459,43.083333333333336,30-50,3.09-6.19
2020-04-16,2020-04-16,Run,663,5.1,2751,8.9902,6.67394,142,7362,483,45.85,30-50,3.09-6.19
2020-04-14,2020-04-14,Run,396,3.11,1504,8.06002,7.44415,142,4074,327,25.066666666666666,20-30,3.09-6.19
2020-04-11,2020-04-11,Walk,87,1.04164,1285,20.4691,2.93125,109,1871,75,21.416666666666668,20-30,0-3.09
2020-04-11,2020-04-11,Run,1377,13.12,7844,9.96334,6.02208,150,21427,566,130.73333333333332,100-150,13.1-26.2
2020-04-10,2020-04-10,Run,403,3.1,1631,8.76882,6.84243,142,4377,276,27.183333333333334,20-30,3.09-6.19
2020-04-07,2020-04-07,Run,420,4.10373,2274,9.23084,6.49995,149,6286,433,37.9,30-50,3.09-6.19
2020-04-06,2020-04-06,Run,25,0.248597,248,16.5395,3.62769,0,568,6,4.133333333333334,0-20,0-3.09
2020-04-06,2020-04-06,Run,316,3.1579,1566,8.25892,7.26488,156,4297,341,26.1,20-30,3.09-6.19
2020-04-05,2020-04-05,Run,428,4.1388,2227,8.96671,6.69142,155,6200,434,37.11666666666667,30-50,3.09-6.19
2020-04-04,2020-04-04,Walk,86,1.06341,964,15.0867,3.97701,123,1903,76,16.066666666666666,0-20,0-3.09
2020-04-04,2020-04-04,Run,19,0.178743,106,9.66416,6.20851,140,281,1,1.7666666666666666,0-20,0-3.09
2020-04-04,2020-04-04,Walk,98,1.00649,1103,18.2497,3.28773,119,2014,59,18.383333333333333,0-20,0-3.09
2020-04-04,2020-04-04,Run,787,7.55518,4005,8.83082,6.79439,166,11054,547,66.75,50-100,6.19-9.99
2020-04-02,2020-04-02,Run,404,3.1,1593,8.56452,7.00565,142,4286,276,26.55,20-30,3.09-6.19
2020-04-01,2020-04-01,Run,403,3.09756,1639,8.81608,6.80575,0,4395,261,27.316666666666666,20-30,3.09-6.19
2020-03-31,2020-03-31,Run,147,1.10442,634,9.56035,6.27592,0,1686,80,10.566666666666666,0-20,0-3.09
2020-03-31,2020-03-31,Run,259,2.00956,1009,8.36259,7.17482,0,2722,155,16.816666666666666,0-20,0-3.09
2020-03-30,2020-03-30,Run,403,3.1,1615,8.6828,6.91022,142,4338,276,26.916666666666668,20-30,3.09-6.19
2020-03-28,2020-03-28,Walk,43,0.50553,572,18.8407,3.18459,103,1041,24,9.533333333333333,0-20,0-3.09
2020-03-28,2020-03-28,Run,312,3.12592,1516,8.07784,7.42773,161,4197,334,25.266666666666666,20-30,3.09-6.19
2020-03-26,2020-03-26,Run,135,1.0,594,9.9,6.06061,142,1574,50,9.9,0-20,0-3.09
2020-03-26,2020-03-26,Run,130,1.0,537,8.95,6.70391,142,1438,50,8.95,0-20,0-3.09
2020-03-26,2020-03-26,Run,405,3.1,1689,9.08065,6.60746,142,4515,276,28.15,20-30,3.09-6.19
2020-03-25,2020-03-25,Run,522,4.0,2179,9.07917,6.60854,142,5825,414,36.31666666666667,30-50,3.09-6.19
2020-03-24,2020-03-24,Run,652,5.0,2718,9.06,6.62252,142,7268,475,45.3,30-50,3.09-6.19
2020-03-23,2020-03-23,Run,610,4.7,2400,8.51064,7.05,142,6461,464,40.0,30-50,3.09-6.19
2020-03-20,2020-03-20,Run,533,4.09898,2098,8.52945,7.03445,0,5733,432,34.96666666666667,30-50,3.09-6.19
2020-03-19,2020-03-19,Run,396,3.1,1508,8.10753,7.40053,142,4082,276,25.133333333333333,20-30,3.09-6.19
2020-03-18,2020-03-18,Run,402,3.10386,1575,8.45398,7.09725,0,4243,299,26.25,20-30,3.09-6.19
2020-03-17,2020-03-17,Run,522,4.0,2183,9.09583,6.59643,142,5835,414,36.38333333333333,30-50,3.09-6.19
2020-03-16,2020-03-16,Run,394,3.1,1489,8.00538,7.49496,142,4037,276,24.816666666666666,20-30,3.09-6.19
2020-03-15,2020-03-15,Run,423,3.2,1800,9.375,6.4,142,4796,348,30.0,30-50,3.09-6.19
2020-03-14,2020-03-14,Run,457,3.51,1800,8.54701,7.02,142,4844,381,30.0,30-50,3.09-6.19
2020-03-13,2020-03-13,Run,459,3.54,1800,8.47458,7.08,142,4848,385,30.0,30-50,3.09-6.19
2020-03-11,2020-03-11,Run,467,3.64,1800,8.24176,7.28,142,4864,400,30.0,30-50,3.09-6.19
2020-03-10,2020-03-10,Run,467,3.63,1800,8.26446,7.26,142,4862,399,30.0,30-50,3.09-6.19
2020-03-09,2020-03-09,Run,452,3.47,1800,8.64553,6.94,142,4838,373,30.0,30-50,3.09-6.19
2020-03-08,2020-03-08,Run,390,3.1,1466,7.88172,7.61255,142,3982,276,24.433333333333334,20-30,3.09-6.19
2020-03-07,2020-03-07,Run,756,7.50011,4009,8.90541,6.73748,157,10882,544,66.81666666666666,50-100,6.19-9.99
2020-03-06,2020-03-06,Run,477,3.75,1800,8.0,7.5,142,4881,408,30.0,30-50,3.09-6.19
2020-03-05,2020-03-05,Run,468,3.65,1800,8.21918,7.3,142,4865,401,30.0,30-50,3.09-6.19
2020-03-04,2020-03-04,Run,467,3.63,1800,8.26446,7.26,142,4862,399,30.0,30-50,3.09-6.19
2020-03-03,2020-03-03,Run,400,3.1,1551,8.33871,7.19536,142,4185,276,25.85,20-30,3.09-6.19
2020-03-02,2020-03-02,Run,431,3.31,1731,8.71601,6.88388,142,4648,359,28.85,20-30,3.09-6.19
2020-03-01,2020-03-01,Run,397,3.1,1518,8.16129,7.35178,142,4149,276,25.3,20-30,3.09-6.19
2020-02-29,2020-02-29,Run,468,3.65,1800,8.21918,7.3,142,4865,401,30.0,30-50,3.09-6.19
2020-02-26,2020-02-26,Run,178,1.4,674,8.02381,7.47774,142,1587,99,11.233333333333333,0-20,0-3.09
2020-02-26,2020-02-26,Run,403,3.1,1637,8.80107,6.81735,142,4391,276,27.283333333333335,20-30,3.09-6.19
2020-02-24,2020-02-24,Run,403,3.1,1648,8.86022,6.77184,142,4417,276,27.466666666666665,20-30,3.09-6.19
2020-02-23,2020-02-23,Run,292,3.09871,1475,7.9325,7.56382,164,4063,267,24.583333333333332,20-30,3.09-6.19
2020-02-22,2020-02-22,Run,399,3.1,1544,8.301075268817204,7.227979274611399,142,4169,276,25.733333333333334,20-30,3.09-6.19
2020-02-21,2020-02-21,Run,461,3.56,1800,8.42696629213483,7.120000000000001,142,4851,390,30.0,30-50,3.09-6.19
2020-02-20,2020-02-20,Run,949,7.32,3720,8.46994,7.08387,142,10021,542,62.0,50-100,6.19-9.99
2020-02-18,2020-02-18,Run,450,3.46,1800,8.67052,6.92,142,4836,372,30.0,30-50,3.09-6.19
2020-02-17,2020-02-17,Run,403,3.1,1645,8.84409,6.78419,142,4410,276,27.416666666666668,20-30,3.09-6.19
2020-02-16,2020-02-16,Run,403,3.1,1613,8.67204,6.91879,142,4350,276,26.883333333333333,20-30,3.09-6.19
2020-02-15,2020-02-15,Run,506,3.89,2014,8.62896,6.95333,142,5414,411,33.56666666666667,30-50,3.09-6.19
2020-02-12,2020-02-12,Run,437,3.36,1791,8.88393,6.75377,142,4799,366,29.85,20-30,3.09-6.19
2020-02-11,2020-02-11,Run,419,3.15,1800,9.52381,6.3,142,4789,338,30.0,30-50,3.09-6.19
2020-02-09,2020-02-09,Run,422,3.19,1800,9.40439,6.38,142,4795,346,30.0,30-50,3.09-6.19
2020-02-05,2020-02-05,Run,424,3.22,1800,9.31677,6.44,142,4799,351,30.0,30-50,3.09-6.19
2020-02-05,2020-02-04,Run,472,3.52,2065,9.77746,6.13656,142,5479,382,34.416666666666664,30-50,3.09-6.19
2020-02-02,2020-02-02,Run,407,3.13,1675,8.91906,6.72716,142,4486,335,27.916666666666668,20-30,3.09-6.19
2020-01-29,2020-01-29,Run,486,3.61,2133,9.84765,6.09283,142,5656,396,35.55,30-50,3.09-6.19
2020-01-28,2020-01-28,Run,631,4.86,2609,8.94719,6.70602,142,6986,470,43.483333333333334,30-50,3.09-6.19
2020-01-27,2020-01-27,Run,464,3.38,2100,10.355,5.79429,142,5541,367,35.0,30-50,3.09-6.19
2020-01-26,2020-01-26,Run,462,3.36,2100,10.4167,5.76,142,5538,366,35.0,30-50,3.09-6.19
2020-01-25,2020-01-25,Run,460,3.33,2100,10.5105,5.70857,142,5534,361,35.0,30-50,3.09-6.19
2020-01-24,2020-01-24,Run,473,3.49,2100,10.0287,5.98286,142,5558,375,35.0,30-50,3.09-6.19
2020-01-20,2020-01-20,Run,585,4.21,2704,10.7047,5.60503,142,7113,441,45.06666666666667,30-50,3.09-6.19
2020-01-18,2020-01-18,Run,451,3.22,2100,10.8696,5.52,142,5517,351,35.0,30-50,3.09-6.19
2020-01-18,2020-01-17,Run,469,3.4,2143,10.5049,5.71162,142,5647,369,35.71666666666667,30-50,3.09-6.19
2020-01-18,2020-01-16,Run,393,2.89,1754,10.1153,5.93158,142,4639,239,29.233333333333334,20-30,0-3.09
2020-01-17,2020-01-16,Walk,401,2.95,2100,11.8644,5.05714,142,5004,243,35.0,30-50,0-3.09
2020-01-11,2020-01-11,Walk,204,2.02,1869,15.4208,3.89085,142,3883,161,31.15,30-50,0-3.09
2020-01-11,2020-01-11,Run,452,3.26,2077,10.6186,5.65046,142,5468,355,34.61666666666667,30-50,3.09-6.19
2020-01-10,2020-01-10,Run,461,3.27,2173,11.0754,5.4174,142,5699,357,36.21666666666667,30-50,3.09-6.19
2020-01-10,2020-01-08,Run,465,3.4,2100,10.2941,5.82857,142,5544,369,35.0,30-50,3.09-6.19
2020-01-08,2020-01-08,Run,465,3.39,2100,10.3245,5.81143,142,5531,368,35.0,30-50,3.09-6.19
2020-01-08,2020-01-06,Run,402,2.92,2100,11.9863,5.00571,142,5471,242,35.0,30-50,0-3.09
2020-01-05,2020-01-05,Run,480,3.57,2100,9.803921568627452,6.119999999999999,142,5570,393,35.0,30-50,3.09-6.19
2020-01-05,2020-01-04,Run,476,3.52,2112,10.0,6.0,142,5592,382,35.2,30-50,3.09-6.19
2020-01-01,2020-01-01,Run,403,3.10152,1670,8.96649,6.69158,0,4573,290,27.833333333333332,20-30,3.09-6.19
2019-12-30,2019-12-30,Run,476,3.62517,2003,9.20792,6.51613,148,5478,398,33.38333333333333,30-50,3.09-6.19
2019-12-28,2019-12-28,Run,182,1.50258,1249,13.8479,4.33279,123,2376,105,20.816666666666666,20-30,0-3.09
2019-12-28,2019-12-28,Run,205,1.57658,840,8.88596,6.75223,0,2258,115,14.0,0-20,0-3.09
2019-12-27,2019-12-27,Run,414,3.09671,1796,9.66386,6.2087,146,4806,257,29.933333333333334,20-30,3.09-6.19
2019-12-25,2019-12-25,Run,403,3.0997,1623,8.72735,6.87494,0,4393,273,27.05,20-30,3.09-6.19
2019-12-20,2019-12-20,Run,441,3.1,2102,11.3011,5.30923,142,5503,276,35.03333333333333,30-50,3.09-6.19
2019-11-29,2019-11-29,Run,403,3.10145,1628,8.75214,6.85546,161,4482,289,27.133333333333333,20-30,3.09-6.19
2019-11-28,2019-11-28,Run,407,3.00061,1810,10.0527,5.96855,0,4823,248,30.166666666666668,30-50,0-3.09
2019-11-18,2019-11-18,Run,268,2.06282,1089,8.80115,6.81729,0,2944,167,18.15,0-20,0-3.09
2019-11-12,2019-11-12,Run,438,3.17,2006,10.5468,5.68893,169,8,343,33.43333333333333,30-50,3.09-6.19
2019-11-10,2019-11-10,Walk,267,1.94,1399,12.0189,4.99214,142,3310,144,23.316666666666666,20-30,0-3.09
2019-11-10,2019-11-09,Run,316,2.5,2026,13.5067,4.44225,142,5229,207,33.766666666666666,30-50,0-3.09
2019-11-03,2019-11-03,Run,412,3.0,1873,10.4056,5.76615,142,4940,247,31.216666666666665,30-50,0-3.09
2019-11-02,2019-11-02,Run,440,3.09,2100,11.3269,5.29714,142,5497,253,35.0,30-50,3.09-6.19
2019-10-27,2019-10-27,Walk,134,0.950724,2578,45.1156,1.32992,0,1575,46,42.96666666666667,30-50,0-3.09
2019-10-27,2019-10-27,Run,258,2.00666,998,8.285,7.242,0,2704,154,16.633333333333333,0-20,0-3.09
2019-10-26,2019-10-26,Run,355,2.67286,2040,12.7086,4.72121,144,4126,225,34.0,30-50,0-3.09
2019-10-22,2019-10-22,Run,262,2.01198,1066,8.82049,6.80234,158,2847,158,17.766666666666666,0-20,0-3.09
2019-10-19,2019-10-19,Run,254,2.465,2330,15.7462,3.81045,119,3406,203,38.833333333333336,30-50,0-3.09
2019-10-14,2019-10-14,Run,221,1.71474,858,8.33538,7.19823,153,2369,129,14.3,0-20,0-3.09
2019-10-06,2019-10-06,Walk,225,1.44034,4696,54.3051,1.10487,0,6328,102,78.26666666666667,50-100,0-3.09
2019-10-06,2019-10-06,Run,202,1.59109,761,7.9679,7.53021,0,2064,116,12.683333333333334,0-20,0-3.09
2019-10-05,2019-10-05,Run,364,3.26,2832,14.4785,4.14407,142,7274,355,47.2,30-50,3.09-6.19
2019-09-29,2019-09-29,Run,297,2.18704,1321,10.0629,5.9625,0,3188,173,22.016666666666666,20-30,0-3.09
2019-09-22,2019-09-22,Run,243,2.08307,1768,14.1264,4.24736,117,3555,169,29.466666666666665,20-30,0-3.09
2019-09-15,2019-09-15,Walk,105,1.02124,979,15.9494,3.76189,0,1908,68,16.316666666666666,0-20,0-3.09
2019-09-15,2019-09-15,Run,118,0.907727,476,8.73148,6.87169,0,1281,43,7.933333333333334,0-20,0-3.09
2019-09-14,2019-09-14,Walk,169,1.65895,1697,16.9235,3.54536,0,3008,121,28.283333333333335,20-30,0-3.09
2019-09-12,2019-09-12,Run,332,2.60421,2099,13.3185,4.50501,0,4530,214,34.983333333333334,30-50,0-3.09
2019-09-12,2019-09-09,Run,177,1.83844,1184,10.7259,5.59392,122,2809,136,19.733333333333334,0-20,0-3.09
2019-09-07,2019-09-07,Run,398,3.01258,1700,9.40501,6.37958,142,3209,250,28.333333333333332,20-30,0-3.09
2019-09-04,2019-09-04,Run,235,2.50606,1488,9.82616,6.10615,141,3772,208,24.8,20-30,0-3.09
2019-08-31,2019-08-31,Run,520,4.27823,3708,14.4002,4.16662,130,7187,444,61.8,50-100,3.09-6.19
2019-08-30,2019-08-30,Walk,118,1.17042,1258,17.7964,3.37147,128,2386,89,20.966666666666665,20-30,0-3.09
2019-08-30,2019-08-30,Run,193,1.5055,739,8.1748,7.33963,164,2081,107,12.316666666666666,0-20,0-3.09
2019-08-25,2019-08-25,Run,415,3.23456,2596,13.3739,4.48636,97,5272,354,43.266666666666666,30-50,3.09-6.19
2019-08-24,2019-08-24,Run,527,4.00439,2236,9.3059,6.44752,0,6278,418,37.266666666666666,30-50,3.09-6.19
2019-08-24,2019-08-24,Walk,129,1.24347,1904,25.168,2.38398,0,3188,94,31.733333333333334,30-50,0-3.09
2019-08-22,2019-08-22,Walk,167,1.70459,2247,21.6097,2.77653,0,3985,127,37.45,30-50,0-3.09
2019-08-22,2019-08-22,Run,402,3.09616,1639,8.81727,6.80483,0,4395,255,27.316666666666666,20-30,3.09-6.19
2019-08-22,2019-08-21,Walk,39,0.400536,475,19.7299,3.04108,0,880,19,7.916666666666667,0-20,0-3.09
2019-08-21,2019-08-21,Run,153,1.12282,682,10.1118,5.93365,0,1803,83,11.366666666666667,0-20,0-3.09
2019-08-21,2019-08-21,Walk,35,0.349678,373,17.756,3.37913,0,725,15,6.216666666666667,0-20,0-3.09
2019-08-21,2019-08-21,Run,218,1.67618,859,8.5451,7.02157,0,2312,123,14.316666666666666,0-20,0-3.09
2019-08-20,2019-08-21,Run,506,3.68,2649,11.9973,5.00113,142,6900,404,44.15,30-50,3.09-6.19
2019-08-18,2019-08-18,Run,131,1.00414,523,8.67137,6.91932,0,1436,55,8.716666666666667,0-20,0-3.09
2019-08-18,2019-08-18,Run,130,1.00395,503,8.34428,7.19055,0,1375,54,8.383333333333333,0-20,0-3.09
2019-08-15,2019-08-15,Walk,152,0.961051,3201,55.4282,1.08248,0,1861,47,53.35,50-100,0-3.09
2019-08-15,2019-08-15,Run,342,2.62597,1351,8.5654,7.00493,151,3605,219,22.516666666666666,20-30,0-3.09
2019-08-14,2019-08-14,Walk,111,1.11988,1262,18.7425,3.20128,0,2392,82,21.033333333333335,20-30,0-3.09
2019-08-14,2019-08-14,Run,405,3.09845,1698,9.13308,6.56953,0,4537,266,28.3,20-30,3.09-6.19
2019-08-13,2019-08-13,Walk,66,0.553178,1066,32.0971,1.86933,0,1650,25,17.766666666666666,0-20,0-3.09
2019-08-13,2019-08-13,Run,403,3.10062,1636,8.79706,6.82046,0,4389,279,27.266666666666666,20-30,3.09-6.19
2019-08-11,2019-08-11,Walk,217,1.86266,3370,30.1211,1.99196,0,5323,137,56.166666666666664,50-100,0-3.09
2019-08-11,2019-08-11,Run,403,3.09762,1631,8.76882,6.84243,0,4376,262,27.183333333333334,20-30,3.09-6.19
2019-08-10,2019-08-10,Walk,96,0.983619,1301,21.9231,2.73684,0,2304,49,21.683333333333334,20-30,0-3.09
2019-08-10,2019-08-10,Run,51,0.393204,206,8.75291,6.85487,0,553,18,3.433333333333333,0-20,0-3.09
2019-08-10,2019-08-10,Walk,116,0.747039,2389,53.2312,1.12716,0,3233,35,39.81666666666667,30-50,0-3.09
2019-08-10,2019-08-10,Run,130,1.001,507,8.44599,7.10396,0,1366,52,8.45,0-20,0-3.09
2019-08-20,2019-08-08,Walk,19,0.260228,241,15.3583,3.90667,117,438,8,4.016666666666667,0-20,0-3.09
2019-08-08,2019-08-08,Run,197,2.27373,1077,7.88945,7.60509,157,2958,187,17.95,0-20,0-3.09
2019-08-07,2019-08-07,Walk,97,0.826182,1537,30.8222,1.94665,0,2406,37,25.616666666666667,20-30,0-3.09
2019-08-07,2019-08-07,Run,26,0.197591,113,9.4214,6.36848,0,301,2,1.8833333333333333,0-20,0-3.09
2019-08-04,2019-08-04,Walk,253,2.57569,3449,22.307,2.68974,0,6079,210,57.483333333333334,50-100,0-3.09
2019-08-03,2019-08-03,Walk,265,2.0322,1602,13.1303,4.56957,0,3612,163,26.7,20-30,0-3.09
2019-08-03,2019-08-03,Walk,72,0.209153,1567,123.477,0.48592,0,1856,3,26.116666666666667,20-30,0-3.09
2019-08-03,2019-08-03,Run,409,3.09894,1738,9.34178,6.42276,142,4632,269,28.966666666666665,20-30,3.09-6.19
2019-08-01,2019-08-01,Walk,145,1.4462,1572,18.0376,3.32638,0,3027,103,26.2,20-30,0-3.09
2019-08-01,2019-08-01,Run,240,1.83082,1005,9.14725,6.55935,0,2685,135,16.75,0-20,0-3.09
2019-07-30,2019-07-30,Run,266,2.0421,1054,8.59738,6.97887,0,2834,165,17.566666666666666,0-20,0-3.09
2019-07-29,2019-07-29,Walk,114,1.15166,1281,18.447,3.25256,0,2342,86,21.35,20-30,0-3.09
2019-07-29,2019-07-29,Run,131,1.01108,537,8.83588,6.7905,0,1459,62,8.95,0-20,0-3.09
2019-07-28,2019-07-28,Walk,183,1.89353,2285,20.0909,2.98642,0,4204,141,38.083333333333336,30-50,0-3.09
2019-07-28,2019-07-28,Run,183,1.4023,724,8.59369,6.98186,0,1947,100,12.066666666666666,0-20,0-3.09
2019-07-27,2019-07-27,Walk,407,4.19653,5004,19.8719,3.01934,0,9253,438,83.4,50-100,3.09-6.19
