Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Avg Speed (mi/h),Avg Heart Rate,Steps,target,minutes,Times,Distances
2021-11-04,2021-11-04,Run,403,3.1,1674,9.0,6.66667,142,4479,276,27.9,20-30,3.09-6.19
2021-10-30,2021-10-30,Run,404,3.1,1683,9.04839,6.63102,142,4501,276,28.05,20-30,3.09-6.19
2021-10-23,2021-10-23,Run,412,3.1,1777,9.55376,6.28025,142,4726,276,29.616666666666667,20-30,3.09-6.19
2021-10-16,2021-10-16,Run,1351,10.0009,5964,9.93766,6.03764,154,16017,556,99.4,50-100,9.99-13.1
2021-10-17,2021-10-15,Run,402,3.1,1577,8.47849,7.07673,142,4247,276,26.283333333333335,20-30,3.09-6.19
2021-10-14,2021-10-14,Run,457,3.56526,2081,9.72519,6.16954,143,5598,391,34.68333333333333,30-50,3.09-6.19
2021-10-13,2021-10-13,Run,456,3.55868,2072,9.70043,6.18529,146,5526,389,34.53333333333333,30-50,3.09-6.19
2021-10-12,2021-10-12,Run,363,2.49986,1450,9.66282,6.20937,154,3876,206,24.166666666666668,20-30,0-3.09
2021-10-11,2021-10-11,Run,396,3.1,1516,8.15054,7.36148,142,4102,276,25.266666666666666,20-30,3.09-6.19
2021-10-09,2021-10-09,Run,437,3.08652,1572,8.48664,7.06993,165,4217,252,26.2,20-30,0-3.09
2021-10-06,2021-10-06,Run,403,3.10499,1800,9.6603,6.21099,148,4796,307,30.0,30-50,3.09-6.19
2021-10-05,2021-10-05,Run,400,3.1,1557,8.37097,7.16763,142,4200,276,25.95,20-30,3.09-6.19
2021-10-03,2021-10-03,Run,402,3.1,1581,8.5,7.05882,142,4257,276,26.35,20-30,3.09-6.19
2021-10-03,2021-10-02,Run,403,3.1,1630,8.76344,6.84663,142,4374,276,27.166666666666668,20-30,3.09-6.19
2021-09-28,2021-09-28,Run,603,4.39982,2573,9.74253,6.15857,153,6816,451,42.88333333333333,30-50,3.09-6.19
2021-09-27,2021-09-27,Run,457,3.56663,2012,9.39806,6.38429,150,5405,392,33.53333333333333,30-50,3.09-6.19
2021-09-26,2021-09-26,Run,520,4.0,2135,8.89583,6.74473,142,5720,414,35.583333333333336,30-50,3.09-6.19
2021-09-25,2021-09-25,Run,521,4.0,2164,9.01667,6.65434,142,5790,414,36.06666666666667,30-50,3.09-6.19
2021-09-24,2021-09-24,Run,494,3.55645,2015,9.43889,6.35668,161,5340,387,33.583333333333336,30-50,3.09-6.19
2021-09-23,2021-09-23,Run,469,3.55639,2143,10.0388,5.97681,146,5720,386,35.71666666666667,30-50,3.09-6.19
2021-09-17,2021-09-17,Run,415,3.1,1809,9.72581,6.16915,142,4802,276,30.15,30-50,3.09-6.19
2021-09-16,2021-09-17,Run,407,3.1,1719,9.24194,6.49215,142,4587,276,28.65,20-30,3.09-6.19
2021-09-13,2021-09-13,Run,449,3.50219,2021,9.61438,6.24065,148,5376,378,33.68333333333333,30-50,3.09-6.19
2021-09-13,2021-09-12,Run,420,3.1,1864,10.0215,5.98712,142,4934,276,31.066666666666666,30-50,3.09-6.19
2021-09-13,2021-09-11,Run,419,3.1,1854,9.96774,6.01942,142,4910,276,30.9,30-50,3.09-6.19
2021-09-09,2021-09-09,Walk,91,0.602201,797,21.9492,2.73358,111,1219,29,13.283333333333333,0-20,0-3.09
2021-09-09,2021-09-09,Run,925,6.24483,3855,10.2873,5.83242,148,10228,519,64.25,50-100,6.19-9.99
2021-09-06,2021-09-06,Walk,355,2.33338,3387,24.1583,2.48362,105,4560,190,56.45,50-100,0-3.09
2021-09-06,2021-09-06,Run,320,2.46707,1461,9.86528,6.08194,146,3878,204,24.35,20-30,0-3.09
2021-09-05,2021-09-04,Walk,309,2.61999,2210,14.0585,4.26787,81,5348,216,36.833333333333336,30-50,0-3.09
2021-09-04,2021-09-04,Run,344,2.47592,1458,9.80986,6.1163,150,3865,205,24.3,20-30,0-3.09
2021-09-03,2021-09-03,Run,550,4.00039,2367,9.85701,6.08704,155,6331,416,39.45,30-50,3.09-6.19
2021-09-01,2021-09-01,Run,412,3.10235,1818,9.7638,6.14515,157,4864,294,30.3,30-50,3.09-6.19
2021-08-31,2021-08-31,Run,453,3.55837,2043,9.56249,6.27452,150,5471,388,34.05,30-50,3.09-6.19
2021-08-29,2021-08-29,Run,416,3.10555,1787,9.58815,6.25772,156,4710,310,29.783333333333335,20-30,3.09-6.19
2021-08-28,2021-08-28,Run,420,3.10344,1815,9.74116,6.15943,157,4786,297,30.25,30-50,3.09-6.19
2021-08-26,2021-08-26,Run,1055,7.50194,4672,10.377,5.78201,152,12445,545,77.86666666666666,50-100,6.19-9.99
2021-08-25,2021-08-25,Run,399,3.1038,1748,9.38351,6.39419,150,4658,298,29.133333333333333,20-30,3.09-6.19
2021-08-24,2021-08-24,Run,410,3.10129,1761,9.45544,6.34555,157,4707,283,29.35,20-30,3.09-6.19
2021-08-22,2021-08-22,Walk,357,2.41854,2756,18.98,3.16123,133,4938,195,45.93333333333333,30-50,0-3.09
2021-08-22,2021-08-22,Run,570,3.91673,2400,10.2098,5.87672,157,6333,412,40.0,30-50,3.09-6.19
2021-08-21,2021-08-21,Walk,224,1.62582,1825,18.7035,3.20795,132,3306,119,30.416666666666668,30-50,0-3.09
2021-08-21,2021-08-21,Run,31,0.246179,149,9.98081,6.01154,163,375,5,2.4833333333333334,0-20,0-3.09
2021-08-21,2021-08-21,Walk,41,0.285085,392,22.8729,2.6232,139,654,10,6.533333333333333,0-20,0-3.09
2021-08-21,2021-08-21,Run,348,2.4372,1467,10.0281,5.98317,162,3876,202,24.45,20-30,0-3.09
2021-08-20,2021-08-20,Run,882,6.39987,4016,10.456,5.73836,148,10673,527,66.93333333333334,50-100,6.19-9.99
2021-08-18,2021-08-18,Run,427,3.2685,1870,9.52893,6.29661,159,4958,356,31.166666666666668,30-50,3.09-6.19
2021-08-17,2021-08-17,Run,409,3.1021,1868,10.0259,5.98448,144,4909,293,31.133333333333333,30-50,3.09-6.19
2021-08-16,2021-08-16,Walk,301,2.89999,2607,14.9833,4.00445,103,1053,240,43.45,30-50,0-3.09
2021-08-16,2021-08-16,Run,419,3.10122,1913,10.2716,5.84133,148,5065,282,31.883333333333333,30-50,3.09-6.19
2021-08-15,2021-08-15,Walk,152,1.03783,2851,45.779,1.31065,106,772,73,47.516666666666666,30-50,0-3.09
2021-08-15,2021-08-15,Run,405,3.10412,1849,9.92175,6.04732,151,4939,301,30.816666666666666,30-50,3.09-6.19
2021-08-14,2021-08-14,Indoor Run / Jog,351,1.77948,2208,20.0024,2.99964,126,3755,131,36.8,30-50,0-3.09
2021-08-14,2021-08-14,Run,388,3.10143,1847,9.92647,6.04444,161,4934,288,30.783333333333335,30-50,3.09-6.19
2021-08-12,2021-08-12,Run,453,3.10141,1880,10.101,5.94001,156,5011,286,31.333333333333332,30-50,3.09-6.19
2021-08-11,2021-08-11,Run,424,3.09832,1837,9.87234,6.07759,159,4849,265,30.616666666666667,30-50,3.09-6.19
2021-08-09,2021-08-09,Walk,449,4.36999,4194,15.9954,3.75107,112,561,450,69.9,50-100,3.09-6.19
2021-08-09,2021-08-09,Run,422,3.10515,1893,10.1576,5.90693,145,5032,308,31.55,30-50,3.09-6.19
2021-08-08,2021-08-08,Walk,143,1.01291,1214,19.9443,3.00838,121,2116,65,20.233333333333334,20-30,0-3.09
2021-08-08,2021-08-08,Run,476,3.10458,1852,9.93634,6.03844,151,4884,302,30.866666666666667,30-50,3.09-6.19
2021-08-07,2021-08-07,Walk,266,1.79562,2077,19.2681,3.11396,120,3700,132,34.61666666666667,30-50,0-3.09
2021-08-07,2021-08-07,Run,419,3.09676,1900,10.2149,5.87377,155,5043,258,31.666666666666668,30-50,3.09-6.19
2021-08-05,2021-08-05,Walk,125,0.82676,1053,21.1961,2.8307,118,1709,38,17.55,0-20,0-3.09
2021-08-05,2021-08-05,Run,477,3.49952,2153,10.2485,5.85454,152,5761,376,35.88333333333333,30-50,3.09-6.19
2021-08-04,2021-08-04,Run,418,3.11619,1888,10.0941,5.94409,155,5010,332,31.466666666666665,30-50,3.09-6.19
2021-08-03,2021-08-03,Walk,284,1.99305,2338,19.3782,3.09626,109,3767,148,38.96666666666667,30-50,0-3.09
2021-08-03,2021-08-03,Run,368,2.82903,1758,10.3568,5.7933,146,4596,234,29.3,20-30,0-3.09
2021-08-02,2021-08-02,Walk,112,0.730137,1182,26.9728,2.22447,114,1529,34,19.7,0-20,0-3.09
2021-08-02,2021-08-02,Run,282,2.02293,1243,10.2373,5.8609,158,3299,162,20.716666666666665,20-30,0-3.09
2021-08-02,2021-08-01,Walk,280,2.06988,2242,18.0545,3.32328,131,4051,168,37.36666666666667,30-50,0-3.09
2021-08-01,2021-08-01,Run,254,2.0111,1187,9.83603,6.10002,160,3126,157,19.783333333333335,0-20,0-3.09
2021-07-29,2021-07-29,Run,512,3.61858,2310,10.6399,5.63914,162,6041,397,38.5,30-50,3.09-6.19
2021-07-17,2021-07-17,Run,414,3.1,1798,9.66667,6.2069,142,4776,276,29.966666666666665,20-30,3.09-6.19
2021-07-11,2021-07-11,Walk,275,1.97196,2061,17.4076,3.44677,109,3809,146,34.35,30-50,0-3.09
2021-07-11,2021-07-11,Run,540,4.01396,2587,10.7375,5.58792,142,6834,421,43.11666666666667,30-50,3.09-6.19
2021-07-08,2021-07-08,Run,406,3.10194,1850,9.93376,6.04001,158,4894,292,30.833333333333332,30-50,3.09-6.19
2021-07-06,2021-07-06,Run,402,3.10971,1895,10.1544,5.90877,155,5029,324,31.583333333333332,30-50,3.09-6.19
2021-07-03,2021-07-03,Run,337,2.59691,1555,9.97261,6.01648,161,4128,213,25.916666666666668,20-30,0-3.09
2021-07-01,2021-07-01,Run,427,3.10826,1945,10.4214,5.75738,159,5139,322,32.416666666666664,30-50,3.09-6.19
2021-06-29,2021-06-29,Run,407,3.10805,1866,10.0011,5.99936,156,4916,320,31.1,30-50,3.09-6.19
2021-06-25,2021-06-25,Indoor Run / Jog,403,3.1,1669,8.97312,6.68664,142,6859,276,27.816666666666666,20-30,3.09-6.19
2021-06-21,2021-06-21,Run,334,2.42898,1796,12.3154,4.87195,139,4016,197,29.933333333333334,20-30,0-3.09
2021-06-15,2021-06-15,Run,518,4.30021,2531,9.80622,6.11857,162,6368,446,42.18333333333333,30-50,3.09-6.19
2021-06-14,2021-06-14,Run,393,3.10181,1815,9.74456,6.15728,154,4781,291,30.25,30-50,3.09-6.19
2021-06-12,2021-06-12,Run,491,3.17424,3545,18.6064,3.22469,125,6108,344,59.083333333333336,50-100,3.09-6.19
2021-06-12,2021-06-11,Run,251,1.93,999,8.62694,6.95496,80,3224,143,16.65,0-20,0-3.09
2021-06-10,2021-06-10,Run,485,3.31728,3165,15.9017,3.77317,135,5680,360,52.75,50-100,3.09-6.19
2021-06-06,2021-06-06,Run,592,4.48723,4611,17.1109,3.50653,118,8019,454,76.85,50-100,3.09-6.19
2021-06-05,2021-06-05,Run,541,3.97066,4023,16.8845,3.55357,119,6954,413,67.05,50-100,3.09-6.19
2021-06-04,2021-06-04,Run,285,2.23902,1267,9.42108,6.3687,153,3388,182,21.116666666666667,20-30,0-3.09
2021-06-02,2021-06-02,Run,423,3.09945,1897,10.1981,5.88344,0,5012,271,31.616666666666667,30-50,3.09-6.19
2021-05-31,2021-05-31,Run,411,3.13047,2433,12.9485,4.63375,133,5499,336,40.55,30-50,3.09-6.19
2021-05-27,2021-05-27,Run,261,1.98602,1025,8.59576,6.98018,169,2713,147,17.083333333333332,0-20,0-3.09
2021-06-02,2021-05-26,Run,474,4.84696,5638,19.3839,3.09536,0,4317,469,93.96666666666667,50-100,3.09-6.19
2021-05-06,2021-05-06,Run,416,3.1,1821,9.79032,6.1285,142,4831,276,30.35,30-50,3.09-6.19
2021-05-02,2021-05-02,Run,634,4.06368,3623,14.8536,4.03941,148,7027,429,60.38333333333333,50-100,3.09-6.19
2021-04-26,2021-04-26,Run,674,4.99966,3002,10.0066,5.99606,156,8118,474,50.03333333333333,50-100,3.09-6.19
2021-04-24,2021-04-24,Run,1471,10.0029,6605,11.0046,5.45228,152,17517,557,110.08333333333333,100-150,9.99-13.1
2021-04-21,2021-04-21,Run,1928,13.4816,10191,12.5978,4.76272,144,22719,569,169.85,,13.1-26.2
2021-04-19,2021-04-19,Run,1264,8.54898,5659,11.0284,5.44048,159,14495,553,94.31666666666666,50-100,6.19-9.99
2021-04-18,2021-04-18,Run,404,3.1,1605,8.62903,6.95327,142,4314,276,26.75,20-30,3.09-6.19
2021-04-17,2021-04-17,Run,260,2.0,1065,8.875,6.76056,142,2854,152,17.75,0-20,0-3.09
2021-04-16,2021-04-16,Run,427,3.1,1948,10.4731,5.72895,142,5135,276,32.46666666666667,30-50,3.09-6.19
2021-04-16,2021-04-16,Run,407,3.1,1720,9.24731,6.48837,142,4590,276,28.666666666666668,20-30,3.09-6.19
2021-04-14,2021-04-14,Run,412,3.1,1776,9.54839,6.28378,142,4723,276,29.6,20-30,3.09-6.19
2021-04-12,2021-04-12,Run,399,1.8785,4911,43.5616,1.37736,100,3534,138,81.85,50-100,0-3.09
2021-04-12,2021-04-12,Run,184,1.36683,793,9.65086,6.21706,157,2059,97,13.216666666666667,0-20,0-3.09
2021-04-09,2021-04-09,Run,110,0.765194,447,9.6921,6.19061,131,1199,36,7.45,0-20,0-3.09
2021-04-09,2021-04-09,Run,234,1.77599,1076,10.0933,5.94455,122,2853,130,17.933333333333334,0-20,0-3.09
2021-04-14,2021-04-07,Run,1052,7.75998,4668,10.0333,5.98007,144,12717,548,77.8,50-100,6.19-9.99
2021-04-06,2021-04-06,Run,417,3.10288,1778,9.54722,6.28455,165,4720,296,29.633333333333333,20-30,3.09-6.19
2021-04-04,2021-04-04,Run,415,3.1,1808,9.72043,6.17257,142,4800,276,30.133333333333333,30-50,3.09-6.19
2021-04-03,2021-04-03,Run,421,3.1,1874,10.0753,5.95518,142,4958,276,31.233333333333334,30-50,3.09-6.19
2021-04-01,2021-04-01,Run,389,2.8,1800,10.7143,5.6,142,4735,231,30.0,30-50,0-3.09
2021-03-31,2021-03-31,Run,597,4.45565,3355,12.5495,4.78106,0,7762,453,55.916666666666664,50-100,3.09-6.19
2021-03-27,2021-03-27,Indoor Run / Jog,444,3.19,2053,10.7262,5.59377,142,7058,346,34.21666666666667,30-50,3.09-6.19
2021-03-23,2021-03-23,Run,369,2.65921,1830,11.4639,5.2338,152,4449,222,30.5,30-50,0-3.09
2021-03-21,2021-03-21,Run,621,4.36085,3386,12.9381,4.63748,148,7572,449,56.43333333333333,50-100,3.09-6.19
2021-03-20,2021-03-20,Run,744,4.96705,3969,13.3129,4.50692,149,8713,473,66.15,50-100,3.09-6.19
2021-03-18,2021-03-18,Indoor Run / Jog,398,2.9,1800,10.3448,5.8,142,6417,241,30.0,30-50,0-3.09
2021-03-17,2021-03-17,Run,616,4.14472,2619,10.5243,5.70107,164,6998,435,43.65,30-50,3.09-6.19
2021-03-16,2021-03-16,Run,498,3.11139,2134,11.4299,5.2494,158,5416,329,35.56666666666667,30-50,3.09-6.19
2021-03-14,2021-03-14,Run,416,3.11,2352,12.6045,4.7602,142,6103,327,39.2,30-50,3.09-6.19
2021-03-13,2021-03-13,Run,400,3.1,2476,13.3118,4.50727,142,6398,276,41.266666666666666,30-50,3.09-6.19
2021-01-12,2021-01-12,Run,410,3.1,1745,9.38172,6.39542,142,4649,276,29.083333333333332,20-30,3.09-6.19
2021-01-10,2021-01-10,Run,411,3.1,1766,9.49462,6.31937,142,4700,276,29.433333333333334,20-30,3.09-6.19
2021-01-10,2021-01-09,Run,415,3.1,1809,9.72581,6.16915,142,4802,276,30.15,30-50,3.09-6.19
2021-01-02,2021-01-02,Run,412,3.12,1749,9.34295,6.42196,142,4662,333,29.15,20-30,3.09-6.19
2020-12-27,2020-12-27,Run,410,3.15417,2491,13.1623,4.55848,0,5378,339,41.516666666666666,30-50,3.09-6.19
2020-12-06,2020-12-06,Run,539,4.02,2358,9.77613,6.1374,142,8895,425,39.3,30-50,3.09-6.19
2020-11-28,2020-11-28,Run,403,3.1,1674,9.0,6.66667,142,6859,276,27.9,20-30,3.09-6.19
2020-12-27,2020-11-26,Run,501,3.72999,2196,9.81667,6.11205,143,6121,405,36.6,30-50,3.09-6.19
2020-11-23,2020-11-23,Run,841,6.20161,3733,10.03,5.98208,157,10044,504,62.21666666666667,50-100,6.19-9.99
2020-11-22,2020-11-22,Run,434,3.34,1800,8.98204,6.68,142,4818,363,30.0,30-50,3.09-6.19
2020-11-21,2020-11-21,Run,987,7.5,4183,9.29556,6.4547,142,9761,543,69.71666666666667,50-100,6.19-9.99
2020-11-19,2020-11-19,Run,403,3.1,1632,8.77419,6.83824,142,4379,276,27.2,20-30,3.09-6.19
2020-11-17,2020-11-17,Run,881,6.19,4204,11.3193,5.30067,142,11005,499,70.06666666666666,50-100,6.19-9.99
2020-11-04,2020-11-04,Run,866,6.06188,3678,9.99589,6.00247,164,9863,494,61.3,50-100,3.09-6.19
2020-11-03,2020-11-03,Machine Workout,304,4.5,2640,9.77778,6.13636,142,9957,455,44.0,30-50,3.09-6.19
2020-11-01,2020-11-01,Run,407,3.1,1721,9.25269,6.4846,142,4592,276,28.683333333333334,20-30,3.09-6.19
2020-10-31,2020-10-31,Run,402,3.1,1581,8.5,7.05882,142,4257,276,26.35,20-30,3.09-6.19
2020-10-31,2020-10-30,Run,355,2.5,1695,11.3,5.30973,142,4438,207,28.25,20-30,0-3.09
2020-10-16,2020-10-16,Run,1519,10.8782,7059,10.8147,5.54798,0,18553,563,117.65,100-150,9.99-13.1
2020-10-15,2020-10-15,Run,418,3.09931,1840,9.8894,6.0671,0,4980,270,30.666666666666668,30-50,3.09-6.19
2020-10-11,2020-10-11,Run,813,6.57769,5424,13.7419,4.36622,127,11855,532,90.4,50-100,6.19-9.99
2020-10-09,2020-10-09,Run,851,6.47,3600,9.27357,6.47,142,9603,528,60.0,50-100,6.19-9.99
2020-10-08,2020-10-08,Run,482,3.85071,2065,8.92966,6.71918,144,5697,410,34.416666666666664,30-50,3.09-6.19
2020-10-07,2020-10-07,Run,909,6.98,3600,8.59599,6.98,142,9681,537,60.0,50-100,6.19-9.99
2020-10-06,2020-10-06,Run,525,4.0,2207,9.19583,6.52469,142,5892,414,36.78333333333333,30-50,3.09-6.19
2020-10-07,2020-10-04,Run,395,3.1,1501,8.06989,7.43504,142,4066,276,25.016666666666666,20-30,3.09-6.19
2020-10-03,2020-10-03,Run,552,4.28983,2391,9.28815,6.45984,155,6455,445,39.85,30-50,3.09-6.19
2020-10-01,2020-10-01,Run,649,5.0,2688,8.96,6.69643,142,7196,475,44.8,30-50,3.09-6.19
2020-09-29,2020-09-29,Run,782,6.00658,4734,13.1332,4.56856,0,10584,493,78.9,50-100,3.09-6.19
2020-09-28,2020-09-28,Run,521,4.01522,2138,8.86738,6.76638,164,5806,422,35.63333333333333,30-50,3.09-6.19
2020-09-26,2020-09-26,Run,903,6.94,3600,8.64553,6.94,142,9675,536,60.0,50-100,6.19-9.99
2020-09-25,2020-09-25,Run,872,6.71,3601,8.94436,6.70814,142,9642,533,60.016666666666666,50-100,6.19-9.99
2020-09-23,2020-09-23,Run,1318,10.06,5537,9.17329,6.54073,142,14787,559,92.28333333333333,50-100,9.99-13.1
2020-09-21,2020-09-21,Run,387,3.1,1446,7.77419,7.71784,142,3934,276,24.1,20-30,3.09-6.19
2020-09-20,2020-09-20,Run,513,5.17345,3460,11.1429,5.38457,146,8503,484,57.666666666666664,50-100,3.09-6.19
2020-09-17,2020-09-17,Run,408,3.01,1807,10.0055,5.99668,142,4784,249,30.116666666666667,30-50,0-3.09
2020-09-16,2020-09-16,Run,824,6.14,3600,9.77199,6.14,142,9552,496,60.0,50-100,3.09-6.19
2020-09-14,2020-09-14,Run,881,6.78,3600,8.84956,6.78,142,9651,534,60.0,50-100,6.19-9.99
2020-09-13,2020-09-13,Run,398,3.1,1537,8.26344,7.2609,142,4152,276,25.616666666666667,20-30,3.09-6.19
2020-09-10,2020-09-10,Run,1308,10.07,5391,8.92254,6.72454,142,14439,560,89.85,50-100,9.99-13.1
2020-09-07,2020-09-07,Run,337,3.09786,1749,9.40375,6.38044,163,4696,263,29.15,20-30,3.09-6.19
2020-09-06,2020-09-06,Run,328,3.09967,1787,9.59976,6.25016,161,4819,272,29.783333333333335,20-30,3.09-6.19
2020-09-04,2020-09-04,Run,381,3.01,1434,7.9402,7.55649,142,3892,249,23.9,20-30,0-3.09
2020-09-02,2020-09-02,Run,456,3.5,1902,9.05714,6.62461,142,1814,377,31.7,30-50,3.09-6.19
2020-09-01,2020-09-01,Run,404,3.1,1594,8.56989,7.00125,142,4288,276,26.566666666666666,20-30,3.09-6.19
2020-08-29,2020-08-29,Run,421,3.20724,1778,9.23951,6.49385,76,5219,349,29.633333333333333,20-30,3.09-6.19
2020-08-28,2020-08-28,Run,199,1.88253,1263,11.1756,5.36883,142,3051,140,21.05,20-30,0-3.09
2020-08-25,2020-08-25,Run,249,2.43445,1388,9.49868,6.31667,142,3759,200,23.133333333333333,20-30,0-3.09
2020-08-24,2020-08-24,Run,108,1.90316,1031,9.02118,6.65101,150,2703,142,17.183333333333334,0-20,0-3.09
2020-08-21,2020-08-21,Run,228,2.2788,1527,11.1549,5.37879,123,3576,188,25.45,20-30,0-3.09
2020-08-19,2020-08-19,Run,418,4.1932,3411,13.5549,4.42643,120,7331,436,56.85,50-100,3.09-6.19
2020-08-18,2020-08-18,Run,300,2.88836,1995,11.5078,5.21384,124,4703,237,33.25,30-50,0-3.09
2020-08-16,2020-08-16,Run,541,5.26198,3129,9.90536,6.05732,121,8416,486,52.15,50-100,3.09-6.19
2020-08-15,2020-08-15,Run,227,2.24318,1294,9.61246,6.2419,127,3477,184,21.566666666666666,20-30,0-3.09
2020-08-14,2020-08-14,Run,228,2.17275,1239,9.49474,6.31929,143,3364,172,20.65,20-30,0-3.09
2020-08-13,2020-08-13,Run,438,4.1942,2507,9.95384,6.02782,148,6733,437,41.78333333333333,30-50,3.09-6.19
2020-08-12,2020-08-12,Run,270,2.62635,1523,9.66021,6.21105,139,4094,220,25.383333333333333,20-30,0-3.09
2020-08-11,2020-08-11,Run,326,2.99495,1647,9.15512,6.55371,149,4476,245,27.45,20-30,0-3.09
2020-08-10,2020-08-10,Run,322,3.09892,1779,9.56569,6.27242,149,4834,268,29.65,20-30,3.09-6.19
2020-08-07,2020-08-07,Run,261,2.00418,1049,8.7216,6.87947,0,2797,153,17.483333333333334,0-20,0-3.09
2020-08-06,2020-08-06,Run,445,3.33938,1927,9.61694,6.23899,0,5057,362,32.11666666666667,30-50,3.09-6.19
2020-08-05,2020-08-05,Run,487,3.67523,2087,9.46746,6.3375,0,5265,403,34.78333333333333,30-50,3.09-6.19
2020-08-04,2020-08-04,Run,467,3.52458,1998,9.44449,6.35291,0,5350,384,33.3,30-50,3.09-6.19
2020-08-03,2020-08-03,Run,393,3.74324,2140,9.52119,6.30173,127,5766,406,35.666666666666664,30-50,3.09-6.19
2020-08-02,2020-08-02,Run,236,2.2376,1302,9.6963,6.18793,127,3499,180,21.7,20-30,0-3.09
2020-08-01,2020-08-01,Run,300,2.67652,1540,9.57699,6.26502,150,4155,226,25.666666666666668,20-30,0-3.09
2020-07-31,2020-07-31,Run,211,1.99807,1135,9.46294,6.34052,153,3047,149,18.916666666666668,0-20,0-3.09
2020-07-30,2020-07-30,Run,439,4.00011,2715,11.3054,5.30717,151,6478,415,45.25,30-50,3.09-6.19
2020-07-28,2020-07-28,Run,328,3.11424,1826,9.76135,6.14669,147,4926,331,30.433333333333334,30-50,3.09-6.19
2020-07-27,2020-07-27,Run,325,3.09108,1669,8.99597,6.66966,160,4501,254,27.816666666666666,20-30,3.09-6.19
2020-07-26,2020-07-26,Run,105,1.68766,998,9.8464,6.0936,152,2635,126,16.633333333333333,0-20,0-3.09
2020-07-24,2020-07-24,Run,312,2.85037,1638,9.57421,6.26684,156,4356,235,27.3,20-30,0-3.09
2020-07-23,2020-07-23,Run,385,3.48464,2070,9.89544,6.0634,159,5564,374,34.5,30-50,3.09-6.19
2020-07-21,2020-07-21,Run,213,2.01571,1122,9.27398,6.46971,151,3008,159,18.7,0-20,0-3.09
2020-07-20,2020-07-20,Run,232,2.05649,1157,9.36545,6.40653,157,3131,166,19.283333333333335,0-20,0-3.09
2020-07-17,2020-07-17,Run,118,1.15564,649,9.35036,6.41686,117,1728,87,10.816666666666666,0-20,0-3.09
2020-07-16,2020-07-16,Run,348,3.3416,1819,9.0707,6.6147,128,4894,364,30.316666666666666,30-50,3.09-6.19
2020-07-16,2020-07-13,Run,412,4.00193,2297,9.56305,6.27415,117,6253,417,38.28333333333333,30-50,3.09-6.19
2020-07-12,2020-07-12,Run,326,3.22346,1807,9.33957,6.42428,130,4845,352,30.116666666666667,30-50,3.09-6.19
2020-07-12,2020-07-10,Run,368,3.42976,2046,9.93849,6.03714,141,5506,371,34.1,30-50,3.09-6.19
2020-07-09,2020-07-09,Run,261,2.61991,1563,9.93407,6.03982,138,4211,215,26.05,20-30,0-3.09
2020-07-08,2020-07-08,Run,266,2.62585,1529,9.69665,6.1877,137,4178,218,25.483333333333334,20-30,0-3.09
2020-07-07,2020-07-07,Walk,104,0.979998,872,14.8299,4.04587,94,1887,48,14.533333333333333,0-20,0-3.09
2020-07-07,2020-07-07,Run,261,2.55559,1390,9.05961,6.6228,144,3798,209,23.166666666666668,20-30,0-3.09
2020-07-03,2020-07-03,Run,378,3.50588,2096,9.96072,6.02366,150,5711,379,34.93333333333333,30-50,3.09-6.19
2020-06-30,2020-06-30,Run,339,3.16702,1809,9.51708,6.30446,130,4963,342,30.15,30-50,3.09-6.19
2020-06-29,2020-06-29,Run,144,1.39681,810,9.65603,6.21373,146,2199,98,13.5,0-20,0-3.09
2020-06-29,2020-06-29,Run,189,1.80542,997,9.19295,6.52674,143,2704,134,16.616666666666667,0-20,0-3.09
2020-06-29,2020-06-29,Run,409,4.01264,2331,9.67935,6.19876,135,6347,419,38.85,30-50,3.09-6.19
2020-06-28,2020-06-28,Run,447,4.33846,2571,9.87126,6.07825,122,6954,447,42.85,30-50,3.09-6.19
2020-06-27,2020-06-27,Walk,33,0.296056,397,22.3259,2.68746,119,652,12,6.616666666666666,0-20,0-3.09
2020-06-27,2020-06-27,Run,535,5.05756,2863,9.42984,6.36278,149,7823,482,47.71666666666667,30-50,3.09-6.19
2020-06-26,2020-06-26,Walk,56,0.827829,969,19.4716,3.08141,80,1752,39,16.15,0-20,0-3.09
2020-06-26,2020-06-26,Run,63,0.581158,325,9.3187,6.43867,123,845,28,5.416666666666667,0-20,0-3.09
2020-06-26,2020-06-26,Walk,44,0.569707,645,18.8457,3.18375,91,1168,27,10.75,0-20,0-3.09
2020-06-26,2020-06-26,Run,321,3.09979,1762,9.46839,6.33688,130,4673,274,29.366666666666667,20-30,3.09-6.19
2020-06-26,2020-06-26,Run,60,0.562272,312,9.24196,6.49213,116,763,26,5.2,0-20,0-3.09
2020-06-25,2020-06-25,Run,496,4.62672,2633,9.48011,6.32904,145,7040,461,43.88333333333333,30-50,3.09-6.19
2020-06-24,2020-06-24,Run,438,4.05847,2187,8.97957,6.68183,150,5907,428,36.45,30-50,3.09-6.19
2020-06-23,2020-06-23,Run,822,7.82053,4546,9.68771,6.19341,130,12387,549,75.76666666666667,50-100,6.19-9.99
2020-06-21,2020-06-21,Walk,96,1.02353,1117,18.1728,3.30163,102,1920,69,18.616666666666667,0-20,0-3.09
2020-06-21,2020-06-21,Run,158,1.57442,815,8.61318,6.96607,144,2205,114,13.583333333333334,0-20,0-3.09
