Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link
2021-06-06,2021-06-06,Run,592,4.48723,4611,17.1109,1,3.50653,63,118,8019,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5827424719
2021-06-05,2021-06-05,Run,541,3.97066,4023,16.8845,1,3.55357,63,119,6954,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5824742239
2021-06-04,2021-06-04,Run,285,2.23902,1267,9.42108,4,6.3687,14,153,3388,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5820608734
2021-06-02,2021-06-02,Run,423,3.09945,1897,10.1981,0,5.88344,457,142,5012,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5814501337
2021-05-31,2021-05-31,Run,411,3.13047,2433,12.9485,0,4.63375,146,133,5499,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5809075714
2021-05-27,2021-05-27,Run,261,1.98602,1025,8.59576,1,6.98018,65,169,2713,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5797564132
2021-06-02,2021-05-26,Run,474,4.84696,5638,19.3839,1,3.09536,58,142,4317,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5814501553
2021-05-06,2021-05-06,Run,416,3.1,1821,9.79032,0,6.1285,0,142,4831,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5738550850
2021-05-02,2021-05-02,Run,634,4.06368,3623,14.8536,1,4.03941,61,148,7027,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5725985686
2021-04-26,2021-04-26,Run,674,4.99966,3002,10.0066,1,5.99606,44,156,8118,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5706115867
2021-04-24,2021-04-24,Run,1471,10.0029,6605,11.0046,1,5.45228,62,152,17517,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5700582346
2021-04-21,2021-04-21,Run,1928,13.4816,10191,12.5978,0,4.76272,126,144,22719,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5692867222
2021-04-19,2021-04-19,Run,1264,8.54898,5659,11.0284,3,5.44048,21,159,14495,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5686813231
2021-04-18,2021-04-18,Run,404,3.1,1605,8.62903,0,6.95327,0,142,4314,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5683027252
2021-04-17,2021-04-17,Run,260,2.0,1065,8.875,0,6.76056,0,142,2854,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5679922159
2021-04-16,2021-04-16,Run,427,3.1,1948,10.4731,0,5.72895,0,142,5135,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5675504656
2021-04-16,2021-04-16,Run,407,3.1,1720,9.24731,0,6.48837,0,142,4590,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5675502568
2021-04-14,2021-04-14,Run,412,3.1,1776,9.54839,0,6.28378,0,142,4723,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5669620489
2021-04-12,2021-04-12,Run,399,1.8785,4911,43.5616,2,1.37736,32,100,3534,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5663611636
2021-04-12,2021-04-12,Run,184,1.36683,793,9.65086,3,6.21706,24,157,2059,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5663310526
2021-04-09,2021-04-09,Run,110,0.765194,447,9.6921,3,6.19061,18,131,1199,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5653608454
2021-04-09,2021-04-09,Run,234,1.77599,1076,10.0933,4,5.94455,16,122,2853,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5653433692
2021-04-14,2021-04-07,Run,1052,7.75998,4668,10.0333,0,5.98007,0,144,12717,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5669620570
2021-04-06,2021-04-06,Run,417,3.10288,1778,9.54722,1,6.28455,70,165,4720,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5643560545
2021-04-04,2021-04-04,Run,415,3.1,1808,9.72043,0,6.17257,0,142,4800,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5637856078
2021-04-03,2021-04-03,Run,421,3.1,1874,10.0753,0,5.95518,0,142,4958,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5635561888
2021-04-01,2021-04-01,Run,389,2.8,1800,10.7143,0,5.6,0,142,4735,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5628141628
2021-03-31,2021-03-31,Run,597,4.45565,3355,12.5495,0,4.78106,121,142,7762,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5625098086
2021-03-27,2021-03-27,Indoor Run / Jog,444,3.19,2053,10.7262,0,5.59377,0,142,7058,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5613685903
2021-03-23,2021-03-23,Run,369,2.65921,1830,11.4639,1,5.2338,48,152,4449,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5598766606
2021-03-21,2021-03-21,Run,621,4.36085,3386,12.9381,8,4.63748,8,148,7572,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5592731101
2021-03-20,2021-03-20,Run,744,4.96705,3969,13.3129,1,4.50692,55,149,8713,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5589864511
2021-03-18,2021-03-18,Indoor Run / Jog,398,2.9,1800,10.3448,0,5.8,0,142,6417,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5582637859
2021-03-17,2021-03-17,Run,616,4.14472,2619,10.5243,1,5.70107,58,164,6998,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5579410186
2021-03-16,2021-03-16,Run,498,3.11139,2134,11.4299,0,5.2494,130,158,5416,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5575999600
2021-03-14,2021-03-14,Run,416,3.11,2352,12.6045,0,4.7602,0,142,6103,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5571122062
2021-03-13,2021-03-13,Run,400,3.1,2476,13.3118,0,4.50727,0,142,6398,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5568005278
2021-01-12,2021-01-12,Run,410,3.1,1745,9.38172,0,6.39542,0,142,4649,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5339670910
2021-01-10,2021-01-10,Run,411,3.1,1766,9.49462,0,6.31937,0,142,4700,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5329317541
2021-01-10,2021-01-09,Run,415,3.1,1809,9.72581,0,6.16915,0,142,4802,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5329321264
2021-01-02,2021-01-02,Run,412,3.12,1749,9.34295,0,6.42196,0,142,4662,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5248872100
2020-12-27,2020-12-27,Run,410,3.15417,2491,13.1623,0,4.55848,601,142,5378,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5215797295
2020-12-06,2020-12-06,Run,539,4.02,2358,9.77613,0,6.1374,0,142,8895,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5081741761
2020-11-28,2020-11-28,Run,403,3.1,1674,9.0,0,6.66667,0,142,6859,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5040101344
2020-12-27,2020-11-26,Run,501,3.72999,2196,9.81667,0,6.11205,0,143,6121,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5215588570
2020-11-23,2020-11-23,Run,841,6.20161,3733,10.03,1,5.98208,62,157,10044,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5010545971
2020-11-22,2020-11-22,Run,434,3.34,1800,8.98204,0,6.68,0,142,4818,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5005622953
2020-11-21,2020-11-21,Run,987,7.5,4183,9.29556,0,6.4547,0,142,9761,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4997981974
2020-11-19,2020-11-19,Run,403,3.1,1632,8.77419,0,6.83824,0,142,4379,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4984145680
2020-11-17,2020-11-17,Run,881,6.19,4204,11.3193,0,5.30067,0,142,11005,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4974868786
2020-11-04,2020-11-04,Run,866,6.06188,3678,9.99589,2,6.00247,32,164,9863,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4820885734
2020-11-03,2020-11-03,Machine Workout,304,4.5,2640,9.77778,0,6.13636,0,142,9957,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4815900355
2020-11-01,2020-11-01,Run,407,3.1,1721,9.25269,0,6.4846,0,142,4592,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4809741217
2020-10-31,2020-10-31,Run,402,3.1,1581,8.5,0,7.05882,0,142,4257,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4805442343
2020-10-31,2020-10-30,Run,355,2.5,1695,11.3,0,5.30973,0,142,4438,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4805443468
2020-10-16,2020-10-16,Run,1519,10.8782,7059,10.8147,1,5.54798,78,142,18553,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4765508794
2020-10-15,2020-10-15,Run,418,3.09931,1840,9.8894,1,6.0671,60,142,4980,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4762812637
2020-10-11,2020-10-11,Run,813,6.57769,5424,13.7419,0,4.36622,1854,127,11855,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4752438949
2020-10-09,2020-10-09,Run,851,6.47,3600,9.27357,0,6.47,0,142,9603,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4745953696
2020-10-08,2020-10-08,Run,482,3.85071,2065,8.92966,0,6.71918,145,144,5697,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4742914714
2020-10-07,2020-10-07,Run,909,6.98,3600,8.59599,0,6.98,0,142,9681,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4739726770
2020-10-06,2020-10-06,Run,525,4.0,2207,9.19583,0,6.52469,0,142,5892,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4735799008
2020-10-07,2020-10-04,Run,395,3.1,1501,8.06989,0,7.43504,0,142,4066,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4739725510
2020-10-03,2020-10-03,Run,552,4.28983,2391,9.28815,1,6.45984,71,155,6455,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4727520010
2020-10-01,2020-10-01,Run,649,5.0,2688,8.96,0,6.69643,0,142,7196,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4720747723
2020-09-29,2020-09-29,Run,782,6.00658,4734,13.1332,0,4.56856,224,142,10584,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4714489834
2020-09-28,2020-09-28,Run,521,4.01522,2138,8.86738,1,6.76638,67,164,5806,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4711288912
2020-09-26,2020-09-26,Run,903,6.94,3600,8.64553,0,6.94,0,142,9675,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4705831252
2020-09-25,2020-09-25,Run,872,6.71,3601,8.94436,0,6.70814,0,142,9642,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4703601604
2020-09-23,2020-09-23,Run,1318,10.06,5537,9.17329,0,6.54073,0,142,14787,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4698019450
2020-09-21,2020-09-21,Run,387,3.1,1446,7.77419,0,7.71784,0,142,3934,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4691865073
2020-09-20,2020-09-20,Run,513,5.17345,3460,11.1429,0,5.38457,383,146,8503,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4690365796
2020-09-17,2020-09-17,Run,408,3.01,1807,10.0055,0,5.99668,0,142,4784,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4681660330
2020-09-16,2020-09-16,Run,824,6.14,3600,9.77199,0,6.14,0,142,9552,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4678964659
2020-09-14,2020-09-14,Run,881,6.78,3600,8.84956,0,6.78,0,142,9651,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4672281322
2020-09-13,2020-09-13,Run,398,3.1,1537,8.26344,0,7.2609,0,142,4152,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4669456663
2020-09-10,2020-09-10,Run,1308,10.07,5391,8.92254,0,6.72454,0,142,14439,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4662545827
2020-09-07,2020-09-07,Run,337,3.09786,1749,9.40375,1,6.38044,61,163,4696,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4654873192
2020-09-06,2020-09-06,Run,328,3.09967,1787,9.59976,1,6.25016,58,161,4819,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4652419447
2020-09-04,2020-09-04,Run,381,3.01,1434,7.9402,0,7.55649,0,142,3892,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4646264152
2020-09-02,2020-09-02,Run,456,3.5,1902,9.05714,0,6.62461,0,142,1814,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4640741869
2020-09-01,2020-09-01,Run,404,3.1,1594,8.56989,0,7.00125,0,142,4288,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4637769910
2020-08-29,2020-08-29,Run,421,3.20724,1778,9.23951,2,6.49385,37,76,5219,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4630791502
2020-08-28,2020-08-28,Run,199,1.88253,1263,11.1756,2,5.36883,32,142,3051,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4626976201
2020-08-25,2020-08-25,Run,249,2.43445,1388,9.49868,1,6.31667,62,142,3759,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4618409722
2020-08-24,2020-08-24,Run,108,1.90316,1031,9.02118,1,6.65101,69,150,2703,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4617153169
2020-08-21,2020-08-21,Run,228,2.2788,1527,11.1549,1,5.37879,82,123,3576,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4608575953
2020-08-19,2020-08-19,Run,418,4.1932,3411,13.5549,1,4.42643,89,120,7331,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4602825814
2020-08-18,2020-08-18,Run,300,2.88836,1995,11.5078,1,5.21384,57,124,4703,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4599905488
2020-08-16,2020-08-16,Run,541,5.26198,3129,9.90536,1,6.05732,75,121,8416,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4593270355
2020-08-15,2020-08-15,Run,227,2.24318,1294,9.61246,1,6.2419,60,127,3477,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4591184752
2020-08-14,2020-08-14,Run,228,2.17275,1239,9.49474,1,6.31929,63,143,3364,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4588535962
2020-08-13,2020-08-13,Run,438,4.1942,2507,9.95384,1,6.02782,62,148,6733,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4585804333
2020-08-12,2020-08-12,Run,270,2.62635,1523,9.66021,1,6.21105,60,139,4094,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4582542232
2020-08-11,2020-08-11,Run,326,2.99495,1647,9.15512,1,6.55371,69,149,4476,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4579501318
2020-08-10,2020-08-10,Run,322,3.09892,1779,9.56569,1,6.27242,53,149,4834,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4576451878
2020-08-07,2020-08-07,Run,261,2.00418,1049,8.7216,0,6.87947,192,142,2797,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4567769449
2020-08-06,2020-08-06,Run,445,3.33938,1927,9.61694,1,6.23899,49,142,5057,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4565029267
2020-08-05,2020-08-05,Run,487,3.67523,2087,9.46746,1,6.3375,68,142,5265,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4561616683
2020-08-04,2020-08-04,Run,467,3.52458,1998,9.44449,1,6.35291,69,142,5350,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4558507642
2020-08-03,2020-08-03,Run,393,3.74324,2140,9.52119,1,6.30173,63,127,5766,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4555357261
2020-08-02,2020-08-02,Run,236,2.2376,1302,9.6963,1,6.18793,53,127,3499,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4553343865
2020-08-01,2020-08-01,Run,300,2.67652,1540,9.57699,1,6.26502,67,150,4155,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4550939851
2020-07-31,2020-07-31,Run,211,1.99807,1135,9.46294,1,6.34052,53,153,3047,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4547327524
2020-07-30,2020-07-30,Run,439,4.00011,2715,11.3054,1,5.30717,57,151,6478,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4544416318
2020-07-28,2020-07-28,Run,328,3.11424,1826,9.76135,1,6.14669,65,147,4926,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4537667767
2020-07-27,2020-07-27,Run,325,3.09108,1669,8.99597,1,6.66966,57,160,4501,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4534136092
2020-07-26,2020-07-26,Run,105,1.68766,998,9.8464,1,6.0936,41,152,2635,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4532127631
2020-07-24,2020-07-24,Run,312,2.85037,1638,9.57421,1,6.26684,65,156,4356,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4526617765
2020-07-23,2020-07-23,Run,385,3.48464,2070,9.89544,1,6.0634,58,159,5564,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4524051922
2020-07-21,2020-07-21,Run,213,2.01571,1122,9.27398,0,6.46971,137,151,3008,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4517769403
2020-07-20,2020-07-20,Run,232,2.05649,1157,9.36545,1,6.40653,52,157,3131,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4514450527
2020-07-17,2020-07-17,Run,118,1.15564,649,9.35036,5,6.41686,13,117,1728,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4506213121
2020-07-16,2020-07-16,Run,348,3.3416,1819,9.0707,6,6.6147,10,128,4894,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4503101299
2020-07-16,2020-07-13,Run,412,4.00193,2297,9.56305,5,6.27415,13,117,6253,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4502988544
2020-07-12,2020-07-12,Run,326,3.22346,1807,9.33957,1,6.42428,64,130,4845,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4491636484
2020-07-12,2020-07-10,Run,368,3.42976,2046,9.93849,1,6.03714,60,141,5506,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4491474610
2020-07-09,2020-07-09,Run,261,2.61991,1563,9.93407,1,6.03982,61,138,4211,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4482698968
2020-07-08,2020-07-08,Run,266,2.62585,1529,9.69665,1,6.1877,54,137,4178,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4479521377
2020-07-07,2020-07-07,Walk,104,0.979998,872,14.8299,2,4.04587,28,94,1887,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4478306329
2020-07-07,2020-07-07,Run,261,2.55559,1390,9.05961,1,6.6228,55,144,3798,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4477803571
2020-07-03,2020-07-03,Run,378,3.50588,2096,9.96072,1,6.02366,96,150,5711,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4465623655
2020-06-30,2020-06-30,Run,339,3.16702,1809,9.51708,1,6.30446,67,130,4963,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4454751304
2020-06-29,2020-06-29,Run,144,1.39681,810,9.65603,2,6.21373,25,146,2199,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4453005238
2020-06-29,2020-06-29,Run,189,1.80542,997,9.19295,1,6.52674,53,143,2704,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4452900775
2020-06-29,2020-06-29,Run,409,4.01264,2331,9.67935,1,6.19876,42,135,6347,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4451193496
2020-06-28,2020-06-28,Run,447,4.33846,2571,9.87126,1,6.07825,58,122,6954,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4449333193
2020-06-27,2020-06-27,Walk,33,0.296056,397,22.3259,3,2.68746,23,119,652,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4446185599
2020-06-27,2020-06-27,Run,535,5.05756,2863,9.42984,1,6.36278,69,149,7823,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4446156157
2020-06-26,2020-06-26,Walk,56,0.827829,969,19.4716,2,3.08141,30,80,1752,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4443957787
2020-06-26,2020-06-26,Run,63,0.581158,325,9.3187,1,6.43867,65,123,845,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4443926023
2020-06-26,2020-06-26,Walk,44,0.569707,645,18.8457,3,3.18375,21,91,1168,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4443914515
2020-06-26,2020-06-26,Run,321,3.09979,1762,9.46839,5,6.33688,12,130,4673,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4443893611
2020-06-26,2020-06-26,Run,60,0.562272,312,9.24196,3,6.49213,22,116,763,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4442627593
2020-06-25,2020-06-25,Run,496,4.62672,2633,9.48011,0,6.32904,135,145,7040,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4440427531
2020-06-24,2020-06-24,Run,438,4.05847,2187,8.97957,1,6.68183,45,150,5907,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4436860714
2020-06-23,2020-06-23,Run,822,7.82053,4546,9.68771,1,6.19341,48,130,12387,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4432518508
2020-06-21,2020-06-21,Walk,96,1.02353,1117,18.1728,2,3.30163,33,102,1920,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4426923889
2020-06-21,2020-06-21,Run,158,1.57442,815,8.61318,2,6.96607,24,144,2205,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4426877830
2020-06-20,2020-06-20,Run,517,5.01727,2964,9.84221,7,6.09619,9,129,7906,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4423975759
2020-06-19,2020-06-19,Run,518,4.74585,2816,9.8859,1,6.06925,87,148,7597,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4419912247
2020-06-18,2020-06-18,Walk,89,0.909091,1078,19.7415,8,3.03929,8,112,1587,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4418097295
2020-06-18,2020-06-18,Run,238,2.19627,1309,9.9233,7,6.04638,9,155,3454,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4418046862
2020-06-16,2020-06-16,Run,291,2.81977,1553,9.17202,1,6.54164,69,150,4146,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4411208389
2020-06-15,2020-06-15,Run,426,4.01711,2285,9.47501,1,6.33245,48,148,6202,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4405216552
2020-06-14,2020-06-14,Walk,311,2.99999,2717,15.0944,2,3.97497,30,87,3244,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4404176860
2020-06-14,2020-06-14,Run,754,7.02046,4187,9.93737,1,6.03782,68,151,11262,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4403462743
2020-06-14,2020-06-11,Run,797,7.26269,4140,9.49896,1,6.31648,52,154,11214,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4403276296
2020-06-08,2020-06-08,Run,439,4.01531,2317,9.61371,7,6.24109,8,151,6298,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4380464041
2020-06-07,2020-06-07,Run,152,1.09927,691,10.4635,1,5.7342,44,154,1863,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4377808825
2020-06-07,2020-06-07,Walk,23,0.24119,290,20.0012,17,2.99982,4,115,514,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4377756394
2020-06-07,2020-06-07,Run,256,1.99837,982,8.19148,1,7.32469,73,142,2685,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4377733381
2020-06-06,2020-06-06,Walk,118,1.20381,1506,20.5104,10,2.92534,6,114,2428,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4375088749
2020-06-06,2020-06-06,Run,584,5.33115,3167,9.89998,1,6.06062,49,153,8442,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4375020739
2020-06-05,2020-06-05,Walk,26,0.265723,322,20.1363,8,2.9797,7,117,558,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4372292038
2020-06-05,2020-06-05,Run,266,2.26711,1451,10.6561,8,5.63056,7,153,3893,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/4372278406
