Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (mi),Workout Time (seconds),Avg Pace (min/mi),Max Pace,Avg Speed (mi/h),Max Speed,Avg Heart Rate,Steps,Notes,Source,Link
2022-02-28,2022-03-01,Run,1464,10.51,6776,10.7453,0,5.58383,0,142,18259,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6420580498
2022-02-27,2022-02-27,Run,824,6.2,3548,9.53763,0,6.29087,0,142,9437,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6418309351
2022-02-27,2022-02-27,Run,791,5.75,3600,10.4348,0,5.75,0,142,9493,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6416411878
2022-02-22,2022-02-23,Run,404,3.1,1600,8.60215,0,6.975,0,142,4303,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6409595890
2022-02-21,2022-02-21,Walk,487,4.07453,4837,19.7728,0,3.03447,157,100,5841,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6406223656
2022-02-21,2022-02-21,Run,475,3.60654,2071,9.56704,1,6.27153,64,161,5569,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6406053613
2022-02-19,2022-02-17,Run,403,3.1,1620,8.70968,0,6.88889,0,142,4350,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6402870877
2022-02-19,2022-02-16,Run,265,2.0,1132,9.43333,0,6.36042,0,142,3014,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6402870073
2022-02-13,2022-02-13,Run,403,3.1,1611,8.66129,0,6.92737,0,142,4329,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6391806598
2022-02-12,2022-02-12,Run,411,3.1,1767,9.5,0,6.31579,0,142,4702,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6390010483
2022-02-12,2022-02-11,Run,403,3.1,1641,8.82258,0,6.80073,0,142,4401,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6390011467
2022-02-12,2022-02-10,Run,397,3.1,1521,8.17742,0,7.33728,0,142,4114,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6390012181
2022-02-02,2022-02-02,Run,399,3.10459,1722,9.24186,2,6.4922,39,151,4592,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6369855043
2022-02-01,2022-02-01,Run,400,3.1077,1718,9.21152,0,6.51358,146,150,4610,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6367769863
2022-01-31,2022-01-31,Run,54,0.440799,219,8.25808,4,7.26561,14,156,576,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6365763724
2022-01-31,2022-01-31,Run,287,2.23328,1172,8.7371,4,6.86726,15,156,3126,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6365707822
2022-01-30,2022-01-30,Run,416,3.2,1707,8.89062,0,6.74868,0,142,4574,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6364271773
2022-01-29,2022-01-29,Run,455,3.29,2359,11.9504,0,5.02077,0,142,6147,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6362564272
2022-01-26,2022-01-26,Run,404,3.10535,1727,9.26428,0,6.47649,134,160,4630,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6356587606
2022-01-25,2022-01-26,Run,403,3.1,1610,8.65591,0,6.93168,0,142,4326,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6356066179
2022-01-23,2022-01-23,Run,404,3.1,1599,8.59677,0,6.97936,0,142,4300,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6351211903
2022-01-22,2022-01-22,Run,403,3.1,1647,8.85484,0,6.77596,0,142,4415,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6348825211
2022-01-22,2022-01-20,Run,345,2.5,1578,10.52,0,5.70342,0,142,5532,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6348824773
2022-01-18,2022-01-18,Walk,244,1.71222,2547,24.766,1,2.42268,67,94,3313,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6340676683
2022-01-18,2022-01-18,Run,292,2.23836,1331,9.90469,0,6.05773,140,146,3526,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6340597927
2022-01-17,2022-01-17,Run,839,6.2,3720,10.0,0,6.0,0,142,9849,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6339707425
2022-01-15,2022-01-15,Run,403,3.1,1672,8.98925,0,6.67464,0,142,4475,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6335764639
2022-01-13,2022-01-13,Run,401,3.10137,1775,9.53308,0,6.29387,136,150,4736,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6330806437
2022-01-12,2022-01-12,Run,408,3.10493,1821,9.76737,1,6.14291,60,154,4852,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6328739791
2022-01-11,2022-01-11,Run,827,6.20239,3703,9.94831,1,6.03118,62,156,9778,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6326766943
2022-01-10,2022-01-10,Run,403,3.1,1647,8.85484,32,6.77596,2,158,4217,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6326144416
2022-01-09,2022-01-09,Walk,394,2.68793,3130,19.4021,1,3.09245,69,106,5453,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6323628484
2022-01-09,2022-01-09,Run,344,2.67208,1485,9.25718,4,6.48145,14,157,3932,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6323535175
2022-01-09,2022-01-08,Run,406,3.1,1704,9.16129,0,6.5493,0,142,4551,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6323473642
2022-01-03,2022-01-03,Run,404,3.1,1599,8.59677,0,6.97936,0,142,4300,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6312478354
2022-01-01,2022-01-01,Run,402,3.1,1575,8.46774,0,7.08571,0,142,4243,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6308745433
2021-12-31,2021-12-31,Run,397,3.1,1521,8.17742,0,7.33728,0,142,4114,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6306749530
2021-12-29,2021-12-29,Run,405,3.1,1692,9.09677,0,6.59574,0,142,4523,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6304025011
2021-12-29,2021-12-28,Run,411,3.1,1760,9.46237,0,6.34091,0,142,4685,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6304025116
2021-12-29,2021-12-27,Run,404,3.1,1686,9.06452,0,6.61922,0,142,4508,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6304025392
2021-12-23,2021-12-23,Run,816,6.20212,3744,10.0576,0,5.96566,134,151,9888,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6294357232
2021-12-22,2021-12-22,Run,720,6.20107,3633,9.76251,1,6.14596,75,149,9628,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6292982455
2021-12-21,2021-12-20,Run,448,3.23,2058,10.6192,0,5.65015,0,142,5418,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6291245980
2021-12-18,2021-12-18,Run,821,6.18364,3397,9.15475,1,6.55397,43,163,9059,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6288004690
2021-12-16,2021-12-16,Run,401,3.1048,1717,9.20924,7,6.5152,9,149,4535,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6284245765
2021-12-15,2021-12-15,Run,403,3.1,1642,8.82796,0,6.79659,0,142,4403,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6283520806
2021-12-15,2021-12-14,Run,405,3.1,1690,9.08602,0,6.60355,0,142,4518,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6283521190
2021-12-13,2021-12-13,Run,410,3.07307,1774,9.61835,0,6.23807,141,142,4702,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6279239725
2021-12-10,2021-12-10,Run,870,6.20368,3890,10.4484,0,5.74251,125,148,10214,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6274746847
2021-12-09,2021-12-09,Run,399,3.1056,1743,9.34827,1,6.4183,45,156,4610,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6273255502
2021-12-05,2021-12-05,Run,1876,13.13,9540,12.1087,1,4.95512,44,148,22488,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6266963680
2021-12-04,2021-12-04,Run,829,6.2,3600,9.67742,0,6.2,0,142,9562,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6266032000
2021-12-03,2021-12-03,Run,852,6.20721,3784,10.1547,0,5.9086,130,157,9940,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6263458036
2021-12-02,2021-12-02,Run,460,3.57864,2187,10.181,1,5.89334,57,150,5802,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6261701866
2021-12-01,2021-12-01,Run,866,6.21259,3840,10.3003,1,5.82506,56,159,10188,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6259875835
2021-12-02,2021-11-30,Run,420,3.1,2292,12.3226,0,4.86911,0,142,5958,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6261741850
2021-11-28,2021-11-28,Run,386,2.79223,1799,10.7295,1,5.59205,46,159,4505,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6255262927
2021-11-23,2021-11-23,Run,674,5.0,2966,9.88667,0,6.06878,0,142,7861,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6246150541
2021-11-22,2021-11-22,Run,400,3.10988,1783,9.55207,5,6.28136,13,150,4789,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6244334491
2021-11-20,2021-11-20,Run,410,3.1,1748,9.39785,0,6.38444,0,142,4656,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6242020141
2021-11-17,2021-11-17,Run,408,3.1,1723,9.26344,0,6.47708,0,142,4597,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6236784922
2021-11-17,2021-11-16,Run,416,3.1,1818,9.77419,0,6.13861,0,142,4824,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6236785378
2021-11-15,2021-11-15,Run,421,3.18,1800,9.43396,0,6.36,0,142,4793,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6231187741
2021-11-14,2021-11-14,Run,837,6.3,3600,9.52381,0,6.3,0,142,9577,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6230450374
2021-11-13,2021-11-13,Run,834,6.26,3600,9.58466,0,6.26,0,142,9571,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6228459844
2021-11-12,2021-11-12,Run,421,3.1,1872,10.0645,0,5.96154,0,142,4953,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6226689679
2021-11-11,2021-11-11,Run,651,5.0,2582,8.60667,0,6.97134,0,142,6943,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6223423990
2021-11-11,2021-11-10,Run,406,3.1,1703,9.15591,0,6.55314,0,142,4549,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6223424464
2021-11-10,2021-11-10,Run,403,3.13794,1806,9.58785,0,6.25792,138,156,4804,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6221848678
2021-11-04,2021-11-04,Run,403,3.1,1674,9.0,0,6.66667,0,142,4479,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6209650798
2021-10-30,2021-10-30,Run,404,3.1,1683,9.04839,0,6.63102,0,142,4501,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6200459764
2021-10-23,2021-10-23,Run,412,3.1,1777,9.55376,0,6.28025,0,142,4726,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6186526618
2021-10-16,2021-10-16,Run,1351,10.0009,5964,9.93766,0,6.03764,131,154,16017,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6171039859
2021-10-17,2021-10-15,Run,402,3.1,1577,8.47849,0,7.07673,0,142,4247,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6172882003
2021-10-14,2021-10-14,Run,457,3.56526,2081,9.72519,3,6.16954,23,143,5598,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6166491067
2021-10-13,2021-10-13,Run,456,3.55868,2072,9.70043,0,6.18529,137,146,5526,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6164231821
2021-10-12,2021-10-12,Run,363,2.49986,1450,9.66282,8,6.20937,8,154,3876,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6161847919
2021-10-11,2021-10-11,Run,396,3.1,1516,8.15054,0,7.36148,0,142,4102,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6161229094
2021-10-09,2021-10-09,Run,437,3.08652,1572,8.48664,2,7.06993,25,165,4217,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6155213506
2021-10-06,2021-10-06,Run,403,3.10499,1800,9.6603,6,6.21099,11,148,4796,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6148161043
2021-10-05,2021-10-05,Run,400,3.1,1557,8.37097,0,7.16763,0,142,4200,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6146101549
2021-10-03,2021-10-03,Run,402,3.1,1581,8.5,0,7.05882,0,142,4257,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6141257416
2021-10-03,2021-10-02,Run,403,3.1,1630,8.76344,0,6.84663,0,142,4374,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6141256813
2021-09-28,2021-09-28,Run,603,4.39982,2573,9.74253,1,6.15857,67,153,6816,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6128932084
2021-09-27,2021-09-27,Run,457,3.56663,2012,9.39806,1,6.38429,63,150,5405,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6126494764
2021-09-26,2021-09-26,Run,520,4.0,2135,8.89583,0,6.74473,0,142,5720,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6124567888
2021-09-25,2021-09-25,Run,521,4.0,2164,9.01667,0,6.65434,0,142,5790,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6122395927
2021-09-24,2021-09-24,Run,494,3.55645,2015,9.43889,4,6.35668,14,161,5340,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6119313610
2021-09-23,2021-09-23,Run,469,3.55639,2143,10.0388,2,5.97681,25,146,5720,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6116894062
2021-09-17,2021-09-17,Run,415,3.1,1809,9.72581,0,6.16915,0,142,4802,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6102967498
2021-09-16,2021-09-17,Run,407,3.1,1719,9.24194,0,6.49215,0,142,4587,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6101237071
2021-09-13,2021-09-13,Run,449,3.50219,2021,9.61438,0,6.24065,139,148,5376,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6090886243
2021-09-13,2021-09-12,Run,420,3.1,1864,10.0215,0,5.98712,0,142,4934,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6090890317
2021-09-13,2021-09-11,Run,419,3.1,1854,9.96774,0,6.01942,0,142,4910,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6090889261
2021-09-09,2021-09-09,Walk,91,0.602201,797,21.9492,14,2.73358,4,111,1219,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6080732191
2021-09-09,2021-09-09,Run,925,6.24483,3855,10.2873,1,5.83242,58,148,10228,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6080689447
2021-09-06,2021-09-06,Walk,355,2.33338,3387,24.1583,1,2.48362,75,105,4560,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6073275073
2021-09-06,2021-09-06,Run,320,2.46707,1461,9.86528,1,6.08194,64,146,3878,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6073098730
2021-09-05,2021-09-04,Walk,309,2.61999,2210,14.0585,1,4.26787,68,81,5348,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6070334725
2021-09-04,2021-09-04,Run,344,2.47592,1458,9.80986,1,6.1163,61,150,3865,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6067992841
2021-09-03,2021-09-03,Run,550,4.00039,2367,9.85701,3,6.08704,21,155,6331,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6064529734
2021-09-01,2021-09-01,Run,412,3.10235,1818,9.7638,0,6.14515,142,157,4864,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6059180914
2021-08-31,2021-08-31,Run,453,3.55837,2043,9.56249,5,6.27452,12,150,5471,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6056438434
2021-08-29,2021-08-29,Run,416,3.10555,1787,9.58815,1,6.25772,70,156,4710,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6052229692
2021-08-28,2021-08-28,Run,420,3.10344,1815,9.74116,1,6.15943,50,157,4786,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6049912678
2021-08-26,2021-08-26,Run,1055,7.50194,4672,10.377,0,5.78201,123,152,12445,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6043879318
2021-08-25,2021-08-25,Run,399,3.1038,1748,9.38351,0,6.39419,529,150,4658,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6041041642
2021-08-24,2021-08-24,Run,410,3.10129,1761,9.45544,8,6.34555,8,157,4707,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6038308342
2021-08-22,2021-08-22,Walk,357,2.41854,2756,18.98,1,3.16123,69,133,4938,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6033673897
2021-08-22,2021-08-22,Run,570,3.91673,2400,10.2098,1,5.87672,57,157,6333,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6033538990
2021-08-21,2021-08-21,Walk,224,1.62582,1825,18.7035,2,3.20795,34,132,3306,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6031536376
2021-08-21,2021-08-21,Run,31,0.246179,149,9.98081,1,6.01154,55,163,375,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6031466629
2021-08-21,2021-08-21,Walk,41,0.285085,392,22.8729,3,2.6232,23,139,654,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6031459774
2021-08-21,2021-08-21,Run,348,2.4372,1467,10.0281,1,5.98317,59,162,3876,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6031443100
2021-08-20,2021-08-20,Run,882,6.39987,4016,10.456,0,5.73836,1807,148,10673,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6027934603
2021-08-18,2021-08-18,Run,427,3.2685,1870,9.52893,1,6.29661,51,159,4958,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6022695340
2021-08-17,2021-08-17,Run,409,3.1021,1868,10.0259,1,5.98448,53,144,4909,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6019900291
2021-08-16,2021-08-16,Walk,301,2.89999,2607,14.9833,1,4.00445,70,103,1053,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6018416308
2021-08-16,2021-08-16,Run,419,3.10122,1913,10.2716,3,5.84133,23,148,5065,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6017111452
2021-08-15,2021-08-15,Walk,152,1.03783,2851,45.779,3,1.31065,20,106,772,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6014856847
2021-08-15,2021-08-15,Run,405,3.10412,1849,9.92175,5,6.04732,12,151,4939,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6014712283
2021-08-14,2021-08-14,Indoor Run / Jog,351,1.77948,2208,20.0024,15,2.99964,4,126,3755,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6013117978
2021-08-14,2021-08-14,Run,388,3.10143,1847,9.92647,1,6.04444,51,161,4934,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6013048342
2021-08-12,2021-08-12,Run,453,3.10141,1880,10.101,1,5.94001,57,156,5011,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6007678237
2021-08-11,2021-08-11,Run,424,3.09832,1837,9.87234,6,6.07759,11,159,4849,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6005081575
2021-08-09,2021-08-09,Walk,449,4.36999,4194,15.9954,4,3.75107,13,112,561,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/6001408984
2021-08-09,2021-08-09,Run,422,3.10515,1893,10.1576,1,5.90693,77,145,5032,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5999352568
2021-08-08,2021-08-08,Walk,143,1.01291,1214,19.9443,2,3.00838,28,121,2116,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5997991504
2021-08-08,2021-08-08,Run,476,3.10458,1852,9.93634,1,6.03844,59,151,4884,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5997949381
2021-08-07,2021-08-07,Walk,266,1.79562,2077,19.2681,0,3.11396,254,120,3700,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5995387702
2021-08-07,2021-08-07,Run,419,3.09676,1900,10.2149,1,5.87377,60,155,5043,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5995310374
2021-08-05,2021-08-05,Walk,125,0.82676,1053,21.1961,1,2.8307,78,118,1709,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5989463482
2021-08-05,2021-08-05,Run,477,3.49952,2153,10.2485,1,5.85454,53,152,5761,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5989413664
2021-08-04,2021-08-04,Run,418,3.11619,1888,10.0941,1,5.94409,120,155,5010,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5986562629
2021-08-03,2021-08-03,Walk,284,1.99305,2338,19.3782,3,3.09626,24,109,3767,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5983523608
2021-08-03,2021-08-03,Run,368,2.82903,1758,10.3568,1,5.7933,43,146,4596,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5983287310
2021-08-02,2021-08-02,Walk,112,0.730137,1182,26.9728,12,2.22447,5,114,1529,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5980421452
2021-08-02,2021-08-02,Run,282,2.02293,1243,10.2373,4,5.8609,17,158,3299,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5980363096
2021-08-02,2021-08-01,Walk,280,2.06988,2242,18.0545,2,3.32328,34,131,4051,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5980297666
2021-08-01,2021-08-01,Run,254,2.0111,1187,9.83603,1,6.10002,50,160,3126,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5978676610
2021-07-29,2021-07-29,Run,512,3.61858,2310,10.6399,8,5.63914,7,162,6041,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5970244117
2021-07-17,2021-07-17,Run,414,3.1,1798,9.66667,0,6.2069,0,142,4776,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5939171350
2021-07-11,2021-07-11,Walk,275,1.97196,2061,17.4076,1,3.44677,65,109,3809,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5923458160
2021-07-11,2021-07-11,Run,540,4.01396,2587,10.7375,1,5.58792,52,142,6834,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5923369033
2021-07-08,2021-07-08,Run,406,3.10194,1850,9.93376,1,6.04001,56,158,4894,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5915886718
2021-07-06,2021-07-06,Run,402,3.10971,1895,10.1544,0,5.90877,122,155,5029,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5910130240
2021-07-03,2021-07-03,Run,337,2.59691,1555,9.97261,1,6.01648,52,161,4128,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5903011576
2021-07-01,2021-07-01,Run,427,3.10826,1945,10.4214,0,5.75738,396,159,5139,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5897288332
2021-06-29,2021-06-29,Run,407,3.10805,1866,10.0011,1,5.99936,54,156,4916,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5891702641
2021-06-25,2021-06-25,Indoor Run / Jog,403,3.1,1669,8.97312,0,6.68664,0,142,6859,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5881205146
2021-06-21,2021-06-21,Run,334,2.42898,1796,12.3154,1,4.87195,63,139,4016,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5869199218
2021-06-15,2021-06-15,Run,518,4.30021,2531,9.80622,1,6.11857,70,162,6368,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5852597005
2021-06-14,2021-06-14,Run,393,3.10181,1815,9.74456,1,6.15728,54,154,4781,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5849544379
2021-06-12,2021-06-12,Run,491,3.17424,3545,18.6064,1,3.22469,66,125,6108,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5844677413
2021-06-12,2021-06-11,Run,251,1.93,999,8.62694,1,6.95496,52,80,3224,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5844471271
2021-06-10,2021-06-10,Run,485,3.31728,3165,15.9017,1,3.77317,60,135,5680,b'',Map My Fitness MapMyRun iPhone,http://www.mapmyfitness.com/workout/5838534934
