Profile Name,Country Iso Code,Device,Is Kids,Query Typed,Displayed Name,Action,Section,Utc Timestamp
Mom,US,Smart TV,0,witch,tale of tales,view_video_info,title_results,2018-07-10 03:15:45
Mom,US,Smart TV,0,witch,beautiful creatures,play,video_info,2018-07-10 03:15:23
Mom,US,Smart TV,0,witch,beautiful creatures,view_video_info,title_results,2018-07-10 03:15:23
Mom,US,Smart TV,0,witch,the worst witch,view_video_info,title_results,2018-07-10 03:15:16
Mom,US,Smart TV,0,witch,the worst witch,play,video_info,2018-07-10 03:15:16
Mom,US,Smart TV,0,hann,hannah gadsby: nanette,play,video_info,2018-06-28 06:05:08
Mom,US,Smart TV,0,hann,hannah gadsby: nanette (trailer),play,video_info,2018-06-28 06:03:47
Mom,US,Smart TV,0,hann,hannah gadsby: nanette,add_to_list,video_info,2018-06-28 06:03:41
Mom,US,Smart TV,0,hann,hannah gadsby: nanette,play,video_info,2018-06-28 06:03:38
Mom,US,Smart TV,0,hann,hannah gadsby: nanette,view_video_info,title_results,2018-06-28 06:03:38
Mom,US,Smart TV,0,hook,dreamworks home: for the holidays,play,video_info,2018-06-28 00:41:37
Mom,US,Smart TV,0,hook,jake's buccaneer blast,play,video_info,2018-06-28 00:17:04
Mom,US,Smart TV,0,hook,jake's buccaneer blast,view_video_info,suggestion_title_results,2018-06-28 00:17:04
