Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Mom,"Schitt's Creek: Season 2: ""Family Dinner""",Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:56:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2490,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":269253,""mediaOffsetMs"":266613},{""eventType"":""playing"",""sessionOffsetMs"":295808,""mediaOffsetMs"":266613},{""eventType"":""paused"",""sessionOffsetMs"":507985,""mediaOffsetMs"":478641},{""eventType"":""reposition"",""sessionOffsetMs"":567801,""mediaOffsetMs"":670000},{""eventType"":""playing"",""sessionOffsetMs"":568426,""mediaOffsetMs"":666499},{""eventType"":""paused"",""sessionOffsetMs"":571222,""mediaOffsetMs"":669247},{""eventType"":""reposition"",""sessionOffsetMs"":574018,""mediaOffsetMs"":720000},{""eventType"":""playing"",""sessionOffsetMs"":574368,""mediaOffsetMs"":717049},{""eventType"":""paused"",""sessionOffsetMs"":576595,""mediaOffsetMs"":719019},{""eventType"":""reposition"",""sessionOffsetMs"":577538,""mediaOffsetMs"":700000},{""eventType"":""playing"",""sessionOffsetMs"":578409,""mediaOffsetMs"":698864},{""eventType"":""paused"",""sessionOffsetMs"":690076,""mediaOffsetMs"":810106}]"
Mom,"Schitt's Creek: Season 4: ""The Olive Branch""",Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:55:56,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1011000},{""eventType"":""playing"",""sessionOffsetMs"":2770,""mediaOffsetMs"":1011000},{""eventType"":""paused"",""sessionOffsetMs"":3682,""mediaOffsetMs"":1010435},{""eventType"":""stopped"",""sessionOffsetMs"":12396,""mediaOffsetMs"":1009889}]"
Mom,Merlin: Season 1_hook_primary_16x9,Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:55:42,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2476,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2675,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4704,""mediaOffsetMs"":846}]"
Mom,Derry Girls: Season 2 (Trailer),Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:55:27,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":45},{""eventType"":""stopped"",""sessionOffsetMs"":2645,""mediaOffsetMs"":45}]"
Mom,Manifest: Season 1_hook_03_16x9,Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:55:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2148,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2340,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3753,""mediaOffsetMs"":132}]"
Mom,Trailer: The Mystery of Marilyn Monroe: The Unheard Tapes,Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:55:00,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":3939,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":4240,""mediaOffsetMs"":261},{""eventType"":""stopped"",""sessionOffsetMs"":5917,""mediaOffsetMs"":193}]"
Mom,Teaser 1: Conversations with a Killer: The John Wayne Gacy Tapes,Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:54:56,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2932,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3343,""mediaOffsetMs"":381},{""eventType"":""stopped"",""sessionOffsetMs"":5199,""mediaOffsetMs"":50}]"
Mom,Outlander: Season 2_hook_primary_16x9,Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:54:54,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2313,""mediaOffsetMs"":0}]"
Mom,Inciting Incident Clip: Senior Year,Amazon FTVET31DOVI2020 Smart TV,2022-05-21 15:54:48,US,"[{""eventType"":""start"",""sessionOffsetMs"":3038,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3708,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4712,""mediaOffsetMs"":751},{""eventType"":""stopped"",""sessionOffsetMs"":6394,""mediaOffsetMs"":990}]"
Mom,"Bridgerton: Season 2: ""The Viscount Who Loved Me""",Roku Longview HDR10 Smart TV,2022-05-19 06:07:20,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":476000},{""eventType"":""playing"",""sessionOffsetMs"":6913,""mediaOffsetMs"":476000},{""eventType"":""paused"",""sessionOffsetMs"":125024,""mediaOffsetMs"":589139},{""eventType"":""playing"",""sessionOffsetMs"":155132,""mediaOffsetMs"":589445},{""eventType"":""paused"",""sessionOffsetMs"":182683,""mediaOffsetMs"":616758},{""eventType"":""playing"",""sessionOffsetMs"":197130,""mediaOffsetMs"":617022},{""eventType"":""stopped"",""sessionOffsetMs"":3677468,""mediaOffsetMs"":4097360}]"
Mom,Outlander: Season 1_hook_primary_16x9,Roku Longview HDR10 Smart TV,2022-05-19 06:07:12,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4920,""mediaOffsetMs"":0}]"
Mom,"Bridgerton: Season 2: ""The Viscount Who Loved Me""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 05:52:05,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2851,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":22883,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":30883,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":36899,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":44899,""mediaOffsetMs"":42048},{""eventType"":""paused"",""sessionOffsetMs"":479556,""mediaOffsetMs"":476726},{""eventType"":""stopped"",""sessionOffsetMs"":708538,""mediaOffsetMs"":476267}]"
Mom,"Bridgerton: Season 2: ""The Viscount Who Loved Me""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 05:44:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20000},{""eventType"":""playing"",""sessionOffsetMs"":2108,""mediaOffsetMs"":20000},{""eventType"":""paused"",""sessionOffsetMs"":3479,""mediaOffsetMs"":14723},{""eventType"":""stopped"",""sessionOffsetMs"":308172,""mediaOffsetMs"":14257}]"
Mom,"Bridgerton: Season 2: ""Harmony""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 04:47:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":19000},{""eventType"":""playing"",""sessionOffsetMs"":4218,""mediaOffsetMs"":19000},{""eventType"":""playing"",""sessionOffsetMs"":19266,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":27266,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":33282,""mediaOffsetMs"":48064},{""eventType"":""playing"",""sessionOffsetMs"":41282,""mediaOffsetMs"":56064},{""eventType"":""paused"",""sessionOffsetMs"":243539,""mediaOffsetMs"":252210},{""eventType"":""playing"",""sessionOffsetMs"":391134,""mediaOffsetMs"":252210},{""eventType"":""paused"",""sessionOffsetMs"":3460817,""mediaOffsetMs"":3321943},{""eventType"":""stopped"",""sessionOffsetMs"":3461677,""mediaOffsetMs"":3321997}]"
Mom,"Bridgerton: Season 2: ""The Choice""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 03:40:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":13962},{""eventType"":""playing"",""sessionOffsetMs"":1458,""mediaOffsetMs"":13962},{""eventType"":""playing"",""sessionOffsetMs"":21544,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":29544,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":35560,""mediaOffsetMs"":48064},{""eventType"":""playing"",""sessionOffsetMs"":43560,""mediaOffsetMs"":56064},{""eventType"":""paused"",""sessionOffsetMs"":1634918,""mediaOffsetMs"":1646353},{""eventType"":""playing"",""sessionOffsetMs"":1724513,""mediaOffsetMs"":1646353},{""eventType"":""paused"",""sessionOffsetMs"":3989590,""mediaOffsetMs"":3911115},{""eventType"":""stopped"",""sessionOffsetMs"":3992945,""mediaOffsetMs"":3911447}]"
Mom,"Bridgerton: Season 2: ""The Choice""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 03:32:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":19000},{""eventType"":""playing"",""sessionOffsetMs"":2789,""mediaOffsetMs"":19000},{""eventType"":""paused"",""sessionOffsetMs"":4597,""mediaOffsetMs"":14723},{""eventType"":""stopped"",""sessionOffsetMs"":309034,""mediaOffsetMs"":14344}]"
Mom,"Bridgerton: Season 2: ""An Unthinkable Fate""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 02:33:43,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4524,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":24556,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":32556,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":38572,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":46572,""mediaOffsetMs"":42048},{""eventType"":""paused"",""sessionOffsetMs"":2304036,""mediaOffsetMs"":2299588},{""eventType"":""playing"",""sessionOffsetMs"":2313232,""mediaOffsetMs"":2299588},{""eventType"":""paused"",""sessionOffsetMs"":2449345,""mediaOffsetMs"":2435558},{""eventType"":""reposition"",""sessionOffsetMs"":2452073,""mediaOffsetMs"":2380000},{""eventType"":""playing"",""sessionOffsetMs"":2452980,""mediaOffsetMs"":2379668},{""eventType"":""paused"",""sessionOffsetMs"":2454325,""mediaOffsetMs"":2380920},{""eventType"":""playing"",""sessionOffsetMs"":2477257,""mediaOffsetMs"":2380920},{""eventType"":""playing"",""sessionOffsetMs"":2504753,""mediaOffsetMs"":2408416},{""eventType"":""playing"",""sessionOffsetMs"":2512753,""mediaOffsetMs"":2416416},{""eventType"":""playing"",""sessionOffsetMs"":2518769,""mediaOffsetMs"":2422432},{""eventType"":""paused"",""sessionOffsetMs"":2616208,""mediaOffsetMs"":2519808},{""eventType"":""playing"",""sessionOffsetMs"":2714157,""mediaOffsetMs"":2519808},{""eventType"":""paused"",""sessionOffsetMs"":2866840,""mediaOffsetMs"":2672503},{""eventType"":""playing"",""sessionOffsetMs"":2887542,""mediaOffsetMs"":2672503},{""eventType"":""paused"",""sessionOffsetMs"":3039440,""mediaOffsetMs"":2824404},{""eventType"":""playing"",""sessionOffsetMs"":3061822,""mediaOffsetMs"":2824404},{""eventType"":""paused"",""sessionOffsetMs"":3542697,""mediaOffsetMs"":3305385},{""eventType"":""stopped"",""sessionOffsetMs"":3545082,""mediaOffsetMs"":3305468}]"
Mom,"Bridgerton: Season 2: ""An Unthinkable Fate""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 01:58:55,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":19000},{""eventType"":""playing"",""sessionOffsetMs"":2332,""mediaOffsetMs"":19000},{""eventType"":""paused"",""sessionOffsetMs"":18186,""mediaOffsetMs"":28737}]"
Mom,"Bridgerton: Season 2: ""Victory""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 01:04:14,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":19000},{""eventType"":""playing"",""sessionOffsetMs"":2415,""mediaOffsetMs"":19000},{""eventType"":""playing"",""sessionOffsetMs"":17463,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":89527,""mediaOffsetMs"":106112},{""eventType"":""playing"",""sessionOffsetMs"":95543,""mediaOffsetMs"":112128},{""eventType"":""playing"",""sessionOffsetMs"":139575,""mediaOffsetMs"":156160},{""eventType"":""playing"",""sessionOffsetMs"":574007,""mediaOffsetMs"":590592},{""eventType"":""playing"",""sessionOffsetMs"":722167,""mediaOffsetMs"":738752},{""eventType"":""playing"",""sessionOffsetMs"":1456887,""mediaOffsetMs"":1473472},{""eventType"":""playing"",""sessionOffsetMs"":1490935,""mediaOffsetMs"":1507520},{""eventType"":""playing"",""sessionOffsetMs"":1540983,""mediaOffsetMs"":1557568},{""eventType"":""playing"",""sessionOffsetMs"":1591031,""mediaOffsetMs"":1607616},{""eventType"":""playing"",""sessionOffsetMs"":1655095,""mediaOffsetMs"":1671680},{""eventType"":""paused"",""sessionOffsetMs"":2937988,""mediaOffsetMs"":2948403},{""eventType"":""playing"",""sessionOffsetMs"":2956411,""mediaOffsetMs"":2948403},{""eventType"":""paused"",""sessionOffsetMs"":3281437,""mediaOffsetMs"":3273520},{""eventType"":""stopped"",""sessionOffsetMs"":3282236,""mediaOffsetMs"":3273561}]"
Mom,"Bridgerton: Season 2: ""A Bee in Your Bonnet""",Amazon FTVET31DOVI2020 Smart TV,2022-05-19 00:55:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3383000},{""eventType"":""playing"",""sessionOffsetMs"":8501,""mediaOffsetMs"":3383000},{""eventType"":""playing"",""sessionOffsetMs"":66941,""mediaOffsetMs"":3441440},{""eventType"":""playing"",""sessionOffsetMs"":86973,""mediaOffsetMs"":3461472},{""eventType"":""playing"",""sessionOffsetMs"":94973,""mediaOffsetMs"":3469472},{""eventType"":""playing"",""sessionOffsetMs"":195069,""mediaOffsetMs"":3569568},{""eventType"":""playing"",""sessionOffsetMs"":201085,""mediaOffsetMs"":3575584},{""eventType"":""playing"",""sessionOffsetMs"":209085,""mediaOffsetMs"":3583584},{""eventType"":""playing"",""sessionOffsetMs"":265149,""mediaOffsetMs"":3639648},{""eventType"":""playing"",""sessionOffsetMs"":309181,""mediaOffsetMs"":3683680},{""eventType"":""paused"",""sessionOffsetMs"":519146,""mediaOffsetMs"":3886799},{""eventType"":""stopped"",""sessionOffsetMs"":520201,""mediaOffsetMs"":3886969}]"
Mom,"Bridgerton: Season 2: ""A Bee in Your Bonnet""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 23:19:59,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":7176,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":27208,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":35208,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":41224,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":85256,""mediaOffsetMs"":78080},{""eventType"":""paused"",""sessionOffsetMs"":3384363,""mediaOffsetMs"":3377123},{""eventType"":""playing"",""sessionOffsetMs"":3385653,""mediaOffsetMs"":3377123},{""eventType"":""paused"",""sessionOffsetMs"":3392367,""mediaOffsetMs"":3383838},{""eventType"":""stopped"",""sessionOffsetMs"":3697457,""mediaOffsetMs"":3383680}]"
Mom,"Bridgerton: Season 2: ""Off to the Races""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 18:58:22,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2391798},{""eventType"":""playing"",""sessionOffsetMs"":2574,""mediaOffsetMs"":2391798},{""eventType"":""playing"",""sessionOffsetMs"":13176,""mediaOffsetMs"":2402400},{""eventType"":""playing"",""sessionOffsetMs"":19192,""mediaOffsetMs"":2408416},{""eventType"":""playing"",""sessionOffsetMs"":27192,""mediaOffsetMs"":2416416},{""eventType"":""playing"",""sessionOffsetMs"":33208,""mediaOffsetMs"":2422432},{""eventType"":""paused"",""sessionOffsetMs"":615856,""mediaOffsetMs"":2997452}]"
Mom,"Bridgerton: Season 2: ""Off to the Races""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 18:15:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":433651},{""eventType"":""playing"",""sessionOffsetMs"":3434,""mediaOffsetMs"":433651},{""eventType"":""playing"",""sessionOffsetMs"":18231,""mediaOffsetMs"":448448},{""eventType"":""playing"",""sessionOffsetMs"":24247,""mediaOffsetMs"":454464},{""eventType"":""playing"",""sessionOffsetMs"":32247,""mediaOffsetMs"":462464},{""eventType"":""playing"",""sessionOffsetMs"":38263,""mediaOffsetMs"":468480},{""eventType"":""paused"",""sessionOffsetMs"":86101,""mediaOffsetMs"":514889},{""eventType"":""playing"",""sessionOffsetMs"":226863,""mediaOffsetMs"":514889},{""eventType"":""paused"",""sessionOffsetMs"":2104356,""mediaOffsetMs"":2392473},{""eventType"":""stopped"",""sessionOffsetMs"":2409293,""mediaOffsetMs"":2392318}]"
Mom,"Bridgerton: Season 2: ""Off to the Races""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 18:01:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3158,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23190,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":31190,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":37206,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":45206,""mediaOffsetMs"":42048},{""eventType"":""paused"",""sessionOffsetMs"":58937,""mediaOffsetMs"":55805},{""eventType"":""playing"",""sessionOffsetMs"":63123,""mediaOffsetMs"":55805},{""eventType"":""paused"",""sessionOffsetMs"":441777,""mediaOffsetMs"":434308},{""eventType"":""stopped"",""sessionOffsetMs"":747035,""mediaOffsetMs"":434137}]"
Mom,Season 1 Trailer: Bridgerton,Amazon FTVET31DOVI2020 Smart TV,2022-05-18 18:01:17,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":3649,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":7348,""mediaOffsetMs"":3467},{""eventType"":""stopped"",""sessionOffsetMs"":8841,""mediaOffsetMs"":3704}]"
Mom,Trailer: The Mystery of Marilyn Monroe: The Unheard Tapes,Amazon FTVET31DOVI2020 Smart TV,2022-05-18 18:01:15,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2725,""mediaOffsetMs"":0}]"
Mom,"Bridgerton: Season 2: ""Capital R Rake""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 02:13:10,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2098454},{""eventType"":""playing"",""sessionOffsetMs"":3182,""mediaOffsetMs"":2098454},{""eventType"":""playing"",""sessionOffsetMs"":20856,""mediaOffsetMs"":2116128},{""eventType"":""playing"",""sessionOffsetMs"":28856,""mediaOffsetMs"":2124128},{""eventType"":""playing"",""sessionOffsetMs"":34872,""mediaOffsetMs"":2130144},{""eventType"":""playing"",""sessionOffsetMs"":84920,""mediaOffsetMs"":2180192},{""eventType"":""playing"",""sessionOffsetMs"":533368,""mediaOffsetMs"":2628640},{""eventType"":""playing"",""sessionOffsetMs"":569400,""mediaOffsetMs"":2664672},{""eventType"":""playing"",""sessionOffsetMs"":1374200,""mediaOffsetMs"":3469472},{""eventType"":""playing"",""sessionOffsetMs"":1380216,""mediaOffsetMs"":3475488},{""eventType"":""playing"",""sessionOffsetMs"":1424248,""mediaOffsetMs"":3519520},{""eventType"":""playing"",""sessionOffsetMs"":1452280,""mediaOffsetMs"":3547552},{""eventType"":""paused"",""sessionOffsetMs"":1464553,""mediaOffsetMs"":3556511},{""eventType"":""reposition"",""sessionOffsetMs"":1466136,""mediaOffsetMs"":3520000},{""eventType"":""playing"",""sessionOffsetMs"":1467873,""mediaOffsetMs"":3518723},{""eventType"":""playing"",""sessionOffsetMs"":1488702,""mediaOffsetMs"":3539552},{""eventType"":""playing"",""sessionOffsetMs"":1496702,""mediaOffsetMs"":3547552},{""eventType"":""playing"",""sessionOffsetMs"":1552766,""mediaOffsetMs"":3603616},{""eventType"":""playing"",""sessionOffsetMs"":1560766,""mediaOffsetMs"":3611616},{""eventType"":""stopped"",""sessionOffsetMs"":1956502,""mediaOffsetMs"":4007352}]"
Mom,"Bridgerton: Season 2: ""Capital R Rake""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 01:28:38,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":92000},{""eventType"":""playing"",""sessionOffsetMs"":4275,""mediaOffsetMs"":92000},{""eventType"":""playing"",""sessionOffsetMs"":24403,""mediaOffsetMs"":112128},{""eventType"":""playing"",""sessionOffsetMs"":32403,""mediaOffsetMs"":120128},{""eventType"":""playing"",""sessionOffsetMs"":40403,""mediaOffsetMs"":128128},{""eventType"":""playing"",""sessionOffsetMs"":46419,""mediaOffsetMs"":134144},{""eventType"":""paused"",""sessionOffsetMs"":314522,""mediaOffsetMs"":401901},{""eventType"":""reposition"",""sessionOffsetMs"":314522,""mediaOffsetMs"":454996},{""eventType"":""playing"",""sessionOffsetMs"":315076,""mediaOffsetMs"":454996},{""eventType"":""paused"",""sessionOffsetMs"":1959481,""mediaOffsetMs"":2099639}]"
Mom,Season 1 Trailer: Bridgerton,Amazon FTVET31DOVI2020 Smart TV,2022-05-18 01:28:36,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""stopped"",""sessionOffsetMs"":2628,""mediaOffsetMs"":20}]"
Mom,"Derry Girls: Season 1: ""Episode 1""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 00:51:51,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2531,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1321379,""mediaOffsetMs"":1318429},{""eventType"":""playing"",""sessionOffsetMs"":1322250,""mediaOffsetMs"":1318429},{""eventType"":""paused"",""sessionOffsetMs"":1375369,""mediaOffsetMs"":1368620},{""eventType"":""stopped"",""sessionOffsetMs"":1376573,""mediaOffsetMs"":1371988}]"
Mom,"Derry Girls: Season 1: ""Episode 2""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 00:51:42,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2350,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4704,""mediaOffsetMs"":2002},{""eventType"":""stopped"",""sessionOffsetMs"":10341,""mediaOffsetMs"":1595}]"
Mom,Derry Girls: Season 2 (Trailer),Amazon FTVET31DOVI2020 Smart TV,2022-05-18 00:51:41,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":6001},{""eventType"":""stopped"",""sessionOffsetMs"":2717,""mediaOffsetMs"":6001}]"
Mom,Season 1 Trailer: Bridgerton,Amazon FTVET31DOVI2020 Smart TV,2022-05-18 00:51:31,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2923,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":9072,""mediaOffsetMs"":5916},{""eventType"":""stopped"",""sessionOffsetMs"":12197,""mediaOffsetMs"":6001}]"
Mom,"Bridgerton: Season 1: ""After the Rain""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 00:25:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3776,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23808,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":31808,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":37824,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":51840,""mediaOffsetMs"":48064},{""eventType"":""paused"",""sessionOffsetMs"":195707,""mediaOffsetMs"":191941},{""eventType"":""reposition"",""sessionOffsetMs"":227763,""mediaOffsetMs"":3550000},{""eventType"":""playing"",""sessionOffsetMs"":228995,""mediaOffsetMs"":3547377},{""eventType"":""paused"",""sessionOffsetMs"":231286,""mediaOffsetMs"":3549629},{""eventType"":""reposition"",""sessionOffsetMs"":232979,""mediaOffsetMs"":3570000},{""eventType"":""playing"",""sessionOffsetMs"":233476,""mediaOffsetMs"":3568856},{""eventType"":""paused"",""sessionOffsetMs"":235794,""mediaOffsetMs"":3571359},{""eventType"":""reposition"",""sessionOffsetMs"":240671,""mediaOffsetMs"":3160000},{""eventType"":""playing"",""sessionOffsetMs"":241845,""mediaOffsetMs"":3154359},{""eventType"":""playing"",""sessionOffsetMs"":258654,""mediaOffsetMs"":3171168},{""eventType"":""playing"",""sessionOffsetMs"":264670,""mediaOffsetMs"":3177184},{""eventType"":""playing"",""sessionOffsetMs"":272670,""mediaOffsetMs"":3185184},{""eventType"":""playing"",""sessionOffsetMs"":278686,""mediaOffsetMs"":3191200},{""eventType"":""paused"",""sessionOffsetMs"":445643,""mediaOffsetMs"":3358313},{""eventType"":""playing"",""sessionOffsetMs"":499462,""mediaOffsetMs"":3358313},{""eventType"":""paused"",""sessionOffsetMs"":793324,""mediaOffsetMs"":3652190},{""eventType"":""playing"",""sessionOffsetMs"":997816,""mediaOffsetMs"":3652190},{""eventType"":""paused"",""sessionOffsetMs"":1363600,""mediaOffsetMs"":4017888},{""eventType"":""playing"",""sessionOffsetMs"":1410594,""mediaOffsetMs"":4017888},{""eventType"":""paused"",""sessionOffsetMs"":1550935,""mediaOffsetMs"":4158195},{""eventType"":""stopped"",""sessionOffsetMs"":1554325,""mediaOffsetMs"":4157282}]"
Mom,"Bridgerton: Season 2: ""Capital R Rake""",Amazon FTVET31DOVI2020 Smart TV,2022-05-18 00:23:48,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3951,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":23983,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":31983,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":37999,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":52015,""mediaOffsetMs"":48064},{""eventType"":""paused"",""sessionOffsetMs"":97393,""mediaOffsetMs"":93343},{""eventType"":""stopped"",""sessionOffsetMs"":107285,""mediaOffsetMs"":92355}]"
